preferred_fit_method,branch_mode,ideal_source,uses_local_sst_core,best_estimate_practical_N_geom,best_estimate_practical_N_int,best_estimate_practical_A_K,best_estimate_practical_A_K_systematic_half_range,best_estimate_practical_A_ratio,best_estimate_practical_A_ratio_systematic_half_range,best_estimate_practical_a_nc_over_rc,best_estimate_practical_a_nc_over_rc_systematic_half_range,best_estimate_practical_a_star_over_rc_center,best_estimate_practical_a_star_over_rc_half_range,best_estimate_asymptotic_A_K_mid,best_estimate_asymptotic_A_K_half_range,best_estimate_asymptotic_A_ratio_mid,best_estimate_asymptotic_A_ratio_half_range,best_estimate_asymptotic_a_nc_over_rc_mid,best_estimate_asymptotic_a_nc_over_rc_half_range,best_estimate_asymptotic_N_int_high1,best_estimate_asymptotic_N_int_high2,comment
plateau_0.12,closest_to_a_nc,"ideal.txt (3:1:1, 183 modes, k_max=250)",True,32000,32000,0.07964105459488258,0.0068744358901830435,1.000799008157707,0.08638670916069224,1.0003994218823655,0.04177709015913128,1.006744739521932,0.04557885518785698,0.07964183988674066,7.852918580825152e-07,1.0008088764262362,9.868268529111823e-06,1.0004043540222756,4.9321399100410446e-06,16000,32000,"Practical = preferred no-contact run. Asymptotic = midpoint and half-range from two highest N_int at preferred fit, lambda=0."
