a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.0009990598480253401,0.05093316291775198,-0.02864430862819569,0.024683979643588334,1,1,1,1,1,1,1,1,1
0.0012962201848086613,0.13752220293002332,0.057944731384075646,0.06833481072203004,1,1,1,1,1,1,1,1,1
0.001681767884903312,0.05093411155082035,-0.02864335999512732,0.027165521179844842,1,1,1,1,1,1,1,1,1
0.002181992883492753,0.08185831786328433,0.00228084631733666,0.044877966294017614,1,1,1,1,1,1,1,1,1
0.002831004793438984,0.09229851368259287,0.012721042136645197,0.052979297546930794,1,1,1,1,1,1,1,1,1
0.003673058790020166,0.07080357898627854,-0.008773892559669136,0.0429148131701906,1,1,1,1,1,1,1,1,1
0.004765573306767764,0.0744279102075425,-0.005149561338405176,0.04713431996385641,1,1,1,1,1,1,1,1,1
0.0061830453146797465,0.0858274220207807,0.006249950474833024,0.057042139128321886,1,1,1,1,1,1,1,1,1
0.008022130161987282,0.07679184475688106,-0.002785626789066617,0.054124332208345165,1,1,1,1,1,1,1,1,1
0.010408232361337522,0.07679334559243016,-0.0027841259535175134,0.05722252074815646,0,1,1,1,1,1,1,1,1
0.01350405674055497,0.07929694256897467,-0.0002805289769730046,0.06267446561682244,0,1,1,1,1,1,1,1,1
0.017520703047476327,0.08128169630304297,0.0017042247570952934,0.0685388017427263,0,1,1,1,1,1,1,1,1
0.02273206053377637,0.07826328263800734,-0.001314188907940328,0.07084954090697677,0,0,1,1,1,1,1,1,1
0.029493484063455148,0.07869584022110353,-0.0008816313248441454,0.07667339813639834,0,0,1,1,1,1,1,1,1
0.03826602524257735,0.08142697763146448,0.0018495060855168027,0.08592230157606605,0,0,1,1,1,1,1,1,1
0.049647870855649125,0.07873529639629194,-0.0008421751496557328,0.09089164010998785,0,0,0,1,1,1,1,1,1
0.06441513234974267,0.07956557848184528,-1.1893064102388995e-05,0.10103318562561328,0,0,0,0,1,1,1,1,1
0.083574767741782,0.07890885237387141,-0.0006686191720762652,0.1114604749500063,0,0,0,0,0,1,1,1,1
0.10843324461663877,0.07923349743760064,-0.00034397410834703657,0.12595842956632847,0,0,0,0,0,0,1,1,1
0.14068562624570352,0.07896927824642663,-0.0006081932995210398,0.14362977853054673,0,0,0,0,0,0,0,0,1
0.18253115547838808,0.07855112894537544,-0.0010263426005722304,0.16683117019882246,0,0,0,0,0,0,0,0,0
0.23682321790349198,0.07767818246655475,-0.0018992890793929212,0.1980116789944362,0,0,0,0,0,0,0,0,0
0.3072639100496214,0.07651866921810303,-0.0030588023278446397,0.24321542529353457,0,0,0,0,0,0,0,0,0
