N_geom,N_int_target,N_int_actual,L_dimless,d_min_dimless,frac,method_name,n_plateau,a_lo,a_hi,a_span,a_span_over_dmin,a_ref,A_ref,A_median,A_std,A_min,A_max,A_median_minus_Areq,rel_dE_median,rel_dE_min,rel_dE_max,rel_dE_thresh,ideal_source,bs_backend
64000,64000,64000,16.3724604307158,0.9999704040834092,0.08,plateau_0.08,17,0.0008767186246235974,0.06202958413843013,0.06115286551380653,0.061154675442480065,0.007374448568660451,0.07250187339715124,0.07957156623406485,0.017443846993062728,0.04982327346484979,0.13452291455334092,-5.905311882825615e-06,0.059821170736926374,0.024211920120694976,0.10157060660223936,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
64000,64000,64000,16.3724604307158,0.9999704040834092,0.1,plateau_0.10,18,0.0008767186246235974,0.08094826306222241,0.08007154443759881,0.0800739142984875,0.009623614456975203,0.0803588838850435,0.07951217663666903,0.016953371778634287,0.04982327346484979,0.13452291455334092,-6.52949092786459e-05,0.06328059840376071,0.024211920120694976,0.11231606000509389,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
64000,64000,64000,16.3724604307158,0.9999704040834092,0.12,plateau_0.12,19,0.0008767186246235974,0.10563703406696098,0.10476031544233738,0.10476341601165944,0.009623614456975203,0.0803588838850435,0.0794527870392732,0.01650139493178486,0.04982327346484979,0.13452291455334092,-0.00012468450667446618,0.06674002607059507,0.024211920120694976,0.12716863112301743,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
64000,64000,64000,16.3724604307158,0.9999704040834092,0.14,plateau_0.14,20,0.0008767186246235974,0.13785574321571986,0.13697902459109626,0.13698307873086873,0.012558763459289437,0.08493592624647137,0.0793937633549874,0.016084280929245954,0.04982327346484979,0.13452291455334092,-0.00018370819096026614,0.06685836781817128,0.024211920120694976,0.14504698720914924,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
64000,64000,64000,16.3724604307158,0.9999704040834092,0.16,plateau_0.16,20,0.0008767186246235974,0.13785574321571986,0.13697902459109626,0.13698307873086873,0.012558763459289437,0.08493592624647137,0.0793937633549874,0.016084280929245954,0.04982327346484979,0.13452291455334092,-0.00018370819096026614,0.06685836781817128,0.024211920120694976,0.14504698720914924,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
72000,72000,72000,16.3724604307158,0.9999704010200583,0.01,plateau_0.01,10,0.0007813034587141713,0.00898077723324585,0.008199473774531679,0.008199716477775232,0.003033773675401175,0.08750541148940058,0.07986240591540097,0.021920898667963786,0.04888290203144073,0.13198389455472104,0.00028493436945330186,0.051485468307528634,0.023799474127047457,0.06582281302722821,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
72000,72000,72000,16.3724604307158,0.9999704010200583,0.02,plateau_0.02,12,0.0007813034587141713,0.015451807769228214,0.014670504310514042,0.014670938555330068,0.003979384141728394,0.08197909862492128,0.0786172487622463,0.02002527355004509,0.04888290203144073,0.13198389455472104,-0.0009602227837013783,0.0525169720357262,0.023799474127047457,0.06595493368153604,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
72000,72000,72000,16.3724604307158,0.9999704010200583,0.04,plateau_0.04,15,0.0007813034587141713,0.03487204011576109,0.03409073665704692,0.0340917457379452,0.005219736157591057,0.07528251622457853,0.07867273463867773,0.017930258030082614,0.04888290203144073,0.13198389455472104,-0.0009047369072699429,0.05477851037630232,0.023799474127047457,0.08543476827735638,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
72000,72000,72000,16.3724604307158,0.9999704010200583,0.06,plateau_0.06,16,0.0007813034587141713,0.045741462044964744,0.044960158586250576,0.04496148940047349,0.006846699032938717,0.07736708123328798,0.07926902157532992,0.017360927096320034,0.04888290203144073,0.13198389455472104,-0.00030844997061775514,0.05778751873896437,0.023799474127047457,0.0930804661276123,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
72000,72000,72000,16.3724604307158,0.9999704010200583,0.08,plateau_0.08,18,0.0007813034587141713,0.07870012363582425,0.07791882017711008,0.07792112656297225,0.00898077723324585,0.0811630489449871,0.07933573442910025,0.016368724554402775,0.04888290203144073,0.13198389455472104,-0.00024173711684742638,0.0617711862420495,0.023799474127047457,0.11322840769769517,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
72000,72000,72000,16.3724604307158,0.9999704010200583,0.1,plateau_0.10,18,0.0007813034587141713,0.07870012363582425,0.07791882017711008,0.07792112656297225,0.00898077723324585,0.0811630489449871,0.07933573442910025,0.016368724554402775,0.04888290203144073,0.13198389455472104,-0.00024173711684742638,0.0617711862420495,0.023799474127047457,0.11322840769769517,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
72000,72000,72000,16.3724604307158,0.9999704010200583,0.12,plateau_0.12,19,0.0007813034587141713,0.10323051666240378,0.1024492132036896,0.10245224568565464,0.00898077723324585,0.0811630489449871,0.0793565380462829,0.015932327356954823,0.04888290203144073,0.13198389455472104,-0.00022093349966477438,0.06274584538247256,0.023799474127047457,0.12810028596262327,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
72000,72000,72000,16.3724604307158,0.9999704010200583,0.14,plateau_0.14,20,0.0007813034587141713,0.13540689744909082,0.13462559399037666,0.13462957888858174,0.011780035799027781,0.07867273463867773,0.07922824703237569,0.015530179578119668,0.04888290203144073,0.13198389455472104,-0.0003492245135719857,0.06428432920485039,0.023799474127047457,0.1458314450942458,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
72000,72000,72000,16.3724604307158,0.9999704010200583,0.16,plateau_0.16,20,0.0007813034587141713,0.13540689744909082,0.13462559399037666,0.13462957888858174,0.011780035799027781,0.07867273463867773,0.07922824703237569,0.015530179578119668,0.04888290203144073,0.13198389455472104,-0.0003492245135719857,0.06428432920485039,0.023799474127047457,0.1458314450942458,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
