N_geom,N_int_actual,fit_method,plateau_frac,p_exp,lambda_K,A_K,A_ratio,a_nc_over_rc,a_star_over_rc,is_min,E_star_J,root_count,min_root_count,root_choice,continuation_prev_a_star_over_rc,continuation_jump,beta_dimless,contact_model,postcheck_root_selection_mode,postcheck_contact_model,contact_force_at_x1,F_at_x1,legacy_contact_model,legacy_a_star_over_rc,legacy_F_at_x1,delta_a_star_vs_legacy,theorem_candidate_full_model
24000,24000,plateau_0.04,0.04,2,0.0,0.07711369007716991,0.9690392089505484,0.9843978915817264,0.9843978915817264,True,5.5332129169719644e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.030960791049451597,legacy,0.9843978915817264,0.030960791049451597,0.0,False
24000,24000,plateau_0.04,0.04,2,0.001,0.07711369007716991,0.9690392089505484,0.9843978915817264,0.9845445262685047,True,5.533217685785237e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.030960791049451597,legacy,0.9805684799530298,0.03900162334509568,0.00397604631547499,False
24000,24000,plateau_0.04,0.04,2,0.003,0.07711369007716991,0.9690392089505484,0.9843978915817264,0.9848298742704863,True,5.533226960853087e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.030960791049451597,legacy,0.9731559372887125,0.055083287936383854,0.01167393698177377,False
24000,24000,plateau_0.04,0.04,2,0.01,0.07711369007716991,0.9690392089505484,0.9843978915817264,0.9857523069002697,True,5.533256901051386e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.030960791049451597,legacy,0.9494498219153019,0.11136911400589244,0.0363024849849678,False
24000,24000,plateau_0.06,0.06,2,0.0,0.07711369007716991,0.9690392089505484,0.9843978915817264,0.9843978915817264,True,5.545999288743937e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.030960791049451597,legacy,0.9843978915817264,0.030960791049451597,0.0,False
24000,24000,plateau_0.06,0.06,2,0.001,0.07711369007716991,0.9690392089505484,0.9843978915817264,0.9845445262685047,True,5.54600405755721e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.030960791049451597,legacy,0.9805684799530298,0.03900162334509568,0.00397604631547499,False
24000,24000,plateau_0.06,0.06,2,0.003,0.07711369007716991,0.9690392089505484,0.9843978915817264,0.9848298742704863,True,5.546013332625059e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.030960791049451597,legacy,0.9731559372887125,0.055083287936383854,0.01167393698177377,False
24000,24000,plateau_0.06,0.06,2,0.01,0.07711369007716991,0.9690392089505484,0.9843978915817264,0.9857523069002697,True,5.5460432728233585e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.030960791049451597,legacy,0.9494498219153019,0.11136911400589244,0.0363024849849678,False
24000,24000,plateau_0.08,0.08,2,0.0,0.07701936508128772,0.967853886094095,0.9837956526098776,0.9837956526098776,True,5.512653039772296e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03214611390590505,legacy,0.9837956526098776,0.03214611390590505,0.0,False
24000,24000,plateau_0.08,0.08,2,0.001,0.07701936508128772,0.967853886094095,0.9837956526098776,0.9839478471901396,True,5.512658181574039e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03214611390590505,legacy,0.9799717343537501,0.04018694620154913,0.003976112836389545,False
24000,24000,plateau_0.08,0.08,2,0.003,0.07701936508128772,0.967853886094095,0.9837956526098776,0.9842440277412403,True,5.512668182323437e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03214611390590505,legacy,0.9725695316043037,0.056268610792837306,0.011674496136936607,False
24000,24000,plateau_0.08,0.08,2,0.01,0.07701936508128772,0.967853886094095,0.9837956526098776,0.9852015908802896,True,5.512700467075442e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03214611390590505,legacy,0.9488941186096501,0.1125544368623459,0.03630747227063946,False
24000,24000,plateau_0.10,0.1,2,0.0,0.07706652757922881,0.9684465475223216,0.9840968181649211,0.9840968181649211,True,5.467776452732048e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03155345247767827,legacy,0.9840968181649211,0.03155345247767827,0.0,False
24000,24000,plateau_0.10,0.1,2,0.001,0.07706652757922881,0.9684465475223216,0.9840968181649211,0.9842462332917913,True,5.467781406276246e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03155345247767827,legacy,0.9802701537109825,0.03959428477332235,0.003976079580808811,False
24000,24000,plateau_0.10,0.1,2,0.003,0.07706652757922881,0.9684465475223216,0.9840968181649211,0.9845369984094744,True,5.4677910407509505e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03155345247767827,legacy,0.9728627818169665,0.055675949364610525,0.011674216592507891,False
24000,24000,plateau_0.10,0.1,2,0.01,0.07706652757922881,0.9684465475223216,0.9840968181649211,0.9854769979870098,True,5.4678221421041906e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03155345247767827,legacy,0.9491720192665719,0.11196177543411912,0.03630497872043792,False
24000,24000,plateau_0.12,0.12,2,0.0,0.07701936508128772,0.967853886094095,0.9837956526098776,0.9837956526098776,True,5.469990567742732e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03214611390590505,legacy,0.9837956526098776,0.03214611390590505,0.0,False
24000,24000,plateau_0.12,0.12,2,0.001,0.07701936508128772,0.967853886094095,0.9837956526098776,0.9839478471901396,True,5.4699957095444746e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03214611390590505,legacy,0.9799717343537501,0.04018694620154913,0.003976112836389545,False
24000,24000,plateau_0.12,0.12,2,0.003,0.07701936508128772,0.967853886094095,0.9837956526098776,0.9842440277412403,True,5.470005710293873e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03214611390590505,legacy,0.9725695316043037,0.056268610792837306,0.011674496136936607,False
24000,24000,plateau_0.12,0.12,2,0.01,0.07701936508128772,0.967853886094095,0.9837956526098776,0.9852015908802896,True,5.4700379950458785e-36,1,1,targeted_x_nc,nan,nan,6.2826668599858335,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.03214611390590505,legacy,0.9488941186096501,0.1125544368623459,0.03630747227063946,False
