Knot,Ropelength,Writhe,Average Crossing Number
12a694,106.0939,16.94526,47.37206848
12a695,106.17287,6.99662,49.52731448
12a696,106.3735,2.04146,50.89720957
12a697,107.17611,0.09204,49.88089954
12a698,108.91409,4.89652,50.71410344
12a699,107.04745,2.11353,51.1588615
12a700,107.12303,1.92029,51.25624659
12a701,108.28628,11.94387,49.72991239
12a702,106.68903,9.88239,49.33149606
12a703,105.85401,7.00346,51.37270434
12a704,107.09267,4.93147,50.5359627
12a705,106.39911,0.0545,49.33299456
12a706,108.07242,2.12405,49.74138929
12a707,106.16408,2.14449,51.26247842
12a708,106.79944,2.7991,49.95794651
12a709,106.23806,4.94136,51.25133955
12a710,107.07294,6.97248,50.92576383
12a711,107.75599,4.90889,51.37962622
12a712,108.11099,7.06771,50.50614055
12a713,107.38571,6.90583,48.83412123
12a714,109.18478,2.65715,45.43021905
12a715,108.61258,0.30212,48.06971526
12a716,109.94625,15.06418,43.85064507
12a717,103.50337,11.96687,46.99985842
12a718,105.85805,12.00914,46.21499453
12a719,107.4945,9.06,47.42589706
12a720,106.33888,12.11636,45.31578392
12a721,107.84304,9.25848,48.00362138
12a722,109.13673,19.85247,42.12587245
12a723,103.80487,16.94437,46.31020935
12a724,103.74608,16.45947,44.6856359
12a725,109.6504,13.98198,47.71046094
12a726,105.68675,16.89376,45.35257728
12a727,106.76805,13.84402,48.75478392
12a728,108.4928,2.05364,45.72724981
12a729,107.98739,5.03768,48.01959148
12a730,108.58605,13.95662,48.09739293
12a731,106.57379,9.88363,45.36385122
12a732,107.46317,9.03053,47.1890629
12a733,105.89385,13.91022,43.62873422
12a734,105.68622,6.9786,49.45375143
12a735,109.31148,11.07201,47.46577244
12a736,105.37828,0.09295,46.64834279
12a737,108.4349,12.12133,46.78834033
12a738,109.48616,9.13147,44.65663545
12a739,107.71193,16.60202,45.75553484
12a740,108.43418,13.94452,46.88465157
12a741,105.88214,13.83359,49.88069351
12a742,106.674,2.79933,47.2199431
12a743,106.611,2.68472,46.18467923
12a744,108.29017,6.05812,44.35055875
12a745,103.81171,10.852,43.61535415
12a746,103.76162,2.14808,49.98422477
12a747,107.93959,4.96084,49.569509
12a748,106.31684,4.16172,47.45197235
12a749,107.08479,9.18376,47.93592312
12a750,106.81099,11.15862,48.1184425
12a751,105.80701,1.94637,48.38999092
12a752,105.61725,6.91978,45.34212367
12a753,106.4827,6.09762,45.76807487
12a754,104.15141,4.82248,50.10362082
12a755,107.18,6.98362,50.54611781
12a756,106.80626,5.01229,49.51406672
12a757,105.50913,7.37464,46.72932056
12a758,108.87133,4.38487,46.52696796
12a759,108.88767,7.48132,43.3467781
12a760,108.11092,4.89625,47.48652166
12a761,106.67906,4.70918,46.23471561
12a762,110.39195,17.18614,42.76576366
12a763,104.53599,13.993,45.91843139
12a764,107.07442,13.95342,48.60170505
12a765,107.5506,0.08942,50.45947433
12a766,107.13678,0.09785,49.66705261
12a767,106.09905,11.19982,45.31467077
12a768,107.1081,4.92445,49.91068149
12a769,106.60536,2.06483,49.35312091
12a770,107.32126,7.05566,49.06387059
12a771,107.87829,9.01341,49.25352468
12a772,107.26589,9.73838,47.02125945
12a773,107.59556,7.02167,44.90316163
12a774,104.78,2.13502,43.91306454
12a775,109.76003,10.97892,45.32301988
12a776,107.29715,4.92124,48.89421779
12a777,107.68999,9.8432,49.09240914
12a778,106.12867,0.10639,51.82385695
12a779,107.42345,2.10692,49.96014416
12a780,106.2641,13.95971,49.94507107
12a781,106.90658,2.00853,47.60953626
12a782,106.47234,2.82858,49.12006372
12a783,105.54539,6.93626,48.65687722
12a784,106.69266,2.15433,50.20980842
12a785,109.15051,11.97885,50.65318784
12a786,106.90825,2.21372,49.90529022
12a787,108.24365,2.04412,47.07760063
12a788,104.67376,6.98841,50.88992066
12a789,106.87587,2.11277,45.88691746
12a790,106.10377,4.99733,47.24459384
12a791,107.47704,0.9278,44.67176851
12a792,104.99757,1.92296,45.12369587
12a793,105.74786,0.01088,50.51145802
12a794,108.18021,17.00902,44.94552541
12a795,105.78374,13.94862,45.24441424
12a796,107.57105,13.87182,44.0872468
12a797,105.58743,10.98649,43.35595525
12a798,107.08629,14.10556,49.77996184
12a799,107.30818,7.02956,49.07172427
12a800,106.86914,13.94318,45.85525034
12a801,106.64085,17.12903,45.42897112
12a802,108.46139,10.94304,44.23919472
12a803,104.45166,7.90212,43.50207401
12a804,102.15179,12.19891,50.18926799
12a805,108.31317,9.82013,46.66590614
12a806,106.69047,6.85958,49.55220766
12a807,108.3281,7.11824,49.09471271
12a808,108.45542,4.04117,47.61995882
12a809,107.67198,11.84655,47.86510842
12a810,109.65208,9.37298,47.90595701
12a811,106.59812,23.64785,48.39437381
12a812,107.14429,14.1369,49.44442991
12a813,105.63764,23.76808,47.58935791
12a814,107.98106,20.85935,47.89898293
12a815,105.23953,4.9034,46.42118089
12a816,106.86813,1.95676,48.18002986
12a817,106.0683,23.63632,50.10860608
12a818,106.20406,2.73349,50.27083377
12a819,107.47525,0.00859,48.68900819
12a820,105.89173,2.91101,48.97191824
12a821,105.35033,0.02986,48.36648785
12a822,105.72294,16.92621,47.26162853
12a823,106.29051,13.93212,48.19728313
12a824,104.71348,5.02197,46.54699627
12a825,105.3273,2.10025,48.11381625
12a826,103.81017,2.12088,47.22633858
12a827,103.8839,0.84337,48.28967131
12a828,107.3815,21.14799,48.91089622
12a829,107.10303,16.70179,50.02198348
12a830,107.36557,2.10388,49.7873956
12a831,108.05186,2.12772,50.35010644
12a832,106.30273,16.79117,49.13498673
12a833,107.98315,7.2458,46.97160291
12a834,109.06598,4.45363,48.71846697
12a835,103.67942,5.07543,44.59195762
12a836,106.4932,2.06735,48.36727687
12a837,106.88371,2.19794,46.93671364
12a838,104.63317,19.69014,43.73471429
12a839,105.41149,16.86247,46.46754931
12a840,106.74146,16.75024,47.22878955
12a841,106.14271,13.88808,47.06010524
12a842,105.44204,0.73641,46.61768785
12a843,105.83395,13.79051,45.44621371
12a844,106.00466,4.83842,50.02789036
12a845,104.26997,0.79231,46.94158749
12a846,107.6864,4.96562,50.35025062
12a847,106.40759,9.73721,50.28561163
12a848,105.92355,11.91896,48.87041666
12a849,106.99164,9.11944,47.73900128
12a850,105.1275,10.03152,45.72254554
12a851,107.31556,6.9968,48.32076473
12a852,106.81773,7.03377,48.5802046
12a853,106.02997,4.26836,49.05799866
12a854,105.8805,4.01589,47.05516317
12a855,106.94558,2.79207,47.95470931
12a856,106.72715,0.01825,49.30694601
12a857,106.9269,6.92653,49.08015976
12a858,105.5385,4.16392,48.76627298
12a859,103.87311,14.92386,45.55083814
12a860,107.32283,11.83168,46.67835315
12a861,107.35314,12.01067,47.58076959
12a862,105.96637,8.95372,49.15983259
12a863,104.61756,9.00013,46.09499022
12a864,107.44486,4.86744,48.12639681
12a865,107.90916,2.05479,48.99096311
12a866,108.95578,7.04269,50.64484077
12a867,108.46151,0.10082,50.05809474
12a868,108.85387,0.10041,51.91180205
12a869,106.29891,9.91447,48.44809986
12a870,108.67494,6.87803,47.36130933
12a871,106.38254,7.04243,48.92303985
12a872,106.01535,4.11401,48.68062416
12a873,105.76999,4.14327,49.43453588
12a874,106.76131,6.97138,50.77598483
12a875,107.30025,9.16571,51.5394407
12a876,104.56096,23.94712,46.69910771
12a877,105.94836,21.10006,46.56698941
12a878,103.73138,4.90531,45.26597418
12a879,106.22914,1.93645,46.59801846
12a880,105.609,10.4394,47.461
12a881,104.13432,7.87297,45.38779643
12a882,106.96346,4.82437,46.42906618
12a883,106.12258,4.17971,48.81692915
12a884,106.96035,4.88113,50.69155947
12a885,107.21349,4.85266,50.42007161
12a886,106.53248,7.07565,49.93572565
12a887,107.57221,0.08161,50.99026117
12a888,108.52194,4.8727,49.86027986
12a889,106.07861,2.95677,48.57099907
12a890,105.90496,0.01287,48.80951796
12a891,106.6348,11.98106,49.62224647
12a892,105.23134,9.04991,49.06022751
12a893,106.72465,0.03724,51.01002397
12a894,107.74039,2.20518,50.17910909
12a895,107.49274,7.06829,51.24274749
12a896,106.62663,2.84469,49.47200045
12a897,106.45472,0.04484,49.35857021
12a898,108.22584,4.91507,49.31573569
12a899,106.35212,2.07,49.12861804
12a900,107.97589,21.10233,50.94216467
12a901,106.25438,4.95377,49.91167707
12a902,106.99306,2.03832,49.77304896
12a903,107.12262,14.06095,51.23306412
12a904,107.92244,6.9511,48.35133604
12a905,105.78947,4.18,48.38700777
12a906,108.35332,0.10618,50.62983252
12a907,106.29169,12.03889,49.42502041
12a908,107.5292,9.10012,47.86182926
12a909,105.43177,9.94692,47.18562781
12a910,109.20609,6.81863,47.93129818
12a911,106.47382,6.99242,49.70842831
12a912,106.02464,4.05555,47.55750432
12a913,106.06123,2.81259,50.89368748
12a914,107.63805,9.19147,50.74033957
12a915,106.84216,6.99197,51.45939211
12a916,106.22925,5.00689,48.73282697
12a917,106.25095,2.05844,49.8155384
12a918,106.73936,4.92959,48.79676118
12a919,106.17749,1.97401,49.97685144
12a920,106.30111,9.81715,46.46477896
12a921,106.72503,6.98128,48.62600494
12a922,107.73615,6.92362,50.23649508
12a923,105.10756,16.91351,48.43524596
12a924,106.34376,14.08093,49.12712666
12a925,107.39869,2.13636,50.47680922
12a926,106.18337,7.12789,47.40268025
12a927,106.85812,4.1544,48.78291858
12a928,106.77684,2.07447,51.76521293
12a929,106.81719,2.86624,49.71638179
12a930,106.17548,16.84025,49.69849677
12a931,106.92571,13.98922,49.20833289
12a932,106.44288,2.80704,50.39194165
12a933,108.30143,4.98522,51.23839162
12a934,110.60431,6.84716,50.88285531
12a935,106.63013,2.11474,50.04227761
12a936,107.09562,0.05374,49.05554681
12a937,103.71122,16.93761,45.44951396
12a938,106.32024,13.86643,46.98455859
12a939,105.28758,7.03954,47.5941176
12a940,105.31627,4.10042,47.75832015
12a941,105.70042,6.91283,48.58988094
12a942,105.15823,4.12915,48.09008075
12a943,106.67883,0.06076,49.63240251
12a944,106.35263,1.93541,48.37999601
12a945,108.70193,5.09652,48.82553086
12a946,105.41078,16.87842,49.08741051
12a947,105.07663,13.90381,48.80177567
12a948,107.12916,4.8462,50.64394331
12a949,107.19437,6.96862,49.11228166
12a950,105.95004,4.08445,50.1490218
12a951,108.94288,4.86118,51.33253364
12a952,105.19525,16.88352,48.67597524
12a953,105.86462,14.04529,49.10825755
12a954,107.35282,6.99296,50.3257391
12a955,105.86217,4.16129,50.17735236
12a956,107.05494,12.01585,50.26870625
12a957,106.60613,9.15995,50.03542123
12a958,105.69559,11.93043,49.63500186
12a959,105.88013,9.09914,50.19968978
12a960,108.60888,0.05364,51.45431524
12a961,107.40626,0.05688,50.01259097
12a962,106.72077,4.8763,50.67469142
12a963,107.02315,4.25838,50.03979766
12a964,107.62557,4.82182,51.05139545
12a965,108.33041,0.07751,51.30296332
12a966,109.01863,2.13178,49.88711041
12a967,106.48603,14.00539,49.69861769
12a968,106.94278,0.00864,49.77010589
12a969,105.44584,2.85838,47.90020655
12a970,104.33305,7.87895,47.04126997
12a971,105.12258,4.9652,47.34283431
12a972,106.87592,2.99321,49.85294331
12a973,107.1692,20.96939,50.33247127
12a974,105.67622,18.19906,48.8307071
12a975,106.6331,4.20127,49.66781552
12a976,106.63508,9.16686,50.38636556
12a977,106.20578,16.76473,48.66368873
12a978,105.00533,13.86663,47.74438677
12a979,107.36384,2.21704,50.68223358
12a980,106.80429,11.92427,50.75006093
12a981,104.69573,5.00546,47.69256027
12a982,107.9428,2.06877,49.04958023
12a983,106.93286,14.10433,50.25055143
12a984,106.46595,14.58626,45.48347378
12a985,105.73018,11.91041,47.29062005
12a986,107.53729,2.19449,51.09313425
12a987,108.94245,11.82072,49.98485582
12a988,105.90019,11.90315,46.37013205
12a989,106.65685,9.0466,47.92736177
12a990,106.2185,0.07602,50.10744558
12a991,106.34863,9.78928,49.60249763
12a992,108.37376,0.01541,50.48338705
12a993,107.84609,1.99499,48.75498358
12a994,108.55627,6.99008,50.59754419
12a995,107.11957,21.00688,50.11407702
12a996,105.63291,18.14977,50.35605192
12a997,106.05752,7.09741,49.20813946
12a998,107.6288,6.96264,50.65233916
12a999,109.42289,4.68826,48.4029904
12a1000,104.87295,2.0394,49.1775013
12a1001,105.90881,4.16317,51.04657879
12a1002,107.76697,5.02685,49.22428762
12a1003,106.1713,11.89336,50.2704531
12a1004,107.41451,20.97554,51.21955201
12a1005,106.70329,2.02401,50.10420646
12a1006,107.69075,2.07269,49.67761984
12a1007,105.35505,2.88733,47.69905153
12a1008,106.77298,0.08808,49.6235998
12a1009,105.22928,11.96641,47.06823269
12a1010,106.2505,9.0455,47.18179695
12a1011,104.43308,0.03805,47.5464175
12a1012,108.02546,2.84699,50.07168262
12a1013,104.7718,4.91882,47.76146273
12a1014,105.47942,2.07929,48.04411532
12a1015,104.54569,2.96354,48.11815969
12a1016,105.60813,0.15401,48.95513064
12a1017,104.27184,7.80963,47.62596874
12a1018,105.21758,4.96534,47.68923875
12a1019,106.10913,0.000657,49.69974685
12a1020,106.82799,4.95938,51.13670258
12a1021,107.08187,6.96097,51.33312218
12a1022,109.18358,8.95257,51.63379665
12a1023,106.23381,7.02011,47.48673478
12a1024,110.00212,4.62462,47.70621342
12a1025,106.01182,6.9388,49.78770966
12a1026,105.6186,4.09702,48.46970375
12a1027,103.76113,4.93796,45.68215242
12a1028,104.55849,2.15774,47.95300736
12a1029,104.67549,2.14445,45.95500401
12a1030,105.77366,0.64621,45.25236518
12a1031,104.10691,7.84995,45.48759171
12a1032,105.80582,4.95286,48.18852186
12a1033,106.61984,5.0226,47.64282291
12a1034,107.52451,2.36623,45.44330243
12a1035,105.80248,21.11521,47.82536094
12a1036,105.55449,16.7931,48.70576292
12a1037,106.18544,18.24219,47.78155887
12a1038,106.4062,13.86964,48.85052342
12a1039,107.88178,0.13414,47.98928013
12a1040,107.66553,2.71064,45.7464854
12a1041,106.32955,11.92165,48.81166733
12a1042,107.09461,2.09087,50.11974658
12a1043,106.71819,4.99408,48.91958541
12a1044,105.38608,9.04172,48.08180483
12a1045,105.59687,9.84271,48.42958427
12a1046,106.44104,6.87848,50.21129404
12a1047,108.50459,4.77784,48.12088363
12a1048,106.03484,2.16301,49.29894553
12a1049,106.28751,4.90999,49.28533412
12a1050,108.33089,1.97013,51.4548622
12a1051,105.92561,9.84071,47.9012566
12a1052,108.56146,6.75746,49.98458731
12a1053,106.76649,2.19065,50.67671211
12a1054,106.35578,4.8361,51.04648252
12a1055,106.93353,2.08759,51.3373938
12a1056,108.0475,6.98648,50.65422789
12a1057,107.09171,2.1239,50.12873934
12a1058,106.5539,2.22158,50.58831165
12a1059,106.17926,16.82374,48.23425306
12a1060,106.89233,7.18463,48.78932046
12a1061,108.13299,7.04415,50.06265238
12a1062,105.93802,13.96551,48.15367641
12a1063,105.87079,4.1603,46.73338485
12a1064,107.36648,7.06702,47.96589679
12a1065,108.21569,2.0301,51.17898702
12a1066,107.18892,6.95742,49.27317057
12a1067,107.07743,6.98838,51.56282277
12a1068,106.04701,4.11931,48.99557013
12a1069,108.25787,7.05216,51.6081492
12a1070,108.9551,4.87682,49.84590032
12a1071,106.43691,7.10107,49.94512204
12a1072,108.89009,12.14979,49.20901041
12a1073,106.97679,13.99949,49.59841885
12a1074,107.36017,9.81529,49.36810971
12a1075,105.9341,4.19011,49.12499565
12a1076,110.91057,0.06895,50.27936758
12a1077,108.05114,8.92194,48.86308961
12a1078,106.57323,2.15404,51.19552621
12a1079,107.19599,7.00582,51.10929908
12a1080,107.88253,9.75887,48.56333346
12a1081,106.97767,0.01737,50.31538217
12a1082,105.74923,9.78939,48.81292971
12a1083,106.50579,2.10946,49.74630223
12a1084,108.22252,9.90903,47.61963966
12a1085,106.22222,6.92263,49.61532579
12a1086,108.82256,4.92211,49.19236947
12a1087,107.59069,0.03425,50.54260369
12a1088,106.87492,0.00281,50.4828072
12a1089,105.51942,9.88025,48.97702578
12a1090,107.03448,7.01646,48.46347082
12a1091,108.32995,2.0443,50.82040773
12a1092,107.49722,5.01437,50.34501047
12a1093,107.22445,4.97102,49.8686144
12a1094,105.82378,6.90531,48.20399464
12a1095,104.07411,0.83463,47.20539379
12a1096,109.1515,4.85704,50.35499795
12a1097,106.70235,18.23635,50.88654651
12a1098,108.47218,13.86629,51.40883803
12a1099,107.67741,12.04252,49.36177409
12a1100,106.4204,2.13463,50.22905262
12a1101,107.0309,11.83591,51.17217095
12a1102,107.47906,0.0717,51.48840062
12a1103,108.80976,9.21123,48.97691191
12a1104,107.43756,4.9205,50.59620071
12a1105,107.02261,0.000162,50.49607629
12a1106,106.24942,4.2818,50.415148
12a1107,104.37491,7.79499,49.14756929
12a1108,105.22189,4.9304,48.48653285
12a1109,106.31321,6.98633,49.967629
12a1110,106.40423,9.08159,50.99552483
12a1111,105.99149,2.81613,49.3349233
12a1112,110.35737,20.59783,49.9669804
12a1113,106.13931,18.1962,50.78801107
12a1114,105.88039,14.6594,45.40791503
12a1115,106.46179,11.84379,47.04558324
12a1116,106.85104,11.86883,47.7909305
12a1117,107.30662,14.03572,51.77331873
12a1118,104.52628,8.93699,46.87971388
12a1119,108.56318,2.19277,48.20331104
12a1120,104.68782,5.04254,47.07405435
12a1121,107.1185,2.13797,47.77821701
12a1122,107.3953,2.18911,50.89311568
12a1123,107.01475,0.05183,50.81058043
12a1124,107.09405,0.00603,49.51844758
12a1125,105.28963,9.95593,45.59319725
12a1126,106.30537,7.14313,45.91881623
12a1127,106.01431,0.02522,46.06404762
12a1128,103.3576,4.9859,43.99497086
12a1129,104.85575,2.04684,46.86161808
12a1130,107.72727,2.19191,46.46637992
12a1131,107.28754,7.52743,44.04514737
12a1132,107.90214,5.00893,46.04093753
12a1133,107.57823,4.91809,48.14342894
12a1134,103.75248,9.99547,42.47071501
12a1135,106.50033,6.98235,43.42556835
12a1136,108.70025,6.9284,46.23253131
12a1137,107.23123,4.1921,45.4398808
12a1138,106.89957,0.56786,44.74194287
12a1139,107.22619,1.88372,44.19388081
12a1140,106.84446,3.97126,43.47938715
12a1141,106.11581,5.04507,48.32822559
12a1142,104.29421,0.78629,46.33900691
12a1143,108.5648,2.31943,50.30148371
12a1144,105.41838,2.1717,46.93403098
12a1145,104.94221,7.14636,45.52355769
12a1146,106.70497,4.15274,45.51647021
12a1147,109.12923,7.34732,45.49769858
12a1148,106.03123,4.16861,45.07747147
12a1149,102.85287,1.09465,43.01434614
12a1150,106.07015,0.00968,48.80235938
12a1151,105.7354,2.96008,49.11932243
12a1152,107.25746,0.00952,51.34279447
12a1153,105.0076,9.87619,48.43927008
12a1154,107.2317,6.8857,50.08226149
12a1155,107.32321,14.12128,51.44184458
12a1156,106.85039,9.78562,50.09910786
12a1157,102.74575,12.91043,42.85802312
12a1158,105.45311,9.9081,43.58535416
12a1159,106.72767,9.83573,45.00639154
12a1160,106.4026,6.87578,44.05968191
12a1161,106.08065,6.7657,44.97857938
12a1162,104.41014,9.98055,44.91799141
12a1163,106.93217,6.98749,45.44047442
12a1164,105.2952,9.86906,45.01722007
12a1165,104.33361,6.96181,46.24326305
12a1166,102.68516,3.97314,41.56857015
12a1167,108.37918,0.07813,51.61296192
12a1168,107.46283,4.84911,47.89303677
12a1169,104.94594,2.13193,48.29783329
12a1170,105.58517,2.13835,48.82300988
12a1171,104.64695,0.80933,47.84947229
12a1172,108.95777,2.1022,49.88586809
12a1173,106.52791,7.09971,50.87911217
12a1174,104.39307,2.00207,48.36159143
12a1175,108.84049,7.21163,49.23769543
12a1176,104.73302,5.10663,47.56433315
12a1177,106.26681,2.11694,49.61684936
12a1178,107.11948,2.1889,49.03929619
12a1179,104.25665,0.88583,47.28788576
12a1180,106.86804,1.89825,48.69863589
12a1181,104.91572,4.91751,48.17551536
12a1182,106.46617,7.00428,48.80260669
12a1183,105.52502,9.93115,48.53282365
12a1184,106.57976,11.99679,49.10722748
12a1185,108.56862,8.96796,48.62546818
12a1186,107.72149,11.85601,50.61563831
12a1187,107.19509,7.13074,51.46451939
12a1188,108.87685,0.02844,51.73852269
12a1189,106.39408,9.11363,50.21758024
12a1190,106.26854,4.90728,49.91575998
12a1191,106.2526,9.94248,48.76833113
12a1192,109.3397,6.97915,48.1679441
12a1193,107.82685,7.08974,50.41155853
12a1194,106.03712,2.85444,49.25248015
12a1195,106.92049,4.91593,49.97506556
12a1196,107.84199,2.11129,50.2717031
12a1197,107.69109,2.0891,49.26448953
12a1198,107.04944,4.98678,48.48817104
12a1199,108.35341,0.00784,47.59354156
12a1200,105.73381,2.83715,49.8999716
12a1201,106.11509,2.06149,49.57444771
12a1202,105.66487,0.00105,49.40596603
12a1203,104.45432,4.99329,48.37492439
12a1204,105.40751,2.15205,48.01973128
12a1205,104.66498,0.76289,48.91302272
12a1206,107.62965,14.00233,50.65852116
12a1207,106.34299,11.97508,49.5096521
12a1208,106.21561,9.14258,49.85240272
12a1209,106.26929,0.02476,49.17739025
12a1210,107.90735,9.79668,47.08842264
12a1211,111.566,0.03559,50.00447665
12a1212,109.51563,4.89313,48.48194
12a1213,109.9924,1.80476,49.81888893
12a1214,103.66711,19.76654,44.25306341
12a1215,104.83114,9.96061,47.31940814
12a1216,105.39266,2.89663,49.19887393
12a1217,106.51719,0.03197,49.70233034
12a1218,104.54964,0.02894,46.82295518
12a1219,104.7048,4.97071,46.88139264
12a1220,106.0829,14.64141,45.51646535
12a1221,109.62778,4.77647,48.15206349
12a1222,107.67175,0.05398,48.34445358
12a1223,105.76076,9.86778,48.52227036
12a1224,104.29341,6.99499,48.37629401
12a1225,111.50784,0.07016,50.55954274
12a1226,105.82275,4.86837,47.96948208
12a1227,107.77476,4.99485,49.51649605
12a1228,107.86509,2.03628,49.10529481
12a1229,111.46049,0.13174,51.07309494
12a1230,109.82197,4.8378,49.49454319
12a1231,107.48842,0.04151,49.40856046
12a1232,106.12352,2.81258,49.31516551
12a1233,103.46748,9.96488,45.62398286
12a1234,105.64333,7.0499,47.95913068
12a1235,105.60689,0.08718,47.48986397
12a1236,105.2441,2.85592,48.2804529
12a1237,106.76079,2.02986,50.16270073
12a1238,104.76544,4.9652,47.32990531
12a1239,105.45825,2.0863,48.64657899
12a1240,105.03362,7.80219,47.38167055
12a1241,105.29118,4.94442,48.20740096
12a1242,103.39892,12.77626,45.0047621
12a1243,105.17124,9.77855,46.00460862
12a1244,105.21908,2.92102,46.61479136
12a1245,107.78529,0.19967,47.37688759
12a1246,105.78597,4.81897,47.89547265
12a1247,104.36407,7.84774,48.33238427
12a1248,107.88483,4.92475,49.98235916
12a1249,111.77405,0.02709,49.35130087
12a1250,111.68315,0.0308,49.39846784
12a1251,107.00029,0.02765,51.12968215
12a1252,110.49017,7.20303,50.84515424
12a1253,107.98573,4.95166,49.82194792
12a1254,104.68555,0.00185,48.17685049
12a1255,108.34714,9.71628,47.68869058
12a1256,105.08704,2.92983,48.68453063
12a1257,109.52701,6.73769,49.37831634
12a1258,106.90304,0.0101,49.1526369
12a1259,105.01536,2.87835,48.91823547
12a1260,107.45203,0.01466,49.00601206
12a1261,106.42441,7.0709,48.81639993
12a1262,104.89654,2.89677,48.54574542
12a1263,107.47379,5.04936,49.80164105
12a1264,104.9238,2.91155,48.42239864
12a1265,105.74317,0.0762,49.04445032
12a1266,107.07403,9.76265,49.13462828
12a1267,104.38395,0.01277,48.48614428
12a1268,106.7048,2.11484,49.76202581
12a1269,105.65325,0.05204,48.87477416
12a1270,107.46051,7.0075,49.84656131
12a1271,106.95061,5.05906,49.90758993
12a1272,110.77678,2.43131,48.17000263
12a1273,103.40817,0.02396,43.94025481
12a1274,106.17471,3.05657,45.18252905
12a1275,108.75851,0.05208,46.89864496
12a1276,105.75847,2.87033,44.95971881
12a1277,109.34373,0.20092,44.56612486
12a1278,102.44135,5.90392,43.08925462
12a1279,105.44022,2.8974,43.58614316
12a1280,108.16107,0.04852,50.26087247
12a1281,107.50958,0.015,45.26427833
12a1282,104.80532,2.97789,42.72355499
12a1283,104.1491,0.13654,45.09949483
12a1284,110.57179,2.98692,43.6532931
12a1285,105.08195,2.82678,46.924941
12a1286,102.89487,5.83676,44.76108694
12a1287,102.27738,0.00717,42.35969421
12a1288,104.24195,0.00274,48.09047496
12n1,99.147,1.87815,43.51523079
12n2,97.64913,2.06671,42.88587195
12n3,98.04254,-2.03702,43.72902412
12n4,96.58189,0.87475,41.5652583
12n5,97.15484,-5.9884,42.94515853
12n6,96.54769,4.8625,44.23271253
12n7,97.19,-0.93949,41.04159881
12n8,100.34872,4.60496,42.6087622
12n9,97.01386,-4.8526,42.30264569
12n10,94.30934,-1.73741,41.20544728
12n11,96.99329,0.79869,39.65071568
12n12,98.88373,3.18792,42.85716436
12n13,94.72041,-3.36987,41.12206128
12n14,97.43188,0.79269,42.09107794
12n15,99.38856,-4.59539,43.37920742
12n16,99.5869,4.89333,45.0034346
12n17,98.1523,-3.37392,43.23026185
12n18,99.13531,-0.64311,43.80749686
12n19,102.23127,1.08455,42.97732531
12n20,94.60443,-1.81383,42.3753248
12n21,99.697,4.58769,45.2902722
12n22,100.71977,-0.50328,45.3587428
12n23,103.69281,1.24168,44.10490012
12n24,94.25309,0.98484,40.48028732
12n25,88.82146,-0.3292,37.59016594
12n26,99.72631,1.73252,45.11576049
12n27,100.03549,2.26114,44.8464813
12n28,102.12836,-1.63663,44.15606046
12n29,99.7761,4.50172,44.99433009
12n30,101.18598,-0.50989,45.06012748
12n31,100.7061,0.89302,45.33856974
12n32,104.59771,2.0457,46.34177114
12n33,103.01451,2.0526,47.55038579
12n34,102.953,-1.7689,44.74679314
12n35,98.33015,0.74681,42.19798516
12n36,101.29765,-4.57003,43.94441255
12n37,95.60042,4.62408,40.37318529
12n38,99.84636,-2.18779,43.85355309
12n39,100.00665,-1.90114,42.68435401
12n40,97.43722,1.95657,43.37980133
12n41,92.2977,-0.48374,39.00934791
12n42,96.55208,4.81665,41.40784329
12n43,98.85137,-0.8173,41.79371552
12n44,98.00938,0.81332,41.77946789
12n45,94.66796,2.04018,43.37570694
12n46,96.70471,3.21164,40.26640954
12n47,98.86802,0.85211,41.77572657
12n48,100.38235,-0.70488,41.22173602
12n49,99.50926,1.06647,42.55504074
12n50,99.06825,3.30142,43.95831956
12n51,103.17228,-3.01378,42.01029232
12n52,98.78717,-4.55276,44.05533404
12n53,99.57196,2.18227,42.83027117
12n54,95.5896,-4.7497,42.71582611
12n55,98.10058,4.58781,43.6633864
12n56,100.73945,-1.94466,38.22282402
12n57,101.29466,-2.0299,40.44965623
12n58,100.34235,-8.5506,43.77799481
12n59,102.43825,8.97048,40.05239854
12n60,100.01818,2.27989,43.64833383
12n61,100.62634,2.32875,44.39533476
12n62,99.60384,1.70714,44.86000239
12n63,98.87605,-4.84506,41.22633512
12n64,98.0968,4.96253,43.98552841
12n65,93.26817,-2.95413,38.90537512
12n66,102.19255,1.75267,42.0305861
12n67,104.73703,-8.94096,43.32460275
12n68,93.84386,8.66114,41.34878627
12n69,97.23243,1.99879,43.39930925
12n70,97.7914,4.81503,42.47414034
12n71,97.51551,1.99279,40.8464219
12n72,98.51,8.65958,42.89375276
12n73,96.081399,-1.9098,40.7599
12n74,99.50802,13.04983,41.69600926
12n75,99.50292,-2.1986,42.46836151
12n76,96.11023,8.95684,42.07384922
12n77,95.3076,11.15934,41.63660081
12n78,98.18266,-0.44297,42.38660803
12n79,93.81946,7.21372,39.36036919
12n80,97.41816,-6.00854,43.31682101
12n81,103.31344,8.64129,43.74833559
12n82,103.16115,-2.39356,41.89975631
12n83,98.80574,7.37093,43.13996083
12n84,95.26792,1.83828,42.04670741
12n85,97.58457,-1.88499,42.92715571
12n86,97.02552,4.73147,44.2355118
12n87,100.85318,1.71795,44.05505404
12n88,103.58966,11.42708,45.12748718
