Knot,Ropelength,Writhe,Average Crossing Number
12n89,95.68505,8.75829,43.00732112
12n90,97.22246,-6.11194,43.01557084
12n91,99.32052,12.63111,45.75095667
12n92,104.80441,0.63537,44.539628
12n93,98.49957,8.94733,46.29390483
12n94,97.52793,7.13336,42.54052748
12n95,98.78437,-4.62202,43.18839492
12n96,98.21786,11.08925,43.11299136
12n97,93.98958,-2.2908,40.84676326
12n98,104.62843,6.30175,44.69820237
12n99,99.7114,4.59397,45.40458562
12n100,100.56829,11.50459,45.25203238
12n101,100.54138,-0.69919,45.19317564
12n102,103.11382,6.93914,45.98452248
12n103,99.45824,9.05556,43.47216129
12n104,98.64674,-6.24763,41.79840375
12n105,98.00996,12.71574,41.99165353
12n106,97.73874,0.53422,41.1829252
12n107,97.19124,8.56191,42.27496129
12n108,96.06457,7.10511,41.88695147
12n109,98.76004,-4.55036,42.37508511
12n110,100.14971,10.98451,42.13793601
12n111,105.55771,2.25977,43.297471
12n112,97.02562,7.32909,43.24708614
12n113,97.02906,-7.5553,39.94707576
12n114,96.99111,10.26442,40.87927979
12n115,95.49122,-3.72663,38.56429003
12n116,97.45929,-6.03532,41.83823097
12n117,99.257,8.63979,42.14420541
12n118,99.90503,-2.15409,43.180865
12n119,91.91623,4.36653,39.0499069
12n120,94.956,-6.37571,40.9346563
12n121,85.70641,-4.87953,35.88698615
12n122,100.03566,2.31664,45.01376795
12n123,103.0876,8.40138,45.79960492
12n124,102.69323,-2.04255,45.91450085
12n125,99.6719,6.16622,45.936569
12n126,102.19243,4.55113,44.40300313
12n127,104.82927,2.31348,46.05836613
12n128,100.64278,8.57696,45.00579332
12n129,98.94616,-2.12401,46.1604432
12n130,97.05469,-2.05948,43.14897675
12n131,97.81358,4.6984,43.94457206
12n132,99.84989,1.80379,43.04344056
12n133,103.17504,11.44675,42.98228952
12n134,95.08407,8.6716,41.33516032
12n135,97.13687,-6.11267,42.94394003
12n136,101.50246,12.65775,45.37020385
12n137,100.06351,0.69849,44.53412233
12n138,99.15675,8.97032,42.37937583
12n139,99.20852,5.01022,44.62199905
12n140,102.95148,5.72943,45.15830215
12n141,100.74867,0.7386,44.78017364
12n142,95.41422,1.94166,39.90258004
12n143,93.555,4.53116,40.27611737
12n144,97.61714,-4.77053,42.34435259
12n145,91.44845,-3.50031,40.49984445
12n146,93.59957,-6.20127,39.99435013
12n147,99.92307,2.31399,42.66467527
12n148,92.47739,-10.23689,39.32342028
12n149,87.08798,-8.65879,38.08447057
12n150,96.83754,5.99707,40.06629924
12n151,99.2744,4.64895,42.33460358
12n152,99.14664,1.94721,41.799996
12n153,98.54423,12.79265,42.51300527
12n154,95.33996,-1.97081,41.05295841
12n155,98.22399,8.74119,42.09664693
12n156,98.71958,4.63758,42.32717151
12n157,96.30623,6.00696,42.756879
12n158,97.6271,0.66281,42.66160232
12n159,97.41883,-5.95589,40.47788889
12n160,97.28513,-2.05416,40.92276717
12n161,99.8297,4.67135,42.65154116
12n162,98.9616,2.15298,40.66418023
12n163,101.172,8.89699,42.98290132
12n164,101.53214,1.87601,41.94244624
12n165,98.64842,4.76493,41.57677251
12n166,94.62063,12.79172,39.86810974
12n167,99.22782,-2.21459,41.10078127
12n168,94.20152,8.87143,39.62846695
12n169,95.2668,11.18422,39.86809018
12n170,98.54677,-0.54763,41.54601508
12n171,94.36919,7.24196,40.02798728
12n172,93.93012,8.50361,40.1022219
12n173,101.22619,2.3415,45.3887691
12n174,100.82174,0.46913,46.16994476
12n175,102.08303,5.81821,45.23741777
12n176,96.65199,6.02661,43.4580961
12n177,97.37291,11.20739,42.2404054
12n178,97.9689,-0.56662,42.57077861
12n179,98.13614,7.03483,41.00648914
12n180,101.82379,-0.98411,44.49587274
12n181,96.84666,1.85246,43.05079572
12n182,98.09301,2.09534,43.11275287
12n183,99.81232,8.55781,43.84555304
12n184,99.87515,-2.1844,43.68250944
12n185,97.52952,8.76967,43.06516335
12n186,98.69297,-6.21728,42.68344359
12n187,99.48324,12.65243,42.90442342
12n188,96.11136,5.93031,40.76556037
12n189,99.59304,3.38178,45.24831145
12n190,97.09574,-7.52854,40.4163335
12n191,97.21542,10.26129,41.44073811
12n192,98.05559,-3.71636,40.79132264
12n193,96.96541,-5.93136,42.40097223
12n194,98.22601,8.611,42.71734475
12n195,99.63839,-2.28233,42.04818091
12n196,91.42801,4.48683,39.96754315
12n197,98.45354,4.54288,43.4078216
12n198,94.33321,0.52972,39.68312362
12n199,90.23825,-6.32785,38.2930366
12n200,91.16085,-4.72372,38.77422445
12n201,99.67667,7.42942,44.42290044
12n202,100.29294,-4.70765,45.10177362
12n203,103.36765,11.32672,40.10082564
12n204,97.95922,7.13277,42.7151851
12n205,100.74638,5.08804,45.6233788
12n206,99.21888,-2.1915,45.25636115
12n207,99.98199,8.49396,44.48895279
12n208,102.20527,-5.69243,45.69480123
12n209,102.28471,8.7513,46.726742
12n210,100.13094,-2.27772,44.72056969
12n211,94.35974,1.84588,40.66000366
12n212,101.98367,-5.6894,45.05578275
12n213,101.09957,8.51353,45.3547541
12n214,99.81942,-2.07471,42.40528705
12n215,97.10849,7.29239,41.64002445
12n216,98.51596,-4.50304,42.9450691
12n217,101.18382,11.01344,39.38417877
12n218,94.7648,-2.15952,39.46811221
12n219,101.4657,2.36641,41.67529693
12n220,97.71253,8.86346,42.86861781
12n221,99.32407,2.03982,40.25542634
12n222,100.68492,8.54447,43.75804293
12n223,99.06589,4.55592,43.77087796
12n224,100.46029,-1.6545,41.5133025
12n225,99.669,4.88044,39.53408985
12n226,98.87445,5.07091,44.98086372
12n227,99.51202,-2.22141,45.57842322
12n228,101.78929,8.59836,44.49771735
12n229,103.47473,9.26082,41.22711289
12n230,99.81701,3.06786,43.7627091
12n231,100.49842,-4.8613,44.03725694
12n232,101.9316,-4.78001,46.04708181
12n233,93.70383,-7.76866,37.68580541
12n234,96.65829,10.42183,39.79750605
12n235,90.54328,-3.75252,37.45380075
12n236,95.28374,-6.0075,40.70701839
12n237,98.28582,8.70356,41.00576726
12n238,92.94514,-1.97053,40.86228106
12n239,97.39513,-6.15321,40.21093139
12n240,99.61449,8.76275,42.08915186
12n241,96.88195,-1.95768,41.43695259
12n242,83.71441,14.01363,35.33587877
12n243,89.93231,12.50934,37.95665143
12n244,94.45879,12.59805,38.54213154
12n245,94.91828,11.01371,40.43702997
12n246,96.21221,-0.3333,41.67607298
12n247,96.88187,7.10556,40.77204814
12n248,94.6871,-4.4115,39.40203998
12n249,97.7769,7.00399,41.04177368
12n250,95.53207,-0.30204,39.43475432
12n251,91.82417,10.87552,36.9626852
12n252,100.20612,-1.70291,44.98372702
12n253,93.31899,-5.12018,40.19843782
12n254,92.467,7.89894,39.38569544
12n255,98.95283,4.53746,43.98460526
12n256,100.41332,1.77148,44.84414641
12n257,95.36028,-1.41115,40.79258515
12n258,93.91269,0.62208,41.72259185
12n259,99.01783,11.26649,43.25852754
12n260,98.25919,-4.1732,39.66650667
12n261,101.50127,5.11737,43.64109884
12n262,99.01698,-1.77374,44.6981082
12n263,99.50809,4.5013,44.37123127
12n264,103.37004,1.73119,44.04375177
12n265,98.07186,1.00931,43.84892603
12n266,102.40489,1.80199,46.52724529
12n267,100.9953,4.74187,46.18932524
12n268,100.67221,-0.82572,40.33920051
12n269,98.43833,0.54632,43.79171778
12n270,98.97229,-5.90678,42.86727904
12n271,95.27884,-2.27848,41.01646521
12n272,97.65764,-4.73041,41.85336203
12n273,91.99178,4.57162,39.40578981
12n274,94.54746,2.93464,40.72680546
12n275,93.29922,-2.17897,40.57552286
12n276,93.7528,-10.26262,40.73157102
12n277,97.95565,2.08373,42.10922385
12n278,96.81935,0.4378,41.63713535
12n279,93.39101,2.24235,40.52213174
12n280,92.16691,4.08217,38.42925487
12n281,96.53872,0.79157,41.15321282
12n282,91.23601,-3.50643,40.02107424
12n283,98.82858,1.96059,43.0881606
12n284,94.89674,0.91566,41.05939719
12n285,91.71471,3.98163,39.0960851
12n286,93.84399,2.12713,41.33452084
12n287,103.71463,-3.59372,44.08798501
12n288,95.40533,2.07678,40.39692969
12n289,99.08211,11.23743,42.56790776
12n290,96.10315,9.00508,41.03175923
12n291,98.38688,-3.41301,42.38499737
12n292,100.71268,12.9193,40.93890238
12n293,90.24832,7.59761,39.68515261
12n294,95.15132,4.79941,43.34140481
12n295,99.54887,-4.65426,43.75513789
12n296,94.86851,4.52795,40.61586748
12n297,100.19736,3.27269,43.10985878
12n298,99.5429,0.76698,44.2489166
12n299,98.98802,7.17035,42.29330712
12n300,97.48224,-2.06747,42.32758202
12n301,98.61569,2.0219,43.94156576
12n302,101.98892,3.5032,43.79228444
12n303,93.80023,8.93001,39.27867668
12n304,99.40304,-3.48519,40.00692616
12n305,91.97815,12.81587,38.98626291
12n306,95.36769,7.37135,40.33634499
12n307,100.56296,-1.81253,41.71548629
12n308,97.63114,11.34721,41.79281788
12n309,86.27548,0.70737,38.02752589
12n310,92.41808,2.32385,40.40190002
12n311,93.44488,-3.027,42.164935
12n312,97.32637,2.16471,42.76614599
12n313,92.07367,-0.41437,39.74629379
12n314,101.87547,-1.64438,45.42586278
12n315,94.74611,-0.99154,41.3799877
12n316,93.83486,8.88851,40.25185905
12n317,96.35517,-0.90212,42.31692411
12n318,88.31407,-2.8555,37.83582021
12n319,94.30136,4.66703,40.9543468
12n320,98.08342,-0.94868,44.18192353
12n321,88.70627,7.51919,38.96310444
12n322,93.32547,0.6589,40.46869649
12n323,91.09704,-1.06136,39.23736201
12n324,95.55304,3.23884,42.47913277
12n325,97.54584,0.88929,43.33103126
12n326,95.66229,5.83305,41.86382484
12n327,94.47643,-5.89346,41.94203083
12n328,87.96719,11.99233,37.77088654
12n329,93.28901,-10.29871,40.22073061
12n330,96.44799,3.67982,42.14951167
12n331,93.84976,-4.66872,40.59157251
12n332,89.61076,-8.81271,39.02742591
12n333,94.24627,2.03039,40.57380483
12n334,99.17915,-3.34678,41.83581222
12n335,97.33088,3.48111,42.50610206
12n336,98.67611,-4.97773,43.74026126
12n337,99.21006,-3.2757,43.96869863
12n338,90.85437,12.43994,38.71178437
12n339,99.04191,3.56045,42.36856205
12n340,88.60901,3.49594,38.4865159
12n341,98.84353,11.36195,41.01459373
12n342,95.2504,1.99538,39.97224401
12n343,95.40752,4.91932,40.28476569
12n344,96.75675,-7.60187,42.19019023
12n345,93.85443,4.87873,39.24472178
12n346,98.21284,1.8471,40.30823427
12n347,92.14481,-6.35608,39.56583742
12n348,97.55301,-4.8743,42.04492316
12n349,90.18876,-6.6781,38.32587272
12n350,97.25376,-4.82179,42.09197377
12n351,94.07303,0.6002,41.61191946
12n352,95.52165,0.48684,42.15268279
12n353,99.55894,-4.74884,44.1700815
12n354,99.52658,-1.88775,45.17527077
12n355,92.38992,-3.56061,40.9064414
12n356,91.62379,0.09723,38.75746266
12n357,97.31046,3.14346,42.9911351
12n358,89.63296,-3.75693,37.75496942
12n359,95.95189,-0.83344,41.1590127
12n360,92.62938,2.42441,41.7848696
12n361,97.44179,7.2108,41.57578353
12n362,92.95554,-1.65656,40.72043418
12n363,98.44483,-4.81323,42.8208046
12n364,101.59534,2.2577,43.32783807
12n365,102.06017,-2.17426,47.29706657
12n366,93.54644,-10.15917,40.42435006
12n367,98.67135,0.52763,44.00330978
12n368,94.26246,8.37793,40.97669624
12n369,97.02407,3.14292,41.92603617
12n370,90.34665,3.61687,39.65329958
12n371,89.02812,2.82118,37.10168378
12n372,96.72518,6.47592,41.78342983
12n373,95.09068,8.89355,41.2368566
12n374,92.86951,12.61924,39.74581464
12n375,91.40195,7.92844,38.85935404
12n376,96.79876,3.19886,42.90220847
12n377,92.57177,-1.59853,40.45964016
12n378,98.76923,-3.52418,43.49685991
12n379,98.11076,-6.11914,42.99062676
12n380,98.26206,0.91148,41.24412148
12n381,94.48011,6.23754,41.81598615
12n382,92.18028,2.51849,39.28789777
12n383,94.94787,6.11224,42.21423142
12n384,100.12669,7.40397,43.81965299
12n385,95.69599,0.8891,42.5177445
12n386,93.33185,12.55742,38.97622529
12n387,95.36967,8.52335,40.7044265
12n388,94.80605,2.26568,39.73311388
12n389,101.02327,4.71791,42.47384646
12n390,97.03367,1.71802,40.45142653
12n391,98.87298,-4.58049,42.62718695
12n392,97.7,3.29896,43.23627922
12n393,96.34948,-3.23271,43.89989736
12n394,95.08359,0.13681,40.96476639
12n395,95.31555,-6.95575,42.04868506
12n396,99.10008,-1.95988,45.20586858
12n397,95.16567,-2.18073,41.15583191
12n398,92.82159,-6.71054,40.27241652
12n399,98.28325,-2.00205,43.80695001
12n400,97.50031,-4.85242,42.76442051
12n401,96.4862,4.85213,42.03542663
12n402,92.19411,-10.34233,37.88874475
12n403,88.94572,-4.29638,36.98012618
12n404,92.28146,-8.6521,38.90448717
12n405,96.96401,5.99722,43.92633296
12n406,101.92357,11.39068,46.15776129
12n407,89.37522,8.02134,37.69586329
12n408,99.51176,-1.83514,45.3159507
12n409,92.18682,-6.33894,40.04269094
12n410,98.13145,4.58921,44.51752655
12n411,90.21137,-4.73246,39.16026196
12n412,96.76151,-3.56356,41.25489591
12n413,94.95646,1.85298,41.98249958
12n414,90.64295,-2.25952,40.12371651
12n415,97.37016,3.69221,42.22951165
12n416,97.35824,5.90961,43.20160959
12n417,91.53861,12.04846,39.57869491
12n418,96.42089,8.62994,42.87603415
12n419,91.24535,8.45976,41.62702296
12n420,96.79586,2.02301,43.66232783
12n421,100.37072,-0.50676,43.02119303
12n422,103.71883,0.64454,46.75824922
12n423,100.59189,-2.00985,43.00798801
12n424,99.50074,3.23414,43.29655853
12n425,92.30015,-5.65313,40.2397543
12n426,91.7107,12.10948,39.54730505
12n427,100.1575,6.15883,45.31222305
12n428,93.22001,8.40334,40.69275138
12n429,94.73016,-6.08837,41.8860074
12n430,93.83415,-2.61234,41.43283686
12n431,104.73939,0.67228,43.32685323
12n432,91.168,-8.8735,38.96032691
12n433,93.65525,-6.23381,42.03069932
12n434,95.1043,-2.21348,42.24793378
12n435,95.60282,-2.20534,42.40907124
12n436,93.35659,-6.83583,40.40266344
12n437,98.1221,0.21588,43.20169201
12n438,89.22079,4.23041,38.39316884
12n439,87.07705,-2.75255,36.40259096
12n440,96.03999,-0.86866,41.39912519
12n441,99.53973,9.18028,43.9144205
12n442,94.51974,3.06021,41.62294837
12n443,89.08791,-1.36183,38.5971418
12n444,91.34497,0.46287,40.77240349
12n445,99.52494,7.31871,44.59316643
12n446,94.77384,4.67362,41.53028655
12n447,98.15685,-0.72103,42.54063841
12n448,100.46886,-0.56713,43.94325451
12n449,95.06379,0.69672,43.91690565
12n450,97.56263,4.87492,42.57002771
12n451,88.77613,-5.3958,38.0405307
12n452,91.13622,3.9064,38.64264341
12n453,100.08931,11.32501,44.98552111
12n454,95.37815,-6.17419,41.97583347
12n455,96.7584,6.29116,41.95970019
12n456,99.9181,0.22554,39.50350978
12n457,89.0444,-4.75377,37.39503682
12n458,100.19156,0.55543,44.23199725
12n459,100.78349,6.15723,44.41201365
12n460,95.10829,-1.88084,42.92955905
12n461,97.48391,-1.90973,44.13142144
12n462,85.82467,0.10516,37.10910906
12n463,96.66589,-2.01945,43.52654613
12n464,96.75424,4.56117,42.94100933
12n465,97.27274,1.97975,43.47521507
12n466,96.77926,-7.56525,40.74984279
12n467,92.85553,4.87135,38.49890165
12n468,92.21894,1.95905,38.2192017
12n469,96.09104,-6.01754,40.76845185
12n470,94.4363,3.2795,40.17527272
12n471,96.44957,3.72567,40.88947812
12n472,85.89016,14.18576,37.25586143
12n473,89.26058,12.41278,37.36087418
12n474,88.26924,12.56338,38.13524428
12n475,86.16916,0.75565,36.98523255
12n476,97.24156,6.35089,41.49999769
12n477,93.32661,10.93708,39.52256358
12n478,91.02104,2.33509,38.57010483
12n479,97.82279,4.66565,42.42811882
12n480,95.66282,0.93981,41.34550412
12n481,94.64965,0.83531,42.12947804
12n482,95.65272,0.93538,42.63073338
12n483,96.06908,2.06648,43.32519553
12n484,93.81405,1.7974,41.14355592
12n485,95.73071,1.86573,42.32978113
12n486,95.97833,-1.8437,42.34893654
12n487,91.06222,5.5547,39.34395604
12n488,88.51979,0.9012,38.68635986
12n489,98.63005,4.53998,42.88281121
12n490,95.61905,-0.35793,42.63399922
12n491,98.0852,-2.0181,44.59795013
12n492,99.93636,1.05806,42.66256846
12n493,96.79915,-0.81551,42.67061175
12n494,98.68816,4.58017,42.91575106
12n495,101.5271,-1.92801,46.05681845
12n496,102.89735,8.8516,45.97641385
12n497,100.3064,-0.47103,43.29336092
12n498,96.32519,3.20225,43.55828658
12n499,96.09395,-2.03654,42.79448791
12n500,94.15188,-3.71475,40.20768696
12n501,99.06426,-1.78728,43.04964155
12n502,87.64342,12.59691,37.71705712
12n503,94.09545,11.04762,40.70595676
12n504,100.21019,-0.66561,44.3680983
12n505,102.52032,-4.54451,43.12068024
12n506,97.49914,0.76232,42.73747408
12n507,97.30194,-4.71131,43.58595698
12n508,97.11767,5.98665,43.21107481
12n509,96.03402,4.65025,42.42173158
12n510,99.51022,-8.62847,44.66687043
12n511,97.42672,-0.83579,43.59595036
12n512,97.6321,-5.93328,44.29369953
12n513,102.3713,8.71587,46.69852036
12n514,93.49285,-6.44921,40.68938207
12n515,96.64071,7.15399,42.09778719
12n516,97.01756,7.15793,43.49701428
12n517,98.44402,0.58725,44.0620392
12n518,102.64538,12.6973,42.58200187
12n519,89.86018,-2.64551,38.74760255
12n520,94.47453,-6.26926,40.93795208
12n521,98.31773,1.93301,43.4211461
12n522,89.52014,-6.2553,38.01771886
12n523,90.59573,-4.69339,38.63859196
12n524,98.34522,3.31479,44.69978297
12n525,99.02304,-0.66721,43.91237253
12n526,95.11862,5.80306,41.92418478
12n527,96.99763,7.1789,43.10909432
12n528,93.51673,-10.17223,41.54361364
12n529,98.98567,3.38221,44.40459911
12n530,97.17564,2.00649,43.33506287
12n531,98.54212,0.48783,42.82992745
12n532,103.09405,-0.38205,47.53221012
12n533,94.62852,3.05766,41.19154337
12n534,97.93858,-0.7507,43.22645347
12n535,97.59379,-2.71739,41.26092897
12n536,96.71595,0.89576,41.90388865
12n537,102.05635,2.17188,48.07438614
12n538,100.00846,5.90207,44.24375171
12n539,102.62664,3.58394,45.21782796
12n540,100.91523,1.83777,44.88504116
12n541,97.36805,-3.52908,42.70486814
12n542,96.45221,-4.42289,44.01389576
12n543,96.02696,-6.07105,41.11988991
12n544,96.29723,3.61981,43.45405003
12n545,97.40459,7.1769,43.00120293
12n546,95.46408,-3.71048,40.69908867
12n547,98.3914,-1.81041,42.33249321
12n548,96.54982,-0.80822,43.16546124
12n549,95.4098,6.22097,41.80106487
12n550,94.37473,-3.37385,39.96689033
12n551,99.00225,7.32734,43.20254797
12n552,97.24887,-2.27919,42.59079722
12n553,97.64084,-1.85058,43.29591014
12n554,98.7316,-3.17621,40.08193659
12n555,99.12888,-4.53372,43.8654609
12n556,101.50418,1.60579,41.12498355
12n557,99.73294,7.34722,44.31827474
12n558,98.72087,4.17862,45.33199486
12n559,97.5476,4.86398,42.50929561
12n560,100.14161,-0.59859,44.95812371
12n561,94.81082,3.08226,40.59817273
12n562,93.615,0.72596,40.40064317
12n563,94.91399,4.8775,41.40334051
12n564,93.20197,-6.17147,39.37617167
12n565,97.60847,-4.87601,41.90429552
12n566,95.9791,-3.15259,41.51701836
12n567,100.0966,-0.62688,45.28999345
12n568,100.30574,2.11349,45.07610078
12n569,98.81593,-3.44885,43.66909646
12n570,93.77039,-7.69731,39.53694551
12n571,92.29587,-0.9036,38.34115345
12n572,95.21157,-5.98914,40.77421318
12n573,95.89936,0.87181,40.62380249
12n574,86.13726,14.14925,37.14296688
12n575,90.06609,12.46896,39.0439408
12n576,92.70638,12.61506,39.13620317
12n577,91.82773,6.3092,39.09061928
12n578,98.396,0.6645,42.24058714
12n579,94.16793,-1.41548,40.3060179
12n580,95.60554,-2.15046,41.91634317
12n581,91.89704,10.91967,38.55874056
12n582,88.31933,4.58408,37.1019175
12n583,97.13165,2.39122,40.79976509
12n584,97.27916,3.07644,43.27730724
12n585,93.67214,11.03717,41.2270043
12n586,96.29816,-0.31687,42.0624755
12n587,102.40467,-0.37748,43.95280165
12n588,96.2164,-0.79702,42.3517728
12n589,102.64351,8.87498,44.12144669
12n590,90.96002,8.54073,38.99053508
12n591,87.46912,11.83252,37.5234291
12n592,93.59871,-6.00258,40.49869389
12n593,94.2975,6.8939,40.75120381
12n594,93.64341,10.64512,40.70931557
12n595,96.41771,-4.34099,42.71882168
12n596,98.1031,-4.50605,43.02602643
12n597,97.52408,2.02527,43.39408285
12n598,98.01532,3.12512,43.88623529
12n599,94.35336,3.00484,40.94673598
12n600,99.1325,11.27965,42.87570476
12n601,96.46984,4.24233,41.63077253
12n602,96.79042,2.29778,41.77382281
12n603,89.71007,8.2813,38.9883489
12n604,98.2754,-7.36909,42.44845928
12n605,98.90936,-0.85348,42.36132648
12n606,97.03572,-6.07733,42.41390445
12n607,94.82839,-3.64814,41.73065821
12n608,95.10991,-2.13586,41.16827147
12n609,91.52324,5.70315,40.28386015
12n610,96.06022,0.34518,41.08570932
12n611,97.54865,2.04253,42.19269352
12n612,99.97819,4.71907,43.23937972
12n613,102.52797,0.64055,44.83508143
12n614,97.38192,1.99205,43.00112287
12n615,98.67464,2.11577,44.04703864
12n616,95.56888,-2.02006,42.70600221
12n617,93.21483,-6.50183,39.9863596
12n618,100.60844,2.2052,43.42854592
12n619,98.62325,-6.04523,44.46712997
12n620,100.26705,4.48845,45.4420716
12n621,98.65429,-6.01335,43.69983481
12n622,97.57212,2.08771,44.54524264
12n623,97.88475,4.83586,43.80140884
12n624,92.90831,8.10514,39.60838237
12n625,102.74017,-1.97249,43.74746744
12n626,101.37142,-8.50763,46.23618081
12n627,99.14799,0.63701,44.4259659
12n628,101.29004,-1.71744,46.50702404
12n629,93.80711,-3.93739,41.81281647
12n630,93.88128,1.49957,40.87084379
12n631,96.22064,1.99759,43.82873235
12n632,100.66196,-3.43229,46.61821383
12n633,98.19389,-0.71587,43.79207938
12n634,95.15302,0.62488,42.22571739
12n635,101.78244,-0.4533,45.63289182
12n636,98.24029,1.86492,43.2249267
12n637,104.94364,4.44258,48.6907222
12n638,91.73936,10.69085,39.97492613
12n639,94.963,8.59536,41.50740888
12n640,91.0053,12.09806,39.16485278
12n641,97.68816,-5.96001,42.91910878
12n642,99.87561,-8.11603,43.38974803
12n643,93.2285,7.03157,40.18360966
12n644,89.42975,10.63952,37.63974361
12n645,95.087,-4.3288,41.28690192
12n646,98.94765,3.29916,43.46563282
12n647,89.48912,12.23874,39.81986442
12n648,97.04697,8.67939,42.89809946
12n649,97.7278,6.0748,42.90172172
12n650,97.43936,1.22916,41.88892187
12n651,99.8371,4.72088,45.7348044
12n652,99.66603,3.42546,45.48057892
12n653,94.05987,8.61661,40.96118459
12n654,93.95517,7.04172,40.55823109
12n655,88.86781,10.64113,38.36843108
12n656,96.39561,-4.34359,42.19044134
12n657,97.28131,0.47137,42.13618829
12n658,101.69913,6.06216,45.7582567
12n659,95.32349,7.16131,41.23456793
12n660,94.54107,-10.21184,41.54899875
12n661,92.00193,4.31016,38.8959588
12n662,94.68077,1.72572,40.5147186
12n663,102.22359,2.21833,47.73299906
12n664,103.32574,-0.37612,45.52789202
12n665,101.7183,-4.89197,42.25105019
12n666,95.82012,7.66833,41.23788856
12n667,96.62449,6.04427,42.24546599
12n668,101.96343,6.29711,45.14215573
12n669,98.28108,4.52903,42.72760956
12n670,97.39002,-1.85572,44.01619105
12n671,98.34649,10.18925,43.14773779
12n672,103.89492,-4.31139,46.21919316
12n673,99.24009,-2.00286,37.74235776
12n674,96.85793,10.36529,42.31658775
12n675,95.27592,2.18804,41.75203735
12n676,97.28633,-0.26254,41.92632223
12n677,97.87188,8.59058,42.62050451
12n678,96.17513,3.69827,41.73848874
12n679,94.96555,14.50204,40.30656173
12n680,100.15333,12.88846,39.80338632
12n681,97.87122,-1.88211,43.76404904
12n682,98.9804,10.19097,44.89256993
12n683,95.75616,-7.70835,42.49614829
12n684,96.45112,-7.5984,40.52145972
12n685,97.02446,-6.13327,42.53444932
12n686,99.58389,6.156,44.10006304
12n687,99.46726,-4.6075,44.93082725
12n688,95.78462,14.56591,41.97661306
12n689,97.13328,12.93605,42.49715299
12n690,99.9939,-0.39604,41.18018731
12n691,105.40243,12.87983,39.57756716
12n692,100.63014,12.94477,43.34842424
12n693,98.9408,8.85685,44.08120888
12n694,94.20626,12.2248,39.53047362
12n695,97.1806,-0.43578,43.10183196
12n696,100.03051,8.8607,42.59035262
12n697,98.42657,6.11811,44.55738017
12n698,99.21182,-8.69593,44.08027826
12n699,95.43587,-7.32026,42.05795978
12n700,100.10228,-8.65758,44.04407203
12n701,98.40391,-6.93522,44.14191961
12n702,97.62919,-0.84923,43.89061589
12n703,98.16947,5.72319,44.35968089
12n704,94.75481,-2.06351,42.13918407
12n705,99.78107,1.77371,45.61214528
12n706,92.38687,-0.01268,39.41328853
12n707,96.32278,-7.70823,42.05387135
12n708,92.75806,2.12577,40.32738694
12n709,96.21386,2.21032,41.23370762
12n710,98.03196,3.56104,41.33502156
12n711,99.01379,0.60968,42.9723306
12n712,98.33112,-3.46554,42.74390016
12n713,98.63084,-2.16422,44.46301797
12n714,99.25402,3.34826,44.68039708
12n715,97.98213,-0.57053,43.32299139
12n716,95.56597,1.89621,42.23242006
12n717,96.74177,-6.55347,42.14837892
12n718,94.93543,-1.90814,42.35534768
12n719,92.69508,6.16939,41.54748487
12n720,97.96988,7.17292,43.06895002
12n721,90.24663,-2.00377,37.84340606
12n722,95.95408,10.43192,40.66284614
12n723,91.33573,-0.44267,39.11507237
12n724,97.12174,8.73296,41.02661801
12n725,82.13524,14.04977,36.00561003
12n726,100.18576,6.98189,42.09350759
12n727,98.43909,2.16674,42.93895308
12n728,98.06543,3.24373,44.4633081
12n729,93.33308,7.79668,41.19283916
12n730,89.6132,5.27822,38.76900118
12n731,98.22845,-1.893,44.67369799
12n732,99.79659,4.55781,45.35316725
12n733,103.04118,4.28507,45.1742338
12n734,98.61429,8.65947,44.16220166
12n735,99.06328,7.03474,44.21437859
12n736,106.70142,-4.66552,50.022396
12n737,94.12583,3.26494,42.31119308
12n738,99.57165,8.59841,46.16124161
12n739,92.89053,-5.38802,41.20951913
12n740,97.52044,-0.77553,44.99774364
12n741,98.46661,-3.48558,44.3240741
12n742,98.70233,-5.99108,44.26935465
12n743,98.30934,-1.79554,44.50672316
12n744,96.13684,7.20573,41.35631801
12n745,98.9463,-0.52333,42.50606591
12n746,98.85042,-4.58242,43.10033444
12n747,96.28355,-7.6316,42.44183636
12n748,94.07432,4.93345,41.04085449
12n749,87.94498,6.8184,34.64537297
12n750,89.15685,9.50095,37.28674039
12n751,94.49342,2.08378,41.50865048
12n752,96.50855,3.66879,42.07341219
12n753,99.36207,8.6965,44.72612014
12n754,98.70486,0.54931,43.87698267
12n755,100.21747,4.66086,45.0783852
12n756,99.73156,2.25419,43.604488
12n757,98.19252,3.37708,44.28701061
12n758,98.95257,11.32807,44.41627487
12n759,102.24168,4.86063,44.54244852
12n760,100.1831,0.68566,43.86414543
12n761,95.54604,4.73691,43.68757658
12n762,97.69153,4.87565,45.45400273
12n763,100.00878,-0.69546,45.67275412
12n764,97.71624,10.60686,40.89361336
12n765,99.33636,7.34514,46.05643271
12n766,98.91135,7.37138,43.97482619
12n767,96.13304,-4.98791,41.82712299
12n768,92.77644,-3.52603,40.65264008
12n769,98.53486,-5.95426,44.02371072
12n770,103.48737,8.64074,47.55903513
12n771,98.09034,-5.86422,44.36078276
12n772,99.17079,3.48933,44.35589086
12n773,97.68503,-6.32665,42.0443308
12n774,93.18475,-4.83667,40.89174444
