dataset,quantity,fit_method,lambda_K,n_points,Nint_min,Nint_max,alpha_best,y_inf,target,y_inf_minus_target,rms_fit,sse_fit,last2_half_range,method,tail_points,tail_enough,tail_err_contracting,tail_step_contracting,tail_sign_changes,tail_last_abs_err,tail_prev_abs_err,tail_last_step,tail_prev_step,tail_quasi_monotone,root_choice_summary,raw_n_vals,raw_y_vals
main_no_contact,A_K,plateau_0.12,0.0,3,32000.0,64000.0,3.27,0.07973758078275126,0.07957747154594767,0.00016010923680358224,3.808482351376922e-05,4.351361346224847e-09,2.3668449607577857e-06,powerlaw_gridsearch,3,True,True,True,0.0,0.00025735014515956833,0.00025261645523805276,4.7336899215155714e-06,0.00045523504186144315,True,,32000;48000;64000,0.080285323043;0.0798300880012;0.0798348216911
main_no_contact,a_nc_over_rc,plateau_0.12,0.0,3,32000.0,64000.0,3.27,1.001006512352871,1.0,0.0010065123528710807,0.00023859058979303356,1.7077640861336283e-07,1.4847557127994904e-05,powerlaw_gridsearch,3,True,True,True,0.0,0.0016156734505179404,0.0015859783362619506,2.9695114255989807e-05,0.002851737130695753,True,,32000;48000;64000,1.00443771547;1.00158597834;1.00161567345
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.0,3,32000.0,64000.0,3.27,1.001006512352871,1.0,0.0010065123528710807,0.00023859058979303356,1.7077640861336283e-07,1.4847557127994904e-05,powerlaw_gridsearch,3,True,True,True,0.0,0.0016156734505179404,0.0015859783362619506,2.9695114255989807e-05,0.002851737130695753,True,targeted_x_nc:3,32000;48000;64000,1.00443771547;1.00158597834;1.00161567345
shiftfree_postcheck,F_at_x1,plateau_0.12,0.0,3,32000.0,64000.0,3.27,-0.0020119920084560056,0.0,-0.0020119920084560056,0.00047858800705653776,6.87139441495046e-07,2.9742650963671124e-05,powerlaw_gridsearch,3,True,True,True,0.0,0.0032339573017343692,0.003174471999807027,5.948530192734225e-05,0.005720652252674263,True,targeted_x_nc:3,32000;48000;64000,-0.00889512425248;-0.00317447199981;-0.00323395730173
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.001,3,32000.0,64000.0,3.27,1.0001406923108165,1.0,0.00014069231081648148,3.310581257388651e-05,3.2879844785319055e-09,1.7276797010801204e-06,powerlaw_gridsearch,3,True,True,True,0.0,0.00022564269517699742,0.00022218733577483718,3.4553594021602407e-06,0.0003987114389341073,True,targeted_x_nc:3,32000;48000;64000,1.00062089877;1.00022218734;1.0002256427
shiftfree_postcheck,F_at_x1,plateau_0.12,0.001,3,32000.0,64000.0,3.27,-0.0020119920084560056,0.0,-0.0020119920084560056,0.00047858800705653776,6.87139441495046e-07,2.9742650963671124e-05,powerlaw_gridsearch,3,True,True,True,0.0,0.0032339573017343692,0.003174471999807027,5.948530192734225e-05,0.005720652252674263,True,targeted_x_nc:3,32000;48000;64000,-0.00889512425248;-0.00317447199981;-0.00323395730173
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.003,3,32000.0,64000.0,3.27,1.0000516840115536,1.0,5.1684011553643217e-05,1.2204409080713982e-05,4.468428030282418e-10,6.232078912926653e-07,powerlaw_gridsearch,3,True,True,True,0.0,8.301838760371716e-05,8.177197182113183e-05,1.2464157825853306e-06,0.0001471086630182583,True,targeted_x_nc:3,32000;48000;64000,1.00022888063;1.00008177197;1.00008301839
shiftfree_postcheck,F_at_x1,plateau_0.12,0.003,3,32000.0,64000.0,3.27,-0.0020119920084560056,0.0,-0.0020119920084560056,0.00047858800705653776,6.87139441495046e-07,2.9742650963671124e-05,powerlaw_gridsearch,3,True,True,True,0.0,0.0032339573017343692,0.003174471999807027,5.948530192734225e-05,0.005720652252674263,True,targeted_x_nc:3,32000;48000;64000,-0.00889512425248;-0.00317447199981;-0.00323395730173
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.01,3,32000.0,64000.0,3.27,1.0000160790065087,1.0,1.6079006508684657e-05,3.8030474588279767e-06,4.3389509922293794e-11,1.9247342319950178e-07,powerlaw_gridsearch,3,True,True,True,0.0,2.5845402652047156e-05,2.5460455805648152e-05,3.8494684639900356e-07,4.585656940570004e-05,True,targeted_x_nc:3,32000;48000;64000,1.00007131703;1.00002546046;1.0000258454
shiftfree_postcheck,F_at_x1,plateau_0.12,0.01,3,32000.0,64000.0,3.27,-0.0020119920084560056,0.0,-0.0020119920084560056,0.00047858800705653776,6.87139441495046e-07,2.9742650963671124e-05,powerlaw_gridsearch,3,True,True,True,0.0,0.0032339573017343692,0.003174471999807027,5.948530192734225e-05,0.005720652252674263,True,targeted_x_nc:3,32000;48000;64000,-0.00889512425248;-0.00317447199981;-0.00323395730173
