dataset,quantity,fit_method,lambda_K,n_points,Nint_min,Nint_max,alpha_best,y_inf,target,y_inf_minus_target,rms_fit,sse_fit,last2_half_range,method,tail_points,tail_enough,tail_err_contracting,tail_step_contracting,tail_sign_changes,tail_last_abs_err,tail_prev_abs_err,tail_last_step,tail_prev_step,tail_quasi_monotone,root_choice_summary,raw_n_vals,raw_y_vals
main_no_contact,A_K,plateau_0.12,0.0,3,32000.0,64000.0,0.25,0.08339468643239747,0.07957747154594767,0.0038172148864498018,0.00032042967047391126,3.0802552116005804e-07,0.000504541097559888,powerlaw_gridsearch,3,True,False,False,1.0,0.0002444162514589343,0.0007646659436608416,0.001009082195119776,0.00018626587542357187,False,,32000;48000;64000,0.0789990714777;0.0788128056023;0.0798218877974
main_no_contact,a_nc_over_rc,plateau_0.12,0.0,3,32000.0,64000.0,0.25,1.0240025242613262,1.0,0.024002524261326208,0.002017189672225839,1.2207162521203764e-05,0.003175335301538962,powerlaw_gridsearch,3,True,False,False,1.0,0.001534535200861331,0.0048161354022165925,0.006350670603077924,0.0011753127971757538,False,,32000;48000;64000,0.996359177395;0.995183864598;1.0015345352
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.0,3,32000.0,64000.0,0.25,1.0240025242613262,1.0,0.024002524261326208,0.002017189672225839,1.2207162521203764e-05,0.003175335301538962,powerlaw_gridsearch,3,True,False,False,1.0,0.001534535200861331,0.0048161354022165925,0.006350670603077924,0.0011753127971757538,False,targeted_x_nc:3,32000;48000;64000,0.996359177395;0.995183864598;1.0015345352
shiftfree_postcheck,F_at_x1,plateau_0.12,0.0,3,32000.0,64000.0,0.25,-0.04796853697777664,0.0,-0.04796853697777664,0.004026637995012136,4.864144062862605e-05,0.006340250422113114,powerlaw_gridsearch,3,True,False,False,1.0,0.003071425200005473,0.009609075644220755,0.012680500844226228,0.002340686023380556,False,targeted_x_nc:3,32000;48000;64000,0.00726838962084;0.00960907564422;-0.00307142520001
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.001,3,32000.0,64000.0,0.25,1.0237731261793235,1.0,0.02377312617932348,0.0019979599494698423,1.1975531879056606e-05,0.003145046530158513,powerlaw_gridsearch,3,True,False,False,1.0,0.0015198198216070935,0.004770273238709932,0.006290093060317026,0.0011641655995152655,False,targeted_x_nc:3,32000;48000;64000,0.996393892361;0.995229726761;1.00151981982
shiftfree_postcheck,F_at_x1,plateau_0.12,0.001,3,32000.0,64000.0,0.25,-0.04796853697777664,0.0,-0.04796853697777664,0.004026637995012136,4.864144062862605e-05,0.006340250422113114,powerlaw_gridsearch,3,True,False,False,1.0,0.003071425200005473,0.009609075644220755,0.012680500844226228,0.002340686023380556,False,targeted_x_nc:3,32000;48000;64000,0.00726838962084;0.00960907564422;-0.00307142520001
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.003,3,32000.0,64000.0,0.25,1.0233272078467488,1.0,0.0233272078467488,0.0019605734817663262,1.1531545132216005e-05,0.0030861615081986815,powerlaw_gridsearch,3,True,False,False,1.0,0.001491221767611517,0.004681101248785846,0.006172323016397363,0.001142485595295617,False,targeted_x_nc:3,32000;48000;64000,0.996461384347;0.995318898751;1.00149122177
shiftfree_postcheck,F_at_x1,plateau_0.12,0.003,3,32000.0,64000.0,0.25,-0.04796853697777664,0.0,-0.04796853697777664,0.004026637995012136,4.864144062862605e-05,0.006340250422113114,powerlaw_gridsearch,3,True,False,False,1.0,0.003071425200005473,0.009609075644220755,0.012680500844226228,0.002340686023380556,False,targeted_x_nc:3,32000;48000;64000,0.00726838962084;0.00960907564422;-0.00307142520001
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.01,3,32000.0,64000.0,0.25,1.0218898612609035,1.0,0.02188986126090353,0.0018400085153337336,1.0156894009501952e-05,0.002896288442068351,powerlaw_gridsearch,3,True,False,False,1.0,0.0013990968335588772,0.004393480050577825,0.005792576884136702,0.0010725065299734826,False,targeted_x_nc:3,32000;48000;64000,0.996679026479;0.995606519949;1.00139909683
shiftfree_postcheck,F_at_x1,plateau_0.12,0.01,3,32000.0,64000.0,0.25,-0.04796853697777664,0.0,-0.04796853697777664,0.004026637995012136,4.864144062862605e-05,0.006340250422113114,powerlaw_gridsearch,3,True,False,False,1.0,0.003071425200005473,0.009609075644220755,0.012680500844226228,0.002340686023380556,False,targeted_x_nc:3,32000;48000;64000,0.00726838962084;0.00960907564422;-0.00307142520001
