x,y,z
0.6379379999999999,0.24880300000000038,0.532846
0.647126429548871,0.20847406643417207,0.3968389537516006
0.6482087228068566,0.1684363422030794,0.2604532153577027
0.63732232195535,0.12843867983062954,0.12451709506078641
0.6147642979615197,0.08999795029089522,-0.010467588257392016
0.5924617457119856,0.055762264520225854,-0.1466076622595738
0.5835772784010497,0.030050050789082756,-0.28602416017621174
0.5921270725686928,0.018402151310840435,-0.42729293446129546
0.6186824401870035,0.02324467206814924,-0.5666918014536634
0.6648487565394008,0.04146824886817094,-0.6997398529214959
0.7299696107034485,0.06721089437124708,-0.8233195507789923
0.8119763610953222,0.09622331501592506,-0.9356228489745256
0.9092383987531003,0.1263797856079516,-1.0346647077767743
1.020015756715447,0.1560698472393318,-1.1184790162979061
1.1423010137759975,0.18358173266156738,-1.185311168035434
1.2735845796752983,0.20753199556247487,-1.2339872552895508
1.4110644307056295,0.22710879806497034,-1.2639055216431399
1.5519554560409474,0.24174016464581727,-1.2746428783275177
1.6934892184770989,0.2506773733679925,-1.2663672879584973
1.8328827639572487,0.25308158141353015,-1.239138868770546
1.967182445773114,0.248787960392617,-1.1930624912850836
2.0938257547949974,0.23789665369668472,-1.12963312968928
2.2104340697989744,0.2198407312213921,-1.0505430410754575
2.314413011007733,0.1947371441580027,-0.957073183922217
2.4038827041190998,0.16345275383831237,-0.8512583114618697
2.477206232706774,0.12577719383543037,-0.7355740804306885
2.5325597103949797,0.0819663394337952,-0.6123074541115328
2.5688655904257973,0.03356245458176483,-0.4837852339522357
2.5854794499650073,-0.019070107441914654,-0.35289607119147665
2.5821875996793673,-0.07565979822660382,-0.22264200901455156
2.5593050905641235,-0.1342729109972418,-0.09528093461336269
2.517035636203204,-0.1938488188661779,0.026546638662246186
2.456222244835606,-0.25434676543403223,0.13977373167965748
2.378445460361556,-0.3142853829874463,0.2424303257625342
2.285294537568342,-0.37233337980661846,0.3326126368415105
2.1787283875692562,-0.4285480706936314,0.4078604037435715
2.0608456036802467,-0.4820177487871731,0.4663616307372538
1.9339757333186316,-0.5315373649004889,0.5067268994509926
1.8012435595914695,-0.5774957652616515,0.527923307031707
1.6656881380973814,-0.6199369949708282,0.5296507693019022
1.5301659652956898,-0.6583364328284361,0.5113325091014703
1.398159393046067,-0.6933395934255073,0.47229989222272634
1.273086881463441,-0.7258699190123267,0.4133530990455309
1.158528914964783,-0.7576369696013382,0.3356496113215483
1.0596063334535544,-0.79206171285717,0.23979658330792092
0.980009436248486,-0.8323475381674075,0.12931055691235502
0.9181563012151844,-0.8838141229306216,0.012273849026812533
0.8681474072382326,-0.9553596462565174,-0.09966655808183607
0.8187219961555128,-1.0487894246510132,-0.19437898124903255
0.7565142184963873,-1.1538640901200121,-0.26672099904896873
0.6764220507143253,-1.2590441313595964,-0.3185007976927538
0.5814313221200043,-1.358774798663022,-0.35320416604789456
0.4740508165637606,-1.4496871160676694,-0.37263884684285137
0.355695706341235,-1.5280243269593785,-0.37809577979488806
0.22869495658023245,-1.5913738096370564,-0.3720501159812602
0.09526767198212396,-1.6378154333533275,-0.35723941563290806
-0.04247470994153125,-1.6653719097179003,-0.3361433098011311
-0.18221768118653905,-1.6721513378389359,-0.311659485233309
-0.32132656263093545,-1.657021468792582,-0.2873154789407123
-0.45713727013609395,-1.6206388703810486,-0.26725257324301854
-0.5867371362389543,-1.5634051217236835,-0.2583142206736013
-0.707493569344851,-1.4898131852452223,-0.27038063277498875
-0.8226885117427151,-1.4158730567324604,-0.3080513594020238
-0.9418609775825649,-1.36030840400972,-0.3615704521180155
-1.0716004378054627,-1.326895985451315,-0.4084745411745101
-1.2096924175562842,-1.302612949434868,-0.43040667285261003
-1.3487471549181673,-1.2745698346972882,-0.42468269132929953
-1.4830986961122514,-1.2375288166417415,-0.39730601264502496
-1.6092711493975582,-1.18973763230367,-0.3529178211063821
-1.7240994487607706,-1.1304067562128552,-0.2940275400593291
-1.825193746013337,-1.0596088603217608,-0.2237106242954794
-1.9108034282814812,-0.9778960399012171,-0.1451534945308009
-1.9790176982263108,-0.8862757080251998,-0.06072042664227
-2.0287960729040275,-0.7863934094730558,0.02717451034385957
-2.060260468360898,-0.6802205304434106,0.11616860314045636
-2.072921552659082,-0.5696677987544785,0.20447751638425307
-2.065983991814549,-0.45654878631114515,0.2901235037402921
-2.039615287844787,-0.3426504684214269,0.37081583363801485
-1.9943753947282241,-0.22980415794342537,0.4442804443358398
-1.931063767733321,-0.11966372926990317,0.5078127137034948
-1.8511788828736986,-0.013653224764121487,0.558346665840189
-1.757171124683315,0.0869573313263554,0.5931755108994589
-1.6525886195534902,0.18170448135984751,0.6090388027162373
-1.5428412168072883,0.271308221663497,0.600372963777234
-1.4379060705116284,0.35986918916414296,0.5644013305422819
-1.3494820954364337,0.4574326021016631,0.5113212329569149
-1.279902639254031,0.5713240317966574,0.4629537888197388
-1.215814033544351,0.6952910133122481,0.43693885423874385
-1.1397355836693408,0.8150813696616569,0.4353936041370685
-1.0457539685630213,0.9205418483447277,0.44960597253931384
-0.9364442700249312,1.0086830824689572,0.4708390664430255
-0.8146887176036952,1.0778843839733332,0.49446614561900354
-0.6840141739085028,1.1282312875766907,0.5183595164012123
-0.5475422511628636,1.159920475537821,0.5417888644947011
-0.40753968616865965,1.1699646721054027,0.5634452248020754
-0.2664661142167246,1.1629891001437622,0.5791991954299855
-0.12459075827371081,1.1571808806125488,0.5845177311440797
0.016862469188864283,1.169302270597716,0.5809170655290575
0.15455920413997234,1.2037911900167193,0.5763719468830556
0.28545048183931526,1.258869147432302,0.5732769289989681
0.4069128789068393,1.331517663719193,0.5617297557666489
0.516609314352679,1.4162079720102858,0.5309261155526636
0.6134568693811108,1.5065372938331105,0.4796445956861352
0.6974114873352719,1.597881733442708,0.4104951221885575
0.767738654577041,1.6863901131473513,0.32451028263940407
0.8242949089884675,1.7690215418727575,0.2237490701691664
0.8680248042717174,1.843279103824366,0.11081205109151032
0.8997144012422351,1.9056224434040967,-0.012827025502054602
0.9204446003604233,1.9527064912349568,-0.14522865357632164
0.9311930998182494,1.9822720217278358,-0.2837382112977472
0.9320588087830421,1.992950041860062,-0.4253728489642852
0.9230087909604198,1.9859926576096654,-0.5669778816606627
0.9033033108202297,1.9635486759256944,-0.7058659381843659
0.8718659970730714,1.9258360939341648,-0.8391585836316359
0.8292239830188557,1.8733057922762029,-0.9640664629069114
0.7761854586309784,1.8077190901208247,-1.0783703342649058
0.713203958059435,1.7303819491659014,-1.179514228547918
0.6420177426680304,1.6424340699693198,-1.2654056230817219
0.5642119299113658,1.5458544887294134,-1.3346767609567047
0.48063658051001246,1.4429221287773903,-1.3856499569112972
0.39335268954120833,1.335380300276746,-1.4172002921941067
0.30451329244437836,1.225156634097808,-1.4289346717160736
0.2152787901031057,1.1149531352581492,-1.420501018952549
0.12764913193187694,1.0068425039903874,-1.392005214466258
0.04400604461820648,0.9025060447271142,-1.3440797942457594
-0.03455599399644626,0.804474676633648,-1.2777684566022873
-0.10650989380045858,0.7148344038069275,-1.1943080086795974
-0.16958989143066155,0.6347959148616639,-1.0953422163625561
-0.22315140714809087,0.5659338432388624,-0.9832258550929251
-0.26611091588794644,0.5102304573422263,-0.8598272400118595
-0.2965645651238327,0.4684266342202546,-0.7275123191597154
-0.31800584246716085,0.4369432346984882,-0.5905630646480954
-0.3372058311450253,0.40859831991443774,-0.4525743147447245
-0.3553928005262895,0.3784116893693594,-0.31484319983843856
-0.368493281020614,0.34614432007329826,-0.1770202737190211
-0.37192235210209285,0.31163584658798743,-0.03918485058099073
-0.3648465616148281,0.2716575101337284,0.09702984149660608
-0.3550422585019243,0.22689507765319541,0.23160956310071862
-0.3534174486255005,0.18814947928434314,0.3682896209249858
-0.3627976136320963,0.1682022421811264,0.5085623120234998
-0.380968224742282,0.17062651266484669,0.6493888221400946
-0.40964685521448513,0.1931956185900836,0.7866308016654212
-0.45147190780378316,0.2337011152844463,0.9161605878970974
-0.5063585001462348,0.2882558910615132,1.03527834981464
-0.5743668447975073,0.3520604236785056,1.142440218306064
-0.6551839283799474,0.42262975090908944,1.2355357250530148
-0.7472951075214118,0.4986573983141094,1.312432488800745
-0.8494961067183169,0.5775442503043645,1.3716746115549552
-0.9601454057532267,0.6567926926822005,1.4123589735194946
-1.0767644694468042,0.735009570997027,1.4338421259491907
-1.1971534001401583,0.810389898374226,1.4359260563552103
-1.3193570336721587,0.8807687448536508,1.4188232011221527
-1.4410573262253783,0.9443984008021366,1.3825213013087918
-1.5597458846771617,0.9999160696615538,1.327660126585366
-1.6732434750001408,1.0462624423355427,1.2558924946020202
-1.779451189316487,1.0821420919113032,1.1686513281482396
