dataset,quantity,fit_method,lambda_K,n_points,Nint_min,Nint_max,alpha_best,y_inf,target,y_inf_minus_target,rms_fit,sse_fit,last2_half_range,method,tail_points,tail_enough,tail_err_contracting,tail_step_contracting,tail_sign_changes,tail_last_abs_err,tail_prev_abs_err,tail_last_step,tail_prev_step,tail_quasi_monotone,root_choice_summary,raw_n_vals,raw_y_vals
main_no_contact,A_K,plateau_0.12,0.0,3,32000.0,64000.0,3.27,0.08037850933238579,0.07957747154594767,0.0008010377864381135,0.00038283484337397295,4.396875519035232e-07,0.0003419625821308586,powerlaw_gridsearch,3,True,False,True,1.0,0.00023099050111215214,0.0009149156653738694,0.0006839251642617172,0.0016895739211518768,False,,32000;48000;64000,0.0788028132902;0.0804923872113;0.0798084620471
main_no_contact,a_nc_over_rc,plateau_0.12,0.0,3,32000.0,64000.0,3.27,1.0050262389793592,1.0,0.0050262389793591655,0.002399488102417107,1.7272629460923746e-05,0.0021409257146830507,powerlaw_gridsearch,3,True,False,True,1.0,0.0014503044312144109,0.005732155860580512,0.004281851429366101,0.010611380648636426,False,,32000;48000;64000,0.995120775212;1.00573215586;1.00145030443
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.0,3,32000.0,64000.0,3.27,1.0050262389793592,1.0,0.0050262389793591655,0.002399488102417107,1.7272629460923746e-05,0.0021409257146830507,powerlaw_gridsearch,3,True,False,True,1.0,0.0014503044312144109,0.005732155860580512,0.004281851429366101,0.010611380648636426,False,targeted_x_nc:3,32000;48000;64000,0.995120775212;1.00573215586;1.00145030443
shiftfree_postcheck,F_at_x1,plateau_0.12,0.0,3,32000.0,64000.0,3.27,-0.01006613770048721,0.0,-0.01006613770048721,0.004810844525927379,6.943267515793628e-05,0.004297228543299503,powerlaw_gridsearch,3,True,False,True,1.0,0.0029027122453719745,0.01149716933197098,0.008594457086599006,0.021231812073550405,False,targeted_x_nc:3,32000;48000;64000,0.00973464274158;-0.011497169332;-0.00290271224537
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.001,3,32000.0,64000.0,3.27,1.0049780141649323,1.0,0.004978014164932265,0.002376409274495505,1.6941963119724753e-05,0.0021202832102255043,powerlaw_gridsearch,3,True,False,True,1.0,0.0014364089951011128,0.005676975415552121,0.0042405664204510085,0.010509776907107193,False,targeted_x_nc:3,32000;48000;64000,0.995167198508;1.00567697542;1.001436409
shiftfree_postcheck,F_at_x1,plateau_0.12,0.001,3,32000.0,64000.0,3.27,-0.01006613770048721,0.0,-0.01006613770048721,0.004810844525927379,6.943267515793628e-05,0.004297228543299503,powerlaw_gridsearch,3,True,False,True,1.0,0.0029027122453719745,0.01149716933197098,0.008594457086599006,0.021231812073550405,False,targeted_x_nc:3,32000;48000;64000,0.00973464274158;-0.011497169332;-0.00290271224537
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.003,3,32000.0,64000.0,3.27,1.004884300057718,1.0,0.004884300057717894,0.0023315683676109512,1.6308633158531986e-05,0.002080182700262445,powerlaw_gridsearch,3,True,False,True,1.0,0.0014094036495808648,0.005569769050105755,0.00416036540052489,0.010312305100940056,False,targeted_x_nc:3,32000;48000;64000,0.995257463949;1.00556976905;1.00140940365
shiftfree_postcheck,F_at_x1,plateau_0.12,0.003,3,32000.0,64000.0,3.27,-0.01006613770048721,0.0,-0.01006613770048721,0.004810844525927379,6.943267515793628e-05,0.004297228543299503,powerlaw_gridsearch,3,True,False,True,1.0,0.0029027122453719745,0.01149716933197098,0.008594457086599006,0.021231812073550405,False,targeted_x_nc:3,32000;48000;64000,0.00973464274158;-0.011497169332;-0.00290271224537
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.01,3,32000.0,64000.0,3.27,1.00458246695395,1.0,0.004582466953950037,0.002187210079902839,1.4351663800885748e-05,0.0019511428034260092,powerlaw_gridsearch,3,True,False,True,1.0,0.0013224025072560153,0.005224688114108034,0.0039022856068520184,0.009676054533602207,False,targeted_x_nc:3,32000;48000;64000,0.995548633581;1.00522468811;1.00132240251
shiftfree_postcheck,F_at_x1,plateau_0.12,0.01,3,32000.0,64000.0,3.27,-0.01006613770048721,0.0,-0.01006613770048721,0.004810844525927379,6.943267515793628e-05,0.004297228543299503,powerlaw_gridsearch,3,True,False,True,1.0,0.0029027122453719745,0.01149716933197098,0.008594457086599006,0.021231812073550405,False,targeted_x_nc:3,32000;48000;64000,0.00973464274158;-0.011497169332;-0.00290271224537
