N_geom,N_int_target,N_int_actual,L_dimless,d_min_dimless,fit_method,plateau_frac,n_plateau,A_K,a_K,A_spread,A_ratio,a_fit_ref_dimless,a_nc_m,a_nc_over_rc,lambda_K,p_exp,root_count,min_root_count,root_choice,a_star_m,a_star_over_rc,E_star_J,delta_lambda_over_rc,is_min,status,uses_local_sst_core,ideal_source,notes,bs_backend,t_geometry_s,t_scan_s,t_fit_s,t_total_block_s,contact_model,root_selection_mode,closure_x_from_A,closure_x_minus_1,beta_dimless,F_at_x1,contact_force_at_x1,continuation_prev_a_star_over_rc,continuation_jump,theorem_candidate_no_contact,theorem_candidate_full_model
4000,2000,2000,16.372460430715797,0.9999707757876269,plateau_0.12,0.12,12,0.09017285877214817,-0.30424756383578233,0.03439995793354612,1.1331455626870826,0.06555850698265145,1.4998390222457646e-15,1.0644930987046834,0.003,2,1,1,continuation,1.4742147130189952e-15,1.0463065467305068,1.4631945025509982e-36,-0.013529669519089627,True,inconclusive,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=12; Biot-Savart downsampled,local_cpp_scan,0.2187140999994881,0.016484600000694627,0.0039969999997993,0.264226499999495,legacy,continuation,1.0644931012867498,0.06449310128674979,6.283001670797554,-0.1090274372543156,0.024118125432766955,1.0598362162495965,0.013529669519089627,False,False
4000,2000,2000,16.372460430715797,0.9999707757876269,plateau_0.12,0.12,12,0.09017285877214817,-0.30424756383578233,0.03439995793354612,1.1331455626870826,0.06555850698265145,1.4998390222457646e-15,1.0644930987046834,0.01,2,1,1,continuation,1.4368158650926508e-15,1.0197631544553216,1.4793391330101235e-36,-0.040073061794274834,True,inconclusive,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=12; Biot-Savart downsampled,local_cpp_scan,0.2187140999994881,0.016484600000694627,0.0039969999997993,0.2666364999986399,legacy,continuation,1.0644931012867498,0.06449310128674979,6.283001670797554,-0.05275181124452602,0.08039375144255653,1.0463065467305068,0.026543392275185207,False,False
4000,2000,2000,16.372460430715797,0.9999707757876269,plateau_0.16,0.16,14,0.09017285877214817,-0.30320167625586936,0.03479350605565306,1.1331455626870826,0.07358620150174203,1.4998390222457646e-15,1.0644930987046834,0.0,2,1,1,closest_to_a_nc,1.4932776137813508e-15,1.0598362162495965,1.4657917697744598e-36,0.0,True,inconclusive,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=14; Biot-Savart downsampled; no-contact case,local_cpp_scan,0.2187140999994881,0.016484600000694627,0.0039969999997993,0.26850389999890467,legacy,continuation,1.0644931012867498,0.06449310128674979,6.283001670797554,-0.13314556268708255,0.0,nan,nan,False,False
4000,2000,2000,16.372460430715797,0.9999707757876269,plateau_0.16,0.16,14,0.09017285877214817,-0.30320167625586936,0.03479350605565306,1.1331455626870826,0.07358620150174203,1.4998390222457646e-15,1.0644930987046834,0.001,2,1,1,continuation,1.4932776137813508e-15,1.0598362162495965,1.4682579513535866e-36,0.0,True,inconclusive,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=14; Biot-Savart downsampled,local_cpp_scan,0.2187140999994881,0.016484600000694627,0.0039969999997993,0.27225689999977476,legacy,continuation,1.0644931012867498,0.06449310128674979,6.283001670797554,-0.1251061875428269,0.008039375144255652,1.0598362162495965,0.0,False,False
4000,2000,2000,16.372460430715797,0.9999707757876269,plateau_0.16,0.16,14,0.09017285877214817,-0.30320167625586936,0.03479350605565306,1.1331455626870826,0.07358620150174203,1.4998390222457646e-15,1.0644930987046834,0.003,2,1,1,continuation,1.4742147130189952e-15,1.0463065467305068,1.4731452124471875e-36,-0.013529669519089627,True,inconclusive,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=14; Biot-Savart downsampled,local_cpp_scan,0.2187140999994881,0.016484600000694627,0.0039969999997993,0.2746797999989212,legacy,continuation,1.0644931012867498,0.06449310128674979,6.283001670797554,-0.1090274372543156,0.024118125432766955,1.0598362162495965,0.013529669519089627,False,False
4000,2000,2000,16.372460430715797,0.9999707757876269,plateau_0.16,0.16,14,0.09017285877214817,-0.30320167625586936,0.03479350605565306,1.1331455626870826,0.07358620150174203,1.4998390222457646e-15,1.0644930987046834,0.01,2,1,1,continuation,1.4368158650926508e-15,1.0197631544553216,1.4892898429063127e-36,-0.040073061794274834,True,inconclusive,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=14; Biot-Savart downsampled,local_cpp_scan,0.2187140999994881,0.016484600000694627,0.0039969999997993,0.277017699998396,legacy,continuation,1.0644931012867498,0.06449310128674979,6.283001670797554,-0.05275181124452602,0.08039375144255653,1.0463065467305068,0.026543392275185207,False,False
4000,4000,4000,16.372460430715797,0.9999707757876269,global,,0,0.07832881058152316,-0.23942201780169964,nan,0.9843088635493584,0.07050878546263456,1.3978722883025084e-15,0.9921234090445706,0.0,2,1,1,closest_to_a_nc,1.400365775724919e-15,0.9938931324038741,1.5536273220902258e-36,0.0,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",no-contact case,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.7716545999992377,legacy,continuation,0.9921234114510948,-0.007876588548905161,6.283001670797554,0.015691136450641574,0.0,nan,nan,True,False
4000,4000,4000,16.372460430715797,0.9999707757876269,global,,0,0.07832881058152316,-0.23942201780169964,nan,0.9843088635493584,0.07050878546263456,1.3978722883025084e-15,0.9921234090445706,0.001,2,1,1,continuation,1.400365775724919e-15,0.9938931324038741,1.5556650140539767e-36,0.0,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.774049699999523,legacy,continuation,0.9921234114510948,-0.007876588548905161,6.283001670797554,0.023730511594897225,0.008039375144255652,0.9938931324038741,0.0,False,False
4000,4000,4000,16.372460430715797,0.9999707757876269,global,,0,0.07832881058152316,-0.23942201780169964,nan,0.9843088635493584,0.07050878546263456,1.3978722883025084e-15,0.9921234090445706,0.003,2,1,1,continuation,1.3824889699874752e-15,0.9812052798729409,1.5596037537267844e-36,-0.012687852530933186,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.7763753999988694,legacy,continuation,0.9921234114510948,-0.007876588548905161,6.283001670797554,0.039809261883408525,0.024118125432766955,0.9938931324038741,0.012687852530933186,False,False
4000,4000,4000,16.372460430715797,0.9999707757876269,global,,0,0.07832881058152316,-0.23942201780169964,nan,0.9843088635493584,0.07050878546263456,1.3978722883025084e-15,0.9921234090445706,0.01,2,1,1,continuation,1.3474170810069776e-15,0.9563134193302173,1.57282968144191e-36,-0.03757971307365682,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.7789140999993833,legacy,continuation,0.9921234114510948,-0.007876588548905161,6.283001670797554,0.0960848878931981,0.08039375144255653,0.9812052798729409,0.02489186054272363,False,False
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.08,0.08,12,0.08513055858540719,-0.280310615675211,0.024417844929246996,1.0697821497916429,0.036609417754874994,1.4573016983029156e-15,1.034302733536875,0.0,2,1,1,closest_to_a_nc,1.4553951656573154e-15,1.0329495944242137,1.4635977045638553e-36,0.0,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=12; no-contact case,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.7806555999995908,legacy,continuation,1.0343027360457107,0.03430273604571066,6.283001670797554,-0.06978214979164288,0.0,nan,nan,False,False
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.08,0.08,12,0.08513055858540719,-0.280310615675211,0.024417844929246996,1.0697821497916429,0.036609417754874994,1.4573016983029156e-15,1.034302733536875,0.001,2,1,1,continuation,1.4553951656573154e-15,1.0329495944242137,1.4658809836524658e-36,0.0,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=12,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.7831029999997554,legacy,continuation,1.0343027360457107,0.03430273604571066,6.283001670797554,-0.06174277464738723,0.008039375144255652,1.0329495944242137,0.0,False,False
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.08,0.08,12,0.08513055858540719,-0.280310615675211,0.024417844929246996,1.0697821497916429,0.036609417754874994,1.4573016983029156e-15,1.034302733536875,0.003,2,1,1,continuation,1.4368158650926508e-15,1.0197631544553216,1.4703504697792671e-36,-0.013186439968892127,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=12,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.7855325000000448,legacy,continuation,1.0343027360457107,0.03430273604571066,6.283001670797554,-0.045664024358875926,0.024118125432766955,1.0329495944242137,0.013186439968892127,False,False
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.08,0.08,12,0.08513055858540719,-0.280310615675211,0.024417844929246996,1.0697821497916429,0.036609417754874994,1.4573016983029156e-15,1.034302733536875,0.01,2,1,1,continuation,1.400365775724919e-15,0.9938931324038741,1.4852261377175554e-36,-0.03905646202033963,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=12,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.7879713999991509,legacy,continuation,1.0343027360457107,0.03430273604571066,6.283001670797554,0.010611601650913655,0.08039375144255653,1.0197631544553216,0.025870022051447505,False,False
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.12,0.12,15,0.08092030434111575,-0.2548353032223342,0.022937675935839296,1.016874534577198,0.04234951772239723,1.4208082926849561e-15,1.008401968286494,0.0,2,1,1,closest_to_a_nc,1.4184737443796176e-15,1.0067450500954307,1.5212184244472172e-36,0.0,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=15; no-contact case,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.7898090999988199,legacy,continuation,1.008401970732504,0.008401970732504038,6.283001670797554,-0.016874534577197897,0.0,nan,nan,True,False
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.12,0.12,15,0.08092030434111575,-0.2548353032223342,0.022937675935839296,1.016874534577198,0.04234951772239723,1.4208082926849561e-15,1.008401968286494,0.001,2,1,1,continuation,1.4184737443796176e-15,1.0067450500954307,1.5233344049750513e-36,0.0,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=15,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.7921977999994851,legacy,continuation,1.008401970732504,0.008401970732504038,6.283001670797554,-0.008835159432942245,0.008039375144255652,1.0067450500954307,0.0,False,True
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.12,0.12,15,0.08092030434111575,-0.2548353032223342,0.022937675935839296,1.016874534577198,0.04234951772239723,1.4208082926849561e-15,1.008401968286494,0.003,2,1,1,continuation,1.400365775724919e-15,0.9938931324038741,1.5274895698737477e-36,-0.01285191769155658,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=15,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.7950743000001239,legacy,continuation,1.008401970732504,0.008401970732504038,6.283001670797554,0.007243590855569058,0.024118125432766955,1.0067450500954307,0.01285191769155658,False,True
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.12,0.12,15,0.08092030434111575,-0.2548353032223342,0.022937675935839296,1.016874534577198,0.04234951772239723,1.4208082926849561e-15,1.008401968286494,0.01,2,1,1,continuation,1.3648403761850172e-15,0.9686793980776875,1.5413366870896432e-36,-0.038065652017743146,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=15,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.7975021999991441,legacy,continuation,1.008401970732504,0.008401970732504038,6.283001670797554,0.06351921686535864,0.08039375144255653,0.9938931324038741,0.025213734326186565,False,False
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.16,0.16,17,0.08214577139635633,-0.2610711841396807,0.02155358556261211,1.0322742077690383,0.04898962511035326,1.4315263142920913e-15,1.0160089580122844,0.0,2,1,1,closest_to_a_nc,1.4368158650926508e-15,1.0197631544553216,1.5157794370742587e-36,0.0,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=17; no-contact case,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.799291399998765,legacy,continuation,1.0160089604767462,0.01600896047674616,6.283001670797554,-0.03227420776903833,0.0,nan,nan,False,False
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.16,0.16,17,0.08214577139635633,-0.2610711841396807,0.02155358556261211,1.0322742077690383,0.04898962511035326,1.4315263142920913e-15,1.0160089580122844,0.001,2,1,1,continuation,1.4184737443796176e-15,1.0067450500954307,1.5179499340469995e-36,-0.013018104359890925,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=17,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.8016036999997596,legacy,continuation,1.0160089604767462,0.01600896047674616,6.283001670797554,-0.024234832624782682,0.008039375144255652,1.0197631544553216,0.013018104359890925,False,False
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.16,0.16,17,0.08214577139635633,-0.2610711841396807,0.02155358556261211,1.0322742077690383,0.04898962511035326,1.4315263142920913e-15,1.0160089580122844,0.003,2,1,1,continuation,1.4184737443796176e-15,1.0067450500954307,1.5221818951026676e-36,-0.013018104359890925,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=17,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.8040112999988196,legacy,continuation,1.0160089604767462,0.01600896047674616,6.283001670797554,-0.008156082336271377,0.024118125432766955,1.0067450500954307,0.0,False,True
4000,4000,4000,16.372460430715797,0.9999707757876269,plateau_0.16,0.16,17,0.08214577139635633,-0.2610711841396807,0.02155358556261211,1.0322742077690383,0.04898962511035326,1.4315263142920913e-15,1.0160089580122844,0.01,2,1,1,continuation,1.3824889699874752e-15,0.9812052798729409,1.5363239987379483e-36,-0.03855787458238069,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=17,local_cpp_scan,0.6988834999992832,0.07032449999860546,0.00038239999958022963,0.806434399999489,legacy,continuation,1.0160089604767462,0.01600896047674616,6.283001670797554,0.0481195436735182,0.08039375144255653,1.0067450500954307,0.025539770222489766,False,False
4000,8000,4000,16.372460430715797,0.9999707757876269,global,,0,0.07832881058152316,-0.23942201780169964,nan,0.9843088635493584,0.07050878546263456,1.3978722883025084e-15,0.9921234090445706,0.0,2,1,1,closest_to_a_nc,1.400365775724919e-15,0.9938931324038741,1.5536273220902258e-36,0.0,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",no-contact case,local_cpp_scan,0.6737565999992512,0.06645630000093661,0.0005759000014222693,0.7428411999990203,legacy,continuation,0.9921234114510948,-0.007876588548905161,6.283001670797554,0.015691136450641574,0.0,nan,nan,True,False
4000,8000,4000,16.372460430715797,0.9999707757876269,global,,0,0.07832881058152316,-0.23942201780169964,nan,0.9843088635493584,0.07050878546263456,1.3978722883025084e-15,0.9921234090445706,0.001,2,1,1,continuation,1.400365775724919e-15,0.9938931324038741,1.5556650140539767e-36,0.0,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",,local_cpp_scan,0.6737565999992512,0.06645630000093661,0.0005759000014222693,0.7453780999985611,legacy,continuation,0.9921234114510948,-0.007876588548905161,6.283001670797554,0.023730511594897225,0.008039375144255652,0.9938931324038741,0.0,False,False
4000,8000,4000,16.372460430715797,0.9999707757876269,global,,0,0.07832881058152316,-0.23942201780169964,nan,0.9843088635493584,0.07050878546263456,1.3978722883025084e-15,0.9921234090445706,0.003,2,1,1,continuation,1.3824889699874752e-15,0.9812052798729409,1.5596037537267844e-36,-0.012687852530933186,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",,local_cpp_scan,0.6737565999992512,0.06645630000093661,0.0005759000014222693,0.7479649999986577,legacy,continuation,0.9921234114510948,-0.007876588548905161,6.283001670797554,0.039809261883408525,0.024118125432766955,0.9938931324038741,0.012687852530933186,False,False
4000,8000,4000,16.372460430715797,0.9999707757876269,global,,0,0.07832881058152316,-0.23942201780169964,nan,0.9843088635493584,0.07050878546263456,1.3978722883025084e-15,0.9921234090445706,0.01,2,1,1,continuation,1.3474170810069776e-15,0.9563134193302173,1.57282968144191e-36,-0.03757971307365682,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",,local_cpp_scan,0.6737565999992512,0.06645630000093661,0.0005759000014222693,0.7505040999985795,legacy,continuation,0.9921234114510948,-0.007876588548905161,6.283001670797554,0.0960848878931981,0.08039375144255653,0.9812052798729409,0.02489186054272363,False,False
4000,8000,4000,16.372460430715797,0.9999707757876269,plateau_0.08,0.08,12,0.08513055858540719,-0.280310615675211,0.024417844929246996,1.0697821497916429,0.036609417754874994,1.4573016983029156e-15,1.034302733536875,0.0,2,1,1,closest_to_a_nc,1.4553951656573154e-15,1.0329495944242137,1.4635977045638553e-36,0.0,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=12; no-contact case,local_cpp_scan,0.6737565999992512,0.06645630000093661,0.0005759000014222693,0.7525729999997566,legacy,continuation,1.0343027360457107,0.03430273604571066,6.283001670797554,-0.06978214979164288,0.0,nan,nan,False,False
4000,8000,4000,16.372460430715797,0.9999707757876269,plateau_0.08,0.08,12,0.08513055858540719,-0.280310615675211,0.024417844929246996,1.0697821497916429,0.036609417754874994,1.4573016983029156e-15,1.034302733536875,0.001,2,1,1,continuation,1.4553951656573154e-15,1.0329495944242137,1.4658809836524658e-36,0.0,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=12,local_cpp_scan,0.6737565999992512,0.06645630000093661,0.0005759000014222693,0.7552923999992345,legacy,continuation,1.0343027360457107,0.03430273604571066,6.283001670797554,-0.06174277464738723,0.008039375144255652,1.0329495944242137,0.0,False,False
4000,8000,4000,16.372460430715797,0.9999707757876269,plateau_0.08,0.08,12,0.08513055858540719,-0.280310615675211,0.024417844929246996,1.0697821497916429,0.036609417754874994,1.4573016983029156e-15,1.034302733536875,0.003,2,1,1,continuation,1.4368158650926508e-15,1.0197631544553216,1.4703504697792671e-36,-0.013186439968892127,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=12,local_cpp_scan,0.6737565999992512,0.06645630000093661,0.0005759000014222693,0.7579322000001412,legacy,continuation,1.0343027360457107,0.03430273604571066,6.283001670797554,-0.045664024358875926,0.024118125432766955,1.0329495944242137,0.013186439968892127,False,False
4000,8000,4000,16.372460430715797,0.9999707757876269,plateau_0.08,0.08,12,0.08513055858540719,-0.280310615675211,0.024417844929246996,1.0697821497916429,0.036609417754874994,1.4573016983029156e-15,1.034302733536875,0.01,2,1,1,continuation,1.400365775724919e-15,0.9938931324038741,1.4852261377175554e-36,-0.03905646202033963,True,drift,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=12,local_cpp_scan,0.6737565999992512,0.06645630000093661,0.0005759000014222693,0.7606402000001253,legacy,continuation,1.0343027360457107,0.03430273604571066,6.283001670797554,0.010611601650913655,0.08039375144255653,1.0197631544553216,0.025870022051447505,False,False
4000,8000,4000,16.372460430715797,0.9999707757876269,plateau_0.12,0.12,15,0.08092030434111575,-0.2548353032223342,0.022937675935839296,1.016874534577198,0.04234951772239723,1.4208082926849561e-15,1.008401968286494,0.0,2,1,1,closest_to_a_nc,1.4184737443796176e-15,1.0067450500954307,1.5212184244472172e-36,0.0,True,stable,True,"ideal.txt (3:1:1, 183 modes, k_max=250)",n_plateau=15; no-contact case,local_cpp_scan,0.6737565999992512,0.06645630000093661,0.0005759000014222693,0.7630634999986796,legacy,continuation,1.008401970732504,0.008401970732504038,6.283001670797554,-0.016874534577197897,0.0,nan,nan,True,False
