N_geom,N_int_target,N_int_actual,L_dimless,d_min_dimless,fit_method,plateau_frac,n_plateau,A_K,A_spread,A_ratio,a_fit_ref_dimless,a_nc_m,a_nc_over_rc,lambda_K,p_exp,root_count,min_root_count,root_choice,a_star_m,a_star_over_rc,E_star_J,delta_lambda_over_rc,is_min,status,notes
16000,2000,2000,16.37149808226001,0.9973881201505714,plateau_0.08,0.08,8,0.09216969041544062,0.03764645423636326,1.1582384891711752,0.05199430225180731,1.5163546726541507e-15,1.0762148872563786,0.003,2,1,1,closest_to_a_nc,1.4894208792243993e-15,1.057098944276726,1.4324489814840772e-36,-0.013669224769489174,True,inconclusive,n_plateau=8; Biot-Savart downsampled
16000,2000,2000,16.37149808226001,0.9973881201505714,plateau_0.08,0.08,8,0.09216969041544062,0.03764645423636326,1.1582384891711752,0.05199430225180731,1.5163546726541507e-15,1.0762148872563786,0.01,2,1,1,closest_to_a_nc,1.4516362712778649e-15,1.030281763366122,1.4492247882400596e-36,-0.040486405680093096,True,inconclusive,n_plateau=8; Biot-Savart downsampled
16000,2000,2000,16.37149808226001,0.9973881201505714,plateau_0.12,0.12,12,0.08652106558383829,0.03212794983186875,1.0872557760757882,0.0654930898510121,1.4691551412758935e-15,1.0427155752175317,0.0,2,1,1,closest_to_a_nc,1.4704072128089973e-15,1.0436042182560878,1.4876913275254129e-36,0.0,True,inconclusive,n_plateau=12; Biot-Savart downsampled; no-contact case
16000,2000,2000,16.37149808226001,0.9973881201505714,plateau_0.12,0.12,12,0.08652106558383829,0.03212794983186875,1.0872557760757882,0.0654930898510121,1.4691551412758935e-15,1.0427155752175317,0.001,2,1,1,closest_to_a_nc,1.4704072128089973e-15,1.0436042182560878,1.4900638635397987e-36,0.0,True,inconclusive,n_plateau=12; Biot-Savart downsampled
16000,2000,2000,16.37149808226001,0.9973881201505714,plateau_0.12,0.12,12,0.08652106558383829,0.03212794983186875,1.0872557760757882,0.0654930898510121,1.4691551412758935e-15,1.0427155752175317,0.003,2,1,1,closest_to_a_nc,1.4516362712778649e-15,1.030281763366122,1.4946576760546109e-36,-0.013322454889965751,True,inconclusive,n_plateau=12; Biot-Savart downsampled
16000,2000,2000,16.37149808226001,0.9973881201505714,plateau_0.12,0.12,12,0.08652106558383829,0.03212794983186875,1.0872557760757882,0.0654930898510121,1.4691551412758935e-15,1.0427155752175317,0.01,2,1,1,closest_to_a_nc,1.4148102081037235e-15,1.0041448983293404,1.509989860458764e-36,-0.03945931992674745,True,inconclusive,n_plateau=12; Biot-Savart downsampled
16000,2000,2000,16.37149808226001,0.9973881201505714,plateau_0.16,0.16,14,0.08652106558383829,0.03173658125680995,1.0872557760757882,0.07350473954008314,1.4691551412758935e-15,1.0427155752175317,0.0,2,1,1,closest_to_a_nc,1.4704072128089973e-15,1.0436042182560878,1.4935327290260617e-36,0.0,True,inconclusive,n_plateau=14; Biot-Savart downsampled; no-contact case
16000,2000,2000,16.37149808226001,0.9973881201505714,plateau_0.16,0.16,14,0.08652106558383829,0.03173658125680995,1.0872557760757882,0.07350473954008314,1.4691551412758935e-15,1.0427155752175317,0.001,2,1,1,closest_to_a_nc,1.4704072128089973e-15,1.0436042182560878,1.4959052650404474e-36,0.0,True,inconclusive,n_plateau=14; Biot-Savart downsampled
16000,2000,2000,16.37149808226001,0.9973881201505714,plateau_0.16,0.16,14,0.08652106558383829,0.03173658125680995,1.0872557760757882,0.07350473954008314,1.4691551412758935e-15,1.0427155752175317,0.003,2,1,1,closest_to_a_nc,1.4516362712778649e-15,1.030281763366122,1.5004990775552597e-36,-0.013322454889965751,True,inconclusive,n_plateau=14; Biot-Savart downsampled
16000,2000,2000,16.37149808226001,0.9973881201505714,plateau_0.16,0.16,14,0.08652106558383829,0.03173658125680995,1.0872557760757882,0.07350473954008314,1.4691551412758935e-15,1.0427155752175317,0.01,2,1,1,closest_to_a_nc,1.4148102081037235e-15,1.0041448983293404,1.515831261959413e-36,-0.03945931992674745,True,inconclusive,n_plateau=14; Biot-Savart downsampled
16000,4000,4000,16.37149808226001,0.9973852756688407,global,,0,0.07851422626951421,nan,0.9866388658023704,0.07041117970783432,1.3995257938760569e-15,0.9932969651699984,0.0,2,1,1,closest_to_a_nc,1.3967450240318207e-15,0.9913233464920131,1.5535006484427785e-36,0.0,True,stable,Biot-Savart downsampled; no-contact case
16000,4000,4000,16.37149808226001,0.9973852756688407,global,,0,0.07851422626951421,nan,0.9866388658023704,0.07041117970783432,1.3995257938760569e-15,0.9932969651699984,0.001,2,1,1,closest_to_a_nc,1.3967450240318207e-15,0.9913233464920131,1.5555382206340784e-36,0.0,True,stable,Biot-Savart downsampled
16000,4000,4000,16.37149808226001,0.9973852756688407,global,,0,0.07851422626951421,nan,0.9866388658023704,0.07041117970783432,1.3995257938760569e-15,0.9932969651699984,0.003,2,1,1,closest_to_a_nc,1.3789144401285312e-15,0.9786682993640179,1.5595483820436458e-36,-0.012655047127995256,True,drift,Biot-Savart downsampled
16000,4000,4000,16.37149808226001,0.9973852756688407,global,,0,0.07851422626951421,nan,0.9866388658023704,0.07041117970783432,1.3995257938760569e-15,0.9932969651699984,0.01,2,1,1,closest_to_a_nc,1.343933232171246e-15,0.9538407986105525,1.572913141967941e-36,-0.03748254788146066,True,drift,Biot-Savart downsampled
16000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.08,0.08,13,0.0809847813480265,0.025550924031765544,1.017684776542143,0.031622553265040605,1.421374227437646e-15,1.0088036338183413,0.0,2,1,1,closest_to_a_nc,1.4148061731631477e-15,1.0041420345777425,1.4989904302298082e-36,0.0,True,stable,n_plateau=13; Biot-Savart downsampled; no-contact case
16000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.08,0.08,13,0.0809847813480265,0.025550924031765544,1.017684776542143,0.031622553265040605,1.421374227437646e-15,1.0088036338183413,0.001,2,1,1,closest_to_a_nc,1.4148061731631477e-15,1.0041420345777425,1.5011062863835079e-36,0.0,True,stable,n_plateau=13; Biot-Savart downsampled
16000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.08,0.08,13,0.0809847813480265,0.025550924031765544,1.017684776542143,0.031622553265040605,1.421374227437646e-15,1.0088036338183413,0.003,2,1,1,closest_to_a_nc,1.3967450240318207e-15,0.9913233464920131,1.505319353081653e-36,-0.01281868808572939,True,stable,n_plateau=13; Biot-Savart downsampled
16000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.08,0.08,13,0.0809847813480265,0.025550924031765544,1.017684776542143,0.031622553265040605,1.421374227437646e-15,1.0088036338183413,0.01,2,1,1,closest_to_a_nc,1.3613114781009986e-15,0.9661748041841074,1.519278155335528e-36,-0.03796723039363514,True,drift,n_plateau=13; Biot-Savart downsampled
16000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.12,0.12,16,0.07953037512116964,0.023231081753001127,0.999408168871628,0.04230709278529342,1.4085531686733775e-15,0.9997040382149307,0.0,2,1,1,closest_to_a_nc,1.4148061731631477e-15,1.0041420345777425,1.53810215072646e-36,0.0,True,stable,n_plateau=16; Biot-Savart downsampled; no-contact case
