preferred_fit_method,N_geom_best,N_int_best,A_K_best,A_K_systematic_half_range,A_ratio_best,A_ratio_systematic_half_range,a0_over_rc_best,a0_over_rc_systematic_half_range,a_star_over_rc_provisional_center,a_star_over_rc_provisional_half_range,branch_mode,comment
plateau_0.12,16000,4000,0.07953037512116964,0.006827732072963284,0.999408168871628,0.08579981168440343,0.9997040382149307,0.04145896104319047,0.9913233464920131,0.038716400973874354,closest_to_a0,Quote A_K_best and a0_over_rc_best as the cleanest current estimates. Treat a_star_over_rc as provisional until branch sensitivity is reduced.
