a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.0012771951991899016,0.05316312200545236,-0.026414349540495312,0.026900898539487083,1,1,1,1,1,1,1,1,1
0.0016390903402246676,0.07974484762239102,0.0001673760764433485,0.0414669287481304,1,1,1,1,1,1,1,1,1
0.0021035290025533154,0.11695899423198074,0.037381522686033064,0.06344914314295177,1,1,1,1,1,1,1,1,1
0.002699567043983947,0.08544066686386242,0.005863195317914752,0.04949090555216222,1,1,1,1,1,1,1,1,1
0.003464493342434679,0.06733974172341683,-0.012237729822530838,0.04103703179594369,1,1,1,1,1,1,1,1,1
0.004446162634309292,0.08011589827343393,0.0005384267274862603,0.05091214141692028,1,1,1,1,1,1,1,1,1
0.005705989366062944,0.08274793775203476,0.0031704662060870886,0.05540556899821844,1,1,1,1,1,1,1,1,1
0.007322789858019062,0.0801448329517515,0.0005673614058038234,0.05681020905821629,1,1,1,1,1,1,1,1,1
0.009397713150963367,0.07538990498996874,-0.004187566555978933,0.05665848583897723,1,1,1,1,1,1,1,1,1
0.012060569015383575,0.0789059637477558,-0.0006715077981918754,0.06286264489105851,0,1,1,1,1,1,1,1,1
0.015477949011448531,0.07722461533805554,-0.0023528562078921345,0.0656500899018408,0,1,1,1,1,1,1,1,1
0.019863648663294965,0.07861830055788104,-0.0009591709880666377,0.07153089763509345,0,1,1,1,1,1,1,1,1
0.025492042771750538,0.08013682107574621,0.000559349529798539,0.07852983373895096,0,0,1,1,1,1,1,1,1
0.03271525064161918,0.08058325210402043,0.0010057805580727525,0.08569709075424765,0,0,1,1,1,1,1,1,1
0.041985165101402655,0.07973355241005368,0.00015608086410601185,0.09274111237277896,0,0,0,1,1,1,1,1,1
0.053881723478209465,0.07976849515615395,0.0001910236102062729,0.10226602006165168,0,0,0,1,1,1,1,1,1
0.06914918919504823,0.07932158661115019,-0.0002558849347974873,0.11327750741350108,0,0,0,0,1,1,1,1,1
0.08874271381215797,0.07917733926931386,-0.00040013227663381057,0.12751623166355625,0,0,0,0,0,1,1,1,1
0.1138880924913364,0.07926413226427761,-0.0003133392816700581,0.14631333859711057,0,0,0,0,0,0,1,1,1
0.14615845125910723,0.07922938277924346,-0.0003480887667042104,0.1713148410026932,0,0,0,0,0,0,0,0,1
0.18757266371886852,0.0782120965897661,-0.001365374956181567,0.20407653965534425,0,0,0,0,0,0,0,0,0
0.24072165428339817,0.07768008280546347,-0.0018973887404842016,0.25465811943304384,0,0,0,0,0,0,0,0,0
0.3089304896143393,0.07684860835828428,-0.0027288631876633967,0.33800905145786425,0,0,0,0,0,0,0,0,0
