a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.008570061940455608,0.07992648544864236,0.000349013902694692,0.03897599026102467,1,1,1,1,1,1,1,1,1
0.010106160324095536,0.1206601690443133,0.04108269749836563,0.06122603466752674,0,1,1,1,1,1,1,1,1
0.011917589068311103,-0.0,-0.07957747154594767,0.0,0,0,0,0,0,0,0,0,0
0.014053698402398878,0.09652513583217452,0.01694766428622685,0.05217369416850497,0,1,1,1,1,1,1,1,1
0.016572684093526833,0.08043456141703557,0.0008570898710879016,0.04586961626022331,0,1,1,1,1,1,1,1,1
0.019543172921439363,0.12926092849926668,0.04968345695331901,0.07725773188218378,0,1,1,1,1,1,1,1,1
0.02304609233373741,0.053614741052530834,-0.02596273049341684,0.03472789668591028,0,0,1,1,1,1,1,1,1
0.027176875218276123,0.09211071640682976,0.012533244860882087,0.06180942067076557,0,0,1,1,1,1,1,1,1
0.03204805985909082,0.07730911208636021,-0.002268359459587463,0.055294779493453856,0,0,1,1,1,1,1,1,1
0.03779235590856932,0.06660611931486132,-0.01297135223108635,0.050427943884907726,0,0,1,1,1,1,1,1,1
0.04456625990464849,0.0852897052280631,0.005712233682115431,0.06800264693946809,0,0,0,1,1,1,1,1,1
0.05255431883351641,0.07242255978414487,-0.007154911761802801,0.06195671686912395,0,0,0,1,1,1,1,1,1
0.06197415789353263,0.08218914167786391,0.0026116701319162383,0.07495594643470686,0,0,0,0,1,1,1,1,1
0.073082409435836,0.08618379163448335,0.006606320088535678,0.08496788895922512,0,0,0,0,1,1,1,1,1
0.08618170460860007,0.07299922325049403,-0.0065782482954536425,0.07865224719863304,0,0,0,0,0,1,1,1,1
0.10162891818399769,0.07515683352026171,-0.004420638025685958,0.08788966109743766,0,0,0,0,0,0,1,1,1
0.11984489118841382,0.08433826758972528,0.004760796043777604,0.10813010204507136,0,0,0,0,0,0,1,1,1
0.14132589621744382,0.0798549333395343,0.0002774617935866336,0.11479479120249338,0,0,0,0,0,0,0,0,1
0.16665715779459633,0.07517462025132905,-0.0044028512946186205,0.12208089741567911,0,0,0,0,0,0,0,0,0
0.19652879611984916,0.08232436795471178,0.0027468964087641046,0.15228263269706652,0,0,0,0,0,0,0,0,0
0.23175462857659246,0.07488250393256031,-0.004694967613387363,0.16339969764080442,0,0,0,0,0,0,0,0,0
0.27329434122173235,0.08013251281034535,0.0005550412643976765,0.20900738664700938,0,0,0,0,0,0,0,0,0
0.3222796342949262,0.07468855144513363,-0.004888920100814043,0.24628302660613033,0,0,0,0,0,0,0,0,0
