knot_id,mode,N_geom,N_int_target,N_int_actual,R_t_over_r_t,L_dimless,d_min_dimless,fit_method,plateau_frac,n_plateau,A_K,A_ratio,a_K,closure_x_from_A,lambda_K,p_exp,candidate_index,candidate_count,candidate_selected,selected_root_choice,candidate_is_min,a_candidate_m,a_candidate_over_rc,E_candidate_J,ideal_source,bs_backend
6:1:1,ideal,4000,2000,2000,nan,28.358978810844178,0.9998275168835099,global,,0,0.07874845245036306,0.9895822387985029,-0.3235318732508464,0.9947774820523949,0.0,2,0,1,True,lowest_energy,True,1.401611797999535e-15,0.9947774820523949,2.0499556607590503e-36,"ideal.txt (6:1:1, 240 modes, k_max=256)",local_cpp_scan
6:1:1,ideal,4000,2000,2000,nan,28.358978810844178,0.9998275168835099,global,,0,0.07874845245036306,0.9895822387985029,-0.3235318732508464,0.9947774820523949,0.001,2,0,1,True,continuation,True,1.396079584104259e-15,0.9908510583330936,2.0534753958123668e-36,"ideal.txt (6:1:1, 240 modes, k_max=256)",local_cpp_scan
6:1:1,ideal,4000,2000,2000,nan,28.358978810844178,0.9998275168835099,plateau_0.06,0.06,2,0.16776684859624813,2.108220396263537,-0.8707277128149487,1.4519712105491407,0.0,2,0,1,True,lowest_energy,True,2.0457841233625286e-15,1.4519712105491407,3.3119396064804047e-37,"ideal.txt (6:1:1, 240 modes, k_max=256)",local_cpp_scan
6:1:1,ideal,4000,2000,2000,nan,28.358978810844178,0.9998275168835099,plateau_0.06,0.06,2,0.16776684859624813,2.108220396263537,-0.8707277128149487,1.4519712105491407,0.001,2,0,1,True,continuation,True,2.029560332495294e-15,1.440456565872714,3.4319175933180847e-37,"ideal.txt (6:1:1, 240 modes, k_max=256)",local_cpp_scan
6:1:1,ideal,4000,2000,2000,nan,28.358978810844178,0.9998275168835099,plateau_0.08,0.08,3,0.1732642684053134,2.1773030110069707,-0.9047105863024103,1.4755687076537543,0.0,2,0,1,True,lowest_energy,True,2.0790322928695906e-15,1.4755687076537543,2.061900065891382e-37,"ideal.txt (6:1:1, 240 modes, k_max=256)",local_cpp_scan
6:1:1,ideal,4000,2000,2000,nan,28.358978810844178,0.9998275168835099,plateau_0.08,0.08,3,0.1732642684053134,2.1773030110069707,-0.9047105863024103,1.4755687076537543,0.001,2,0,1,True,continuation,True,2.061867972654549e-15,1.463386533339133,2.189238991179879e-37,"ideal.txt (6:1:1, 240 modes, k_max=256)",local_cpp_scan
6:1:1,ideal,4000,2000,2000,nan,28.358978810844178,0.9998275168835099,plateau_0.10,0.1,4,0.15874632533615196,1.994865157841721,-0.8037450274677731,1.4123969547693456,0.0,2,0,1,True,lowest_energy,True,1.9900251774688473e-15,1.4123969547693456,7.179922923045079e-37,"ideal.txt (6:1:1, 240 modes, k_max=256)",local_cpp_scan
6:1:1,ideal,4000,2000,2000,nan,28.358978810844178,0.9998275168835099,plateau_0.10,0.1,4,0.15874632533615196,1.994865157841721,-0.8037450274677731,1.4123969547693456,0.001,2,0,1,True,continuation,True,1.9752582923614914e-15,1.401916331813818,7.288450745461444e-37,"ideal.txt (6:1:1, 240 modes, k_max=256)",local_cpp_scan
6:1:1,ideal,4000,2000,2000,nan,28.358978810844178,0.9998275168835099,plateau_0.12,0.12,6,0.13384674509784494,1.6819678044251813,-0.6444063068098721,1.2969070145639514,0.0,2,0,1,True,lowest_energy,True,1.8273032967843633e-15,1.2969070145639514,1.3418151860534143e-36,"ideal.txt (6:1:1, 240 modes, k_max=256)",local_cpp_scan
6:1:1,ideal,4000,2000,2000,nan,28.358978810844178,0.9998275168835099,plateau_0.12,0.12,6,0.13384674509784494,1.6819678044251813,-0.6444063068098721,1.2969070145639514,0.001,2,0,1,True,continuation,True,1.816055714526843e-15,1.2889241753974414,1.3498799611527984e-36,"ideal.txt (6:1:1, 240 modes, k_max=256)",local_cpp_scan
