dataset,quantity,fit_method,lambda_K,n_points,Nint_min,Nint_max,alpha_best,y_inf,target,y_inf_minus_target,rms_fit,sse_fit,last2_half_range,method,tail_points,tail_enough,tail_err_contracting,tail_step_contracting,tail_sign_changes,tail_last_abs_err,tail_prev_abs_err,tail_last_step,tail_prev_step,tail_quasi_monotone,root_choice_summary,raw_n_vals,raw_y_vals
main_no_contact,A_K,plateau_0.12,0.0,10,24000.0,96000.0,3.22,0.07972089966359354,0.07957747154594767,0.00014342811764586627,0.00036337313972977956,1.3204003867707792e-06,7.489622782758804e-05,powerlaw_gridsearch,4,True,False,True,2.0,2.5634079174746693e-05,0.00012415837648042938,0.00014979245565517607,0.0003049766545329957,False,,24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.0779903664063;0.0789799499463;0.0793850038004;0.0803123648568;0.0796406649727;0.0788913393899;0.0795447846695;0.080006606577;0.0797016299224;0.0795518374668
main_no_contact,a_nc_over_rc,plateau_0.12,0.0,10,24000.0,96000.0,3.22,1.0009015960357832,1.0,0.0009015960357832142,0.002283010506439467,5.212136972512991e-05,0.0004704413403063823,powerlaw_gridsearch,4,True,False,True,2.0,0.0001610766424762211,0.0007798060381365435,0.0009408826806127646,0.0019129035410840878,False,,24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.989977701068;0.99623858695;0.998789957387;1.00460685928;1.00039697721;0.995679571467;0.999794601204;1.00269270958;1.00077980604;0.999838923358
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.0,10,24000.0,96000.0,3.22,1.0009015960357832,1.0,0.0009015960357832142,0.002283010506439467,5.212136972512991e-05,0.0004704413403063823,powerlaw_gridsearch,4,True,False,True,2.0,0.0001610766424762211,0.0007798060381365435,0.0009408826806127646,0.0019129035410840878,False,targeted_x_nc:10,24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.989977701068;0.99623858695;0.998789957387;1.00460685928;1.00039697721;0.995679571467;0.999794601204;1.00269270958;1.00077980604;0.999838923358
shiftfree_postcheck,F_at_x1,plateau_0.12,0.0,10,24000.0,96000.0,3.22,-0.0018023708828576125,0.0,-0.0018023708828576125,0.004566281545147757,0.00020850927149556985,0.0009411737564988809,powerlaw_gridsearch,4,True,False,True,2.0,0.0003221273392676194,0.0015602201737301424,0.0018823475129977618,0.0038324496695891774,False,targeted_x_nc:10,24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.0199441513886;0.00750867787149;0.00241862102242;-0.0092349417059;-0.000794112020396;0.00862219096281;0.000410755403517;-0.00539266984332;-0.00156022017373;0.000322127339268
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.001,10,24000.0,96000.0,3.22,1.0008929706232474,1.0,0.0008929706232474466,0.002261146096017947,5.112781667537202e-05,0.00046593346625262155,powerlaw_gridsearch,4,True,False,True,2.0,0.0001595344973522872,0.0007723324351529559,0.0009318669325052431,0.0018945158661951567,False,targeted_x_nc:10,24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.990072619456;0.996274456055;0.998801528928;1.00456252048;1.00039317422;0.995720746123;0.999796567592;1.0026668483;1.00077233244;0.999840465503
shiftfree_postcheck,F_at_x1,plateau_0.12,0.001,10,24000.0,96000.0,3.22,-0.0018023708828576125,0.0,-0.0018023708828576125,0.004566281545147757,0.00020850927149556985,0.0009411737564988809,powerlaw_gridsearch,4,True,False,True,2.0,0.0003221273392676194,0.0015602201737301424,0.0018823475129977618,0.0038324496695891774,False,targeted_x_nc:10,24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.0199441513886;0.00750867787149;0.00241862102242;-0.0092349417059;-0.000794112020396;0.00862219096281;0.000410755403517;-0.00539266984332;-0.00156022017373;0.000322127339268
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.003,10,24000.0,96000.0,3.22,1.0008762051161657,1.0,0.000876205116165707,0.0022186503736855347,4.922409480654963e-05,0.00045717225959412966,powerlaw_gridsearch,4,True,False,True,2.0,0.0001565371080075595,0.0007578074111806998,0.0009143445191882593,0.001858786564408188,False,targeted_x_nc:10,24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.990257244463;0.996344192027;0.998824021737;1.00447637277;1.00038578285;0.995800800407;0.999800389575;1.00261659398;1.00075780741;0.999843462892
shiftfree_postcheck,F_at_x1,plateau_0.12,0.003,10,24000.0,96000.0,3.22,-0.0018023708828576125,0.0,-0.0018023708828576125,0.004566281545147757,0.00020850927149556985,0.0009411737564988809,powerlaw_gridsearch,4,True,False,True,2.0,0.0003221273392676194,0.0015602201737301424,0.0018823475129977618,0.0038324496695891774,False,targeted_x_nc:10,24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.0199441513886;0.00750867787149;0.00241862102242;-0.0092349417059;-0.000794112020396;0.00862219096281;0.000410755403517;-0.00539266984332;-0.00156022017373;0.000322127339268
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.01,10,24000.0,96000.0,3.22,1.0008221733938527,1.0,0.0008221733938527098,0.002081720530405341,4.333560366711096e-05,0.0004289445432082428,powerlaw_gridsearch,4,True,False,True,2.0,0.00014687831250925765,0.000711010773907228,0.0008578890864164856,0.0017437364073571437,False,targeted_x_nc:10,24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.99085334913;0.996569071299;0.998896517861;1.00419903652;1.00036196755;0.996058982118;0.99981270565;1.00245474718;1.00071101077;0.999853121687
shiftfree_postcheck,F_at_x1,plateau_0.12,0.01,10,24000.0,96000.0,3.22,-0.0018023708828576125,0.0,-0.0018023708828576125,0.004566281545147757,0.00020850927149556985,0.0009411737564988809,powerlaw_gridsearch,4,True,False,True,2.0,0.0003221273392676194,0.0015602201737301424,0.0018823475129977618,0.0038324496695891774,False,targeted_x_nc:10,24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.0199441513886;0.00750867787149;0.00241862102242;-0.0092349417059;-0.000794112020396;0.00862219096281;0.000410755403517;-0.00539266984332;-0.00156022017373;0.000322127339268
