fit_method,n_main_rows,A_inf,A_inf_minus_target,A_alpha,A_tail_quasi_monotone,anc_inf,anc_inf_minus_1,anc_alpha,anc_tail_quasi_monotone,theorem_no_contact_ok,n_shiftfree_rows,astar_inf,astar_inf_minus_1,astar_alpha,astar_tail_quasi_monotone,F1_inf,F1_inf_minus_0,F1_alpha,F1_tail_quasi_monotone,shiftfree_root_choice_summary,theorem_shiftfree_ok
plateau_0.04,10,0.07999037174172532,0.0004129001957776518,3.22,False,1.0025742340434056,0.002574234043405621,3.22,False,False,10,1.0025742340434056,0.002574234043405621,3.22,False,-0.0051886568868832255,-0.0051886568868832255,3.22,False,targeted_x_nc:10,False
plateau_0.06,10,0.07965120888070458,7.373733475690702e-05,3.04,False,1.0004451145036017,0.0004451145036017401,3.0500000000000003,False,False,10,1.0004451145036017,0.0004451145036017401,3.0500000000000003,False,-0.0009266106766703342,-0.0009266106766703342,3.04,False,targeted_x_nc:10,False
plateau_0.08,10,0.08002444950921056,0.0004469779632628873,2.42,False,1.002810444879834,0.002810444879834062,2.42,False,False,10,1.002810444879834,0.002810444879834062,2.42,False,-0.0056168907428127395,-0.0056168907428127395,2.42,False,targeted_x_nc:10,False
plateau_0.10,10,0.0796995476855979,0.00012207613965022068,2.08,False,1.0007593601662157,0.0007593601662156946,2.08,False,False,10,1.0007593601662157,0.0007593601662156946,2.08,False,-0.00153405401401491,-0.00153405401401491,2.08,False,targeted_x_nc:10,False
plateau_0.12,10,0.07972089966359354,0.00014342811764586627,3.22,False,1.0009015960357832,0.0009015960357832142,3.22,False,False,10,1.0009015960357832,0.0009015960357832142,3.22,False,-0.0018023708828576125,-0.0018023708828576125,3.22,False,targeted_x_nc:10,False
