fit_method,n_main_rows,A_inf,A_inf_minus_target,A_alpha,A_tail_quasi_monotone,anc_inf,anc_inf_minus_1,anc_alpha,anc_tail_quasi_monotone,theorem_no_contact_ok,n_shiftfree_rows,astar_inf,astar_inf_minus_1,astar_alpha,astar_tail_quasi_monotone,F1_inf,F1_inf_minus_0,F1_alpha,F1_tail_quasi_monotone,shiftfree_root_choice_summary,theorem_shiftfree_ok
plateau_0.04,3,0.07984054302291782,0.00026307147697014754,3.27,False,1.001651680876678,0.0016516808766779967,3.27,False,False,3,1.001651680876678,0.0016516808766779967,3.27,False,-0.0033058536776735914,-0.0033058536776735914,3.27,False,targeted_x_nc:3,False
plateau_0.06,3,0.07970441815441341,0.0001269466084657389,3.27,False,1.0007973707512339,0.0007973707512338724,3.27,False,False,3,1.000797370751234,0.0007973707512340944,3.27,False,-0.0015952581302161489,-0.0015952581302161489,3.27,False,targeted_x_nc:3,False
plateau_0.08,3,0.08026887448527133,0.0006914029393236543,0.25,False,1.0043445045950388,0.004344504595038767,0.25,False,False,3,1.0043445045950388,0.004344504595038767,0.25,False,-0.008688425579397448,-0.008688425579397448,0.25,False,targeted_x_nc:3,False
plateau_0.10,3,0.0796337132987892,5.624175284152377e-05,2.16,True,1.0003536144470395,0.0003536144470395186,2.16,True,True,3,1.0003536144470395,0.0003536144470395186,2.16,True,-0.0007067547102078007,-0.0007067547102078007,2.16,True,targeted_x_nc:3,True
plateau_0.12,3,0.07956534088927071,-1.2130656676961893e-05,2.44,True,0.9999239065953988,-7.60934046012407e-05,2.44,True,True,3,0.9999239065953988,-7.60934046012407e-05,2.44,True,0.00015243832759851406,0.00015243832759851406,2.44,True,targeted_x_nc:3,True
