dataset,quantity,fit_method,lambda_K,n_points,Nint_min,Nint_max,alpha_best,y_inf,target,y_inf_minus_target,rms_fit,sse_fit,last2_half_range,method,tail_points,tail_enough,tail_err_contracting,tail_step_contracting,tail_sign_changes,tail_last_abs_err,tail_prev_abs_err,tail_last_step,tail_prev_step,tail_quasi_monotone,root_choice_summary,raw_n_vals,raw_y_vals
main_no_contact,A_K,plateau_0.12,0.0,12,8000.0,96000.0,3.59,0.0795814924275493,0.07957747154594767,4.020881601632387e-06,2.8954106259042836e-05,1.0060083231119321e-08,2.5918723117933362e-05,powerlaw_gridsearch,4,True,False,False,3.0,9.171389633161331e-06,4.266605660270539e-05,5.1837446235866724e-05,5.13946074697097e-05,False,,8000;16000;24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.0795219560101;0.0795785319493;0.0796556028794;0.079561931574;0.0795491921164;0.0795504026228;0.0795723132296;0.0795752550212;0.0795905523086;0.0795687429951;0.0796201376026;0.0795683001563
main_no_contact,a_nc_over_rc,plateau_0.12,0.0,12,8000.0,96000.0,3.59,1.0000252463588772,1.0,2.5246358877240027e-05,0.0001818972292730009,3.9703922420633585e-07,0.00016283500876107526,powerlaw_gridsearch,4,True,False,False,3.0,5.76272010365253e-05,0.0002680428164856252,0.0003256700175221505,0.00032288742301156415,False,,8000;16000;24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.999651124744;1.00000666269;1.00049079321;0.999902354709;0.999822299315;0.999829906474;0.999967588817;0.999986073067;1.00008218548;0.999945155393;1.00026804282;0.999942372799
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.0,12,8000.0,96000.0,3.59,1.0000252463588772,1.0,2.5246358877240027e-05,0.0001818972292730009,3.9703922420633585e-07,0.00016283500876107526,powerlaw_gridsearch,4,True,False,False,3.0,5.76272010365253e-05,0.0002680428164856252,0.0003256700175221505,0.00032288742301156415,False,targeted_x_nc:12,8000;16000;24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.999651124744;1.00000666269;1.00049079321;0.999902354709;0.999822299315;0.999829906474;0.999967588817;0.999986073067;1.00008218548;0.999945155393;1.00026804282;0.999942372799
shiftfree_postcheck,F_at_x1,plateau_0.12,0.0,12,8000.0,96000.0,3.59,-5.052788840230514e-05,0.0,-5.052788840230514e-05,0.00036384803005865744,1.5886246677307888e-06,0.00032570428055084255,powerlaw_gridsearch,4,True,False,False,3.0,0.00011525108117893534,0.0005361574799227498,0.0006514085611016851,0.0006458436850438343,False,targeted_x_nc:12,8000;16000;24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.00069762879798;-1.33254209933e-05;-0.000981827292226;0.000195281046754;0.000355369792987;0.000340158120691;6.48213149472e-05;2.78536720119e-05;-0.000164377711854;0.000109686205121;-0.000536157479923;0.000115251081179
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.001,12,8000.0,96000.0,3.59,1.0000248282200268,1.0,2.4828220026806846e-05,0.0001788820834809027,3.839855974856236e-07,0.00016013169687140172,powerlaw_gridsearch,4,True,False,False,3.0,5.667118527152848e-05,0.00026359220847127496,0.00032026339374280344,0.0003175268294286493,False,targeted_x_nc:12,8000;16000;24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.999656881727;1.00000655223;1.00048266265;0.999903973382;0.999825247271;0.999832725863;0.999968126471;0.999986304205;1.00008082213;0.999946065379;1.00026359221;0.999943328815
shiftfree_postcheck,F_at_x1,plateau_0.12,0.001,12,8000.0,96000.0,3.59,-5.052788840230514e-05,0.0,-5.052788840230514e-05,0.00036384803005865744,1.5886246677307888e-06,0.00032570428055084255,powerlaw_gridsearch,4,True,False,False,3.0,0.00011525108117893534,0.0005361574799227498,0.0006514085611016851,0.0006458436850438343,False,targeted_x_nc:12,8000;16000;24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.00069762879798;-1.33254209933e-05;-0.000981827292226;0.000195281046754;0.000355369792987;0.000340158120691;6.48213149472e-05;2.78536720119e-05;-0.000164377711854;0.000109686205121;-0.000536157479923;0.000115251081179
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.003,12,8000.0,96000.0,3.59,1.0000240322558942,1.0,2.403225589420188e-05,0.00017314218804271984,3.5973860736264656e-07,0.00015498578590761314,powerlaw_gridsearch,4,True,False,False,3.0,5.4851248823095666e-05,0.0002551203229921306,0.0003099715718152263,0.0003073226464301859,False,targeted_x_nc:12,8000;16000;24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.99966784423;1.00000634194;1.00046718441;0.999907054922;0.999830859261;0.999838093319;0.999969149986;0.999986744204;1.00007822678;0.999947797677;1.00025512032;0.999945148751
shiftfree_postcheck,F_at_x1,plateau_0.12,0.003,12,8000.0,96000.0,3.59,-5.052788840230514e-05,0.0,-5.052788840230514e-05,0.00036384803005865744,1.5886246677307888e-06,0.00032570428055084255,powerlaw_gridsearch,4,True,False,False,3.0,0.00011525108117893534,0.0005361574799227498,0.0006514085611016851,0.0006458436850438343,False,targeted_x_nc:12,8000;16000;24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.00069762879798;-1.33254209933e-05;-0.000981827292226;0.000195281046754;0.000355369792987;0.000340158120691;6.48213149472e-05;2.78536720119e-05;-0.000164377711854;0.000109686205121;-0.000536157479923;0.000115251081179
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.01,12,8000.0,96000.0,3.59,1.0000216084188611,1.0,2.160841886111875e-05,0.00015566152730805383,2.907661330065119e-07,0.00013931695723579107,powerlaw_gridsearch,4,True,False,False,3.0,4.930891118815062e-05,0.00022932500328343153,0.00027863391447158214,0.00027625198230019077,False,targeted_x_nc:12,8000;16000;24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.999701253738;1.00000570149;1.00042004403;0.999916440277;0.999847950134;0.999854441241;0.999972266958;0.999988084072;1.0000703232;0.999953073021;1.000229325;0.999950691089
shiftfree_postcheck,F_at_x1,plateau_0.12,0.01,12,8000.0,96000.0,3.59,-5.052788840230514e-05,0.0,-5.052788840230514e-05,0.00036384803005865744,1.5886246677307888e-06,0.00032570428055084255,powerlaw_gridsearch,4,True,False,False,3.0,0.00011525108117893534,0.0005361574799227498,0.0006514085611016851,0.0006458436850438343,False,targeted_x_nc:12,8000;16000;24000;32000;40000;48000;56000;64000;72000;80000;88000;96000,0.00069762879798;-1.33254209933e-05;-0.000981827292226;0.000195281046754;0.000355369792987;0.000340158120691;6.48213149472e-05;2.78536720119e-05;-0.000164377711854;0.000109686205121;-0.000536157479923;0.000115251081179
