N_geom,N_int_actual,fit_method,plateau_frac,p_exp,lambda_K,A_K,A_ratio,a_nc_over_rc,a_star_over_rc,is_min,E_star_J,root_count,min_root_count,root_choice,continuation_prev_a_star_over_rc,continuation_jump,beta_dimless,contact_model,postcheck_root_selection_mode,postcheck_contact_model,contact_force_at_x1,F_at_x1,legacy_contact_model,legacy_a_star_over_rc,legacy_F_at_x1,delta_a_star_vs_legacy,theorem_candidate_full_model
32000,32000,plateau_0.04,0.04,2,0.0,0.07944170904917353,0.9982939581500053,0.999146614941974,0.999146614941974,True,1.5589993768484334e-36,1,1,targeted_x_nc,nan,nan,6.266754097922278,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.0017060418499946772,legacy,0.999146614941974,0.0017060418499946772,0.0,True
32000,32000,plateau_0.04,0.04,2,0.001,0.07944170904917353,0.9982939581500053,0.999146614941974,0.9991548539190096,True,1.5589993821730678e-36,1,1,targeted_x_nc,nan,nan,6.266754097922278,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.0017060418499946772,legacy,0.9951464862821845,0.009816579821526757,0.004008367636825105,True
32000,32000,plateau_0.04,0.04,2,0.003,0.07944170904917353,0.9982939581500053,0.999146614941974,0.999170864271953,True,1.558999392519829e-36,1,1,targeted_x_nc,nan,nan,6.266754097922278,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.0017060418499946772,legacy,0.9874137655402283,0.026037655764590918,0.011757098731724702,True
32000,32000,plateau_0.04,0.04,2,0.01,0.07944170904917353,0.9982939581500053,0.999146614941974,0.9992224257741439,True,1.558999425839009e-36,1,1,targeted_x_nc,nan,nan,6.266754097922278,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.0017060418499946772,legacy,0.9627661298231289,0.08281142156531547,0.03645629595101496,True
32000,32000,plateau_0.06,0.06,2,0.0,0.0795375377263635,0.9994981768230584,0.9997490569253158,0.9997490569253158,True,1.5492397381628376e-36,1,1,targeted_x_nc,nan,nan,6.266754097922278,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.0005018231769415848,legacy,0.9997490569253158,0.0005018231769415848,0.0,True
32000,32000,plateau_0.06,0.06,2,0.001,0.0795375377263635,0.9994981768230584,0.9997490569253158,0.9997514812605979,True,1.5492397386234652e-36,1,1,targeted_x_nc,nan,nan,6.266754097922278,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.0005018231769415848,legacy,0.9957431837519243,0.008612361148473665,0.004008297508673597,True
32000,32000,plateau_0.06,0.06,2,0.003,0.0795375377263635,0.9994981768230584,0.9997490569253158,0.9997561921207156,True,1.549239739518528e-36,1,1,targeted_x_nc,nan,nan,6.266754097922278,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.0005018231769415848,legacy,0.9879996807171938,0.024833437091537826,0.011756511403521852,True
32000,32000,plateau_0.06,0.06,2,0.01,0.0795375377263635,0.9994981768230584,0.9997490569253158,0.999771361642652,True,1.5492397424006674e-36,1,1,targeted_x_nc,nan,nan,6.266754097922278,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.0005018231769415848,legacy,0.963320249033418,0.08160720289226238,0.03645111260923406,True
32000,32000,plateau_0.08,0.08,2,0.0,0.07950562648987464,0.9990971683985768,0.999548482265156,0.999548482265156,True,1.550039857193141e-36,1,1,targeted_x_nc,nan,nan,6.266754097922278,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.0009028316014231264,legacy,0.999548482265156,0.0009028316014231264,0.0,True
32000,32000,plateau_0.08,0.08,2,0.001,0.07950562648987464,0.9990971683985768,0.999548482265156,0.9995528433645166,True,1.5500398586841525e-36,1,1,targeted_x_nc,nan,nan,6.266754097922278,barrier_flat_at_rc,targeted_x_nc,barrier_flat_at_rc,0.0,0.0009028316014231264,legacy,0.9955445224981186,0.009013369572955206,0.0040083208663979075,True
