knot_id,mode,N_geom,N_int_target,N_int_actual,R_t_over_r_t,L_dimless,d_min_dimless,fit_method,plateau_frac,n_plateau,A_K,A_spread,A_ratio,a_K,a_fit_ref,a_nc_m,a_nc_over_rc,lambda_K,p_exp,root_count,min_root_count,root_choice,a_star_m,a_star_over_rc,E_star_J,delta_lambda_over_rc,is_min,status,uses_local_sst_core,ideal_source,notes,bs_backend,t_geometry_s,t_scan_s,t_fit_s,t_total_block_s,contact_model,root_selection_mode,closure_x_from_A,closure_x_minus_1,beta_dimless,F_at_x1,contact_force_at_x1,continuation_prev_a_star_over_rc,continuation_jump,theorem_candidate_no_contact,theorem_candidate_full_model,root_solver_space,F_at_root,root_xtol,root_rtol
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.02,0.02,11,0.079630105377193,0.01867546878212137,1.0006614162302825,-0.24584283066529533,0.005618933932999246,1.4094360508466566e-15,1.0003306534492895,0.003,2,1,1,continuation,1.3928590219757241e-15,0.9885653022559903,1.5559816215211985e-36,0.011434697744009736,True,stable,True,fallback hardcoded 30-mode coefficients,,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.04417029999604,legacy,continuation,1.0003306534492895,0.00033065344928950857,6.266754097922278,0.023670197684313755,0.02433161391459624,0.9963192272597304,0.00775392500374017,True,False,dimensionless_x,4.3576253716537394e-15,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.02,0.02,11,0.079630105377193,0.01867546878212137,1.0006614162302825,-0.24584283066529533,0.005618933932999246,1.4094360508466566e-15,1.0003306534492895,0.01,2,1,1,continuation,1.3580431454924463e-15,0.9638551435708864,1.5696106656240438e-36,0.03614485642911358,True,drift,True,fallback hardcoded 30-mode coefficients,,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.06352910000714,legacy,continuation,1.0003306534492895,0.00033065344928950857,6.266754097922278,0.08044396348503831,0.0811053797153208,0.9885653022559903,0.024710158685103845,True,False,dimensionless_x,9.71445146547012e-17,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.04,0.04,14,0.07944170904917353,0.016572109961000347,0.9982939581500053,-0.24400428377077182,0.00900740847103115,1.4077677759097178e-15,0.999146614941974,0.0,2,1,1,closest_to_a_nc,1.4077677759097178e-15,0.999146614941974,1.5589993768484334e-36,0.0008533850580260127,True,stable,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.07897770000272,legacy,continuation,0.999146614941974,-0.0008533850580260127,6.266754097922278,0.0017060418499946772,0.0,nan,nan,True,False,dimensionless_x,-1.1102230246251565e-16,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.04,0.04,14,0.07944170904917353,0.016572109961000347,0.9982939581500053,-0.24400428377077182,0.00900740847103115,1.4077677759097178e-15,0.999146614941974,0.001,2,1,1,continuation,1.4021317139519122e-15,0.9951464862821845,1.5610721770952495e-36,0.004853513717815505,True,stable,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.09833000000799,legacy,continuation,0.999146614941974,-0.0008533850580260127,6.266754097922278,0.009816579821526757,0.00811053797153208,0.999146614941974,0.0040001286597894925,True,False,dimensionless_x,3.5388358909926865e-16,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.04,0.04,14,0.07944170904917353,0.016572109961000347,0.9982939581500053,-0.24400428377077182,0.00900740847103115,1.4077677759097178e-15,0.999146614941974,0.003,2,1,1,continuation,1.3912365410935556e-15,0.9874137655402283,1.5651465324141156e-36,0.012586234459771695,True,stable,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.11764910000784,legacy,continuation,0.999146614941974,-0.0008533850580260127,6.266754097922278,0.026037655764590918,0.02433161391459624,0.9951464862821845,0.007732720741956189,True,False,dimensionless_x,4.909267437014364e-15,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.04,0.04,14,0.07944170904917353,0.016572109961000347,0.9982939581500053,-0.24400428377077182,0.00900740847103115,1.4077677759097178e-15,0.999146614941974,0.01,2,1,1,continuation,1.356508757607136e-15,0.9627661298231289,1.5787302376573964e-36,0.037233870176871076,True,drift,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.1373947999964,legacy,continuation,0.999146614941974,-0.0008533850580260127,6.266754097922278,0.08281142156531547,0.0811053797153208,0.9874137655402283,0.02464763571709938,True,False,dimensionless_x,0.0,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.06,0.06,16,0.0795375377263635,0.015502028168663572,0.9994981768230584,-0.2454742160969392,0.011404410038973415,1.408616598693402e-15,0.9997490569253158,0.0,2,1,1,closest_to_a_nc,1.408616598693402e-15,0.9997490569253158,1.5492397381628376e-36,0.00025094307468420674,True,stable,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.15241999999853,legacy,continuation,0.9997490569253158,-0.00025094307468420674,6.266754097922278,0.0005018231769415848,0.0,nan,nan,True,True,dimensionless_x,-1.1102230246251565e-16,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.06,0.06,16,0.0795375377263635,0.015502028168663572,0.9994981768230584,-0.2454742160969392,0.011404410038973415,1.408616598693402e-15,0.9997490569253158,0.001,2,1,1,continuation,1.40297244288729e-15,0.9957431837519243,1.551316197184503e-36,0.004256816248075723,True,stable,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.17179870000109,legacy,continuation,0.9997490569253158,-0.00025094307468420674,6.266754097922278,0.008612361148473665,0.00811053797153208,0.9997490569253158,0.0040058731733915165,True,False,dimensionless_x,3.452099717193846e-16,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.06,0.06,16,0.0795375377263635,0.015502028168663572,0.9994981768230584,-0.2454742160969392,0.011404410038973415,1.408616598693402e-15,0.9997490569253158,0.003,2,1,1,continuation,1.3920620781000504e-15,0.9879996807171938,1.5553976670995882e-36,0.012000319282806204,True,stable,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.1908121000015,legacy,continuation,0.9997490569253158,-0.00025094307468420674,6.266754097922278,0.024833437091537826,0.02433161391459624,0.9957431837519243,0.007743503034730481,True,False,dimensionless_x,4.638650574761982e-15,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.06,0.06,16,0.0795375377263635,0.015502028168663572,0.9994981768230584,-0.2454742160969392,0.011404410038973415,1.408616598693402e-15,0.9997490569253158,0.01,2,1,1,continuation,1.3572894950450573e-15,0.963320249033418,1.5690044263176952e-36,0.03667975096658205,True,drift,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.20977909999783,legacy,continuation,0.9997490569253158,-0.00025094307468420674,6.266754097922278,0.08160720289226238,0.0811053797153208,0.9879996807171938,0.024679431683775843,True,False,dimensionless_x,1.249000902703301e-16,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.08,0.08,17,0.07950562648987464,0.01503961878714589,0.9990971683985768,-0.24524224383954307,0.011404410038973415,1.4083339949803789e-15,0.999548482265156,0.0,2,1,1,closest_to_a_nc,1.4083339949803789e-15,0.999548482265156,1.550039857193141e-36,0.00045151773484397584,True,stable,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.22613160000765,legacy,continuation,0.999548482265156,-0.00045151773484397584,6.266754097922278,0.0009028316014231264,0.0,nan,nan,True,True,dimensionless_x,0.0,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.08,0.08,17,0.07950562648987464,0.01503961878714589,0.9990971683985768,-0.24524224383954307,0.011404410038973415,1.4083339949803789e-15,0.999548482265156,0.001,2,1,1,continuation,1.4026925351067432e-15,0.9955445224981186,1.552115097492958e-36,0.004455477501881355,True,stable,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.24537380000402,legacy,continuation,0.999548482265156,-0.00045151773484397584,6.266754097922278,0.009013369572955206,0.00811053797153208,0.999548482265156,0.0040039597670373794,True,False,dimensionless_x,1.7867651802561113e-16,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.08,0.08,17,0.07950562648987464,0.01503961878714589,0.9990971683985768,-0.24524224383954307,0.011404410038973415,1.4083339949803789e-15,0.999548482265156,0.003,2,1,1,continuation,1.3917872303637633e-15,0.9878046107702644,1.5561941975963943e-36,0.01219538922973562,True,stable,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.26404660000117,legacy,continuation,0.999548482265156,-0.00045151773484397584,6.266754097922278,0.025234445516019367,0.02433161391459624,0.9955445224981186,0.007739911727854265,True,False,dimensionless_x,4.773959005888173e-15,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.08,0.08,17,0.07950562648987464,0.01503961878714589,0.9990971683985768,-0.24524224383954307,0.011404410038973415,1.4083339949803789e-15,0.999548482265156,0.01,2,1,1,continuation,1.3570295678484554e-15,0.9631357687639728,1.5697932779671936e-36,0.03686423123602722,True,drift,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.28274049999891,legacy,continuation,0.999548482265156,-0.00045151773484397584,6.266754097922278,0.08200821131674392,0.0811053797153208,0.9878046107702644,0.024668842006291603,True,False,dimensionless_x,3.885780586188048e-16,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.10,0.1,18,0.07940339182921032,0.014616219127067858,0.9978124497630357,-0.24484087791183107,0.01443928836527478,1.407428229755756e-15,0.9989056260543514,0.0,2,1,1,closest_to_a_nc,1.407428229755756e-15,0.9989056260543514,1.5493509877614884e-36,0.0010943739456485968,True,stable,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.30314489999728,legacy,continuation,0.9989056260543514,-0.0010943739456485968,6.266754097922278,0.002187550236964264,0.0,nan,nan,False,False,dimensionless_x,0.0,1e-14,1e-13
9;1:2,ideal,32000,32000,32000,nan,16.371498082260015,0.9973848942450086,plateau_0.10,0.1,18,0.07940339182921032,0.014616219127067858,0.9978124497630357,-0.24484087791183107,0.01443928836527478,1.407428229755756e-15,0.9989056260543514,0.001,2,1,1,continuation,1.4017954024791298e-15,0.9949077931714692,1.5514223258962813e-36,0.005092206828530843,True,stable,True,fallback hardcoded 30-mode coefficients,parallel_theorem_candidate,local_cpp_scan,54.73809290000645,9.093009699994582,0.004270599994924851,64.32226760000049,legacy,continuation,0.9989056260543514,-0.0010943739456485968,6.266754097922278,0.010298088208496344,0.00811053797153208,0.9989056260543514,0.003997832882882246,False,False,dimensionless_x,1.7980408828499606e-14,1e-14,1e-13
