knot_id,mode,N_geom,N_int_target,N_int_actual,R_t_over_r_t,L_dimless,d_min_dimless,fit_method,plateau_frac,n_plateau,A_K,A_ratio,a_K,closure_x_from_A,lambda_K,p_exp,candidate_index,candidate_count,candidate_selected,selected_root_choice,candidate_is_min,a_candidate_m,a_candidate_over_rc,E_candidate_J,ideal_source,bs_backend
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,global,,0,0.07862435150371758,0.988022740309363,-0.320016910214006,0.9939933301131165,0.0,2,0,1,True,lowest_energy,True,1.400506951308344e-15,0.9939933301131166,2.5352135407590986e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,global,,0,0.07862435150371758,0.988022740309363,-0.320016910214006,0.9939933301131165,0.001,2,0,1,True,continuation,True,1.3949842097360786e-15,0.9900736292636192,2.5391687290925228e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.06,0.06,1,0.1308907862500688,1.6448221300232322,-0.6603325708593374,1.2825061910272528,0.0,2,0,1,True,lowest_energy,True,1.807012965997721e-15,1.2825061910272528,1.2337662330175429e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.06,0.06,1,0.1308907862500688,1.6448221300232322,-0.6603325708593374,1.2825061910272528,0.001,2,0,1,True,continuation,True,1.7961368873875532e-15,1.2747870222032829,1.2425148467270745e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.08,0.08,3,0.18351173629575573,2.3060764903770146,-0.9682025745621462,1.5185771269109167,0.0,2,0,1,True,lowest_energy,True,2.139629872661786e-15,1.5185771269109167,3.6742789126461373e-37,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.08,0.08,3,0.18351173629575573,2.3060764903770146,-0.9682025745621462,1.5185771269109167,0.001,2,0,1,True,continuation,True,2.120594781294163e-15,1.505067194782529,3.834081637058754e-37,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.10,0.1,5,0.15188281497968625,1.9086157429868804,-0.7637106186970617,1.381526598725801,0.0,2,0,1,True,lowest_energy,True,1.9465297666662136e-15,1.381526598725801,1.268856931990331e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.10,0.1,5,0.15188281497968625,1.9086157429868804,-0.7637106186970617,1.381526598725801,0.001,2,0,1,True,continuation,True,1.932800833522262e-15,1.3717826499635986,1.280155769816427e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.12,0.12,6,0.14138680061487752,1.7767189365050562,-0.6839749249669576,1.332936208715577,0.0,2,0,1,True,lowest_energy,True,1.878067356593142e-15,1.332936208715577,1.7754356194863836e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.12,0.12,6,0.14138680061487752,1.7767189365050562,-0.6839749249669576,1.332936208715577,0.001,2,0,1,True,continuation,True,1.8658242516541932e-15,1.3242468090393944,1.785408672905143e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.14,0.14,7,0.1308907862500688,1.6448221300232322,-0.6225326602590214,1.2825061910272528,0.0,2,0,1,True,lowest_energy,True,1.807012965997721e-15,1.2825061910272528,1.9352778365788423e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.14,0.14,7,0.1308907862500688,1.6448221300232322,-0.6225326602590214,1.2825061910272528,0.001,2,0,1,True,continuation,True,1.7961368873875532e-15,1.2747870222032829,1.9440264502883738e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.16,0.16,9,0.130693633194481,1.6423446316589623,-0.6166810296637454,1.2815399454012202,0.0,2,0,1,True,lowest_energy,True,1.805651554733748e-15,1.2815399454012204,2.0253866312572832e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,plateau_0.16,0.16,9,0.130693633194481,1.6423446316589623,-0.6166810296637454,1.2815399454012202,0.001,2,0,1,True,continuation,True,1.7948000809028256e-15,1.273838239529816,2.0341131730604708e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,8000,2000,2000,nan,31.936621889307382,0.9997688611694958,global,,0,0.07862435150371758,0.988022740309363,-0.3200169102140061,0.9939933301131165,0.0,2,0,1,True,lowest_energy,True,1.400506951308344e-15,0.9939933301131166,2.5352135407590976e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,8000,2000,2000,nan,31.936621889307382,0.9997688611694958,global,,0,0.07862435150371758,0.988022740309363,-0.3200169102140061,0.9939933301131165,0.001,2,0,1,True,continuation,True,1.3949839669444993e-15,0.9900734569451525,2.539168880137941e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,8000,2000,2000,nan,31.936621889307382,0.9997688611694958,plateau_0.06,0.06,1,0.13089078625006847,1.644822130023228,-0.660332570859335,1.2825061910272513,0.0,2,0,1,True,lowest_energy,True,1.807012965997719e-15,1.2825061910272513,1.2337662330175546e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,8000,2000,2000,nan,31.936621889307382,0.9997688611694958,plateau_0.06,0.06,1,0.13089078625006847,1.644822130023228,-0.660332570859335,1.2825061910272513,0.001,2,0,1,True,continuation,True,1.7961363203809176e-15,1.2747866197769946,1.242515230126225e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,8000,2000,2000,nan,31.936621889307382,0.9997688611694958,plateau_0.08,0.08,3,0.18351173629575573,2.3060764903770146,-0.9682025745621461,1.5185771269109167,0.0,2,0,1,True,lowest_energy,True,2.139629872661786e-15,1.5185771269109167,3.674278912646159e-37,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,8000,2000,2000,nan,31.936621889307382,0.9997688611694958,plateau_0.08,0.08,3,0.18351173629575573,2.3060764903770146,-0.9682025745621461,1.5185771269109167,0.001,2,0,1,True,continuation,True,2.120593633559958e-15,1.5050663801916813,3.834089570939846e-37,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,8000,2000,2000,nan,31.936621889307382,0.9997688611694958,plateau_0.10,0.1,5,0.15188281497968656,1.9086157429868842,-0.7637106186970635,1.3815265987258025,0.0,2,0,1,True,lowest_energy,True,1.946529766666216e-15,1.3815265987258025,1.2688569319903262e-36,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
