knot_id,mode,N_geom,N_int_target,N_int_actual,R_t_over_r_t,L_dimless,d_min_dimless,scan_idx,a_scan_m,a_scan_over_rc,E_scan_J,ideal_source,bs_backend
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,0,0.047905007735979104,34000015582997.83,6.092137291650557,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,1,0.05223100860385344,37070343798586.91,5.730731805315756,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,2,0.05694766348460239,40417934103319.16,5.730731805315756,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,3,0.06209024989259455,44067824297937.086,5.730731805315756,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,4,0.0676972310333191,48047313189972.71,5.0966505522926795,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,5,0.07381054348317545,52386164771093.375,5.0966505522926795,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,6,0.08047591084782116,57116830832423.625,4.589952180281968,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,7,0.0877431857450378,62274693682860.44,4.589952180281968,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,8,0.09566672266992615,67898330785758.33,4.587643012580953,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,9,0.10430578453121812,74029803293293.38,4.168275964783094,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,10,0.11372498589933457,80714970636556.89,3.807414842173031,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,11,0.1239947762813956,88003833524307.75,3.807414842173031,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,12,0.13519196703776692,95950907915791.38,3.4922388423993587,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,13,0.14740030588113534,104615632764698.88,3.2126608616695127,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,14,0.16071110325499363,114062814583926.66,2.961619370988762,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,15,0.17522391527643885,124363112156191.95,2.951269003286995,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,16,0.19104728835125215,135593565015824.39,2.726073979537164,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,17,0.20829957103049765,147838169654434.66,2.3343713682777607,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
7:1:2,ideal,4000,2000,2000,nan,31.93662188930738,0.9997820090886584,18,0.2271097991808004,161188507760104.25,2.157111064016633,"ideal.txt (7:1:2, 238 modes, k_max=255)",local_cpp_scan
