preferred_fit_method,branch_mode,root_selection_mode,contact_model,ideal_source,uses_local_sst_core,best_estimate_practical_N_geom,best_estimate_practical_N_int,best_estimate_practical_A_K,best_estimate_practical_A_K_systematic_half_range,best_estimate_practical_A_ratio,best_estimate_practical_A_ratio_systematic_half_range,best_estimate_practical_a_nc_over_rc,best_estimate_practical_a_nc_over_rc_systematic_half_range,best_estimate_practical_a_star_over_rc_center,best_estimate_practical_a_star_over_rc_half_range,theorem_no_contact_A_K,theorem_no_contact_closure_x,theorem_no_contact_closure_x_minus_1,theorem_full_model_contact_model,theorem_full_model_F_at_x1,theorem_full_model_a_star_over_rc,theorem_full_model_is_shift_free,comment
plateau_0.8,closest_to_a_nc,continuation,legacy,"ideal.txt (0:1:2, 4 modes, k_max=1)",True,24000,24000,0.07951896985443223,0.011409443460707033,0.99926484606285,0.1433752950308213,0.9996323554501674,0.06814629888825241,0.981258865794896,0.03468132783358291,0.07951896985443223,0.9996323554501675,-0.00036764454983251316,legacy,0.15692031593811587,0.9365955758041751,False,"Practical = preferred no-contact run. Asymptotic = midpoint and half-range from two highest N_int at preferred fit, lambda=0. Theorem fields: no-contact closure x = sqrt(4*pi*A_K); full-model row = same grid/fit at max lambda_K with finite a*."
