dataset,quantity,fit_method,lambda_K,n_points,Nint_min,Nint_max,alpha_best,y_inf,target,y_inf_minus_target,rms_fit,sse_fit,last2_half_range,method,tail_points,tail_enough,tail_err_contracting,tail_step_contracting,tail_sign_changes,tail_last_abs_err,tail_prev_abs_err,tail_last_step,tail_prev_step,tail_quasi_monotone,root_choice_summary,raw_n_vals,raw_y_vals
main_no_contact,A_K,plateau_0.12,0.0,3,32000.0,64000.0,0.25,0.07962346139172513,0.07957747154594767,4.598984577745824e-05,9.171886488576128e-06,2.52370505277976e-10,1.2426199189223552e-05,powerlaw_gridsearch,3,True,False,False,0.0,2.2165247919730957e-06,2.70689231704202e-05,2.4852398378447105e-05,1.1528951228911843e-05,False,,32000;48000;64000,0.079561931574;0.0795504026228;0.0795752550212
main_no_contact,a_nc_over_rc,plateau_0.12,0.0,3,32000.0,64000.0,0.25,1.0002889731138005,1.0,0.00028897311380049473,5.763452465368813e-05,9.965215296169754e-09,7.808329663189228e-05,powerlaw_gridsearch,3,True,False,False,0.0,1.3926932985630636e-05,0.0001700935262494152,0.00015616659326378457,7.244823557106539e-05,False,,32000;48000;64000,0.999902354709;0.999829906474;0.999986073067
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.0,3,32000.0,64000.0,0.25,1.0002889731138005,1.0,0.00028897311380049473,5.763452465368813e-05,9.965215296169754e-09,7.808329663189228e-05,powerlaw_gridsearch,3,True,False,False,0.0,1.3926932985630636e-05,0.0001700935262494152,0.00015616659326378457,7.244823557106539e-05,False,targeted_x_nc:3,32000;48000;64000,0.999902354709;0.999829906474;0.999986073067
shiftfree_postcheck,F_at_x1,plateau_0.12,0.0,3,32000.0,64000.0,0.25,-0.0005779254465374089,0.0,-0.0005779254465374089,0.00011525732484823311,3.9852752793513395e-08,0.00015615222433962295,powerlaw_gridsearch,3,True,False,False,0.0,2.7853672011857178e-05,0.00034015812069110307,0.0003123044486792459,0.00014487707393739946,False,targeted_x_nc:3,32000;48000;64000,0.000195281046754;0.000340158120691;2.78536720119e-05
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.001,3,32000.0,64000.0,0.25,1.0002841840014967,1.0,0.0002841840014966568,5.667931268088329e-05,9.637633457932013e-09,7.678917087383663e-05,powerlaw_gridsearch,3,True,False,False,0.0,1.3695795079815554e-05,0.00016727413682748882,0.00015357834174767326,7.12475188733297e-05,False,targeted_x_nc:3,32000;48000;64000,0.999903973382;0.999832725863;0.999986304205
shiftfree_postcheck,F_at_x1,plateau_0.12,0.001,3,32000.0,64000.0,0.25,-0.0005779254465374089,0.0,-0.0005779254465374089,0.00011525732484823311,3.9852752793513395e-08,0.00015615222433962295,powerlaw_gridsearch,3,True,False,False,0.0,2.7853672011857178e-05,0.00034015812069110307,0.0003123044486792459,0.00014487707393739946,False,targeted_x_nc:3,32000;48000;64000,0.000195281046754;0.000340158120691;2.78536720119e-05
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.003,3,32000.0,64000.0,0.25,1.000275066659197,1.0,0.0002750666591970763,5.486079785274898e-05,9.029121423120562e-09,7.432544265389973e-05,powerlaw_gridsearch,3,True,False,False,0.0,1.325579575028879e-05,0.00016190668105808825,0.00014865088530779946,6.896160322855671e-05,False,targeted_x_nc:3,32000;48000;64000,0.999907054922;0.999838093319;0.999986744204
shiftfree_postcheck,F_at_x1,plateau_0.12,0.003,3,32000.0,64000.0,0.25,-0.0005779254465374089,0.0,-0.0005779254465374089,0.00011525732484823311,3.9852752793513395e-08,0.00015615222433962295,powerlaw_gridsearch,3,True,False,False,0.0,2.7853672011857178e-05,0.00034015812069110307,0.0003123044486792459,0.00014487707393739946,False,targeted_x_nc:3,32000;48000;64000,0.000195281046754;0.000340158120691;2.78536720119e-05
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.01,3,32000.0,64000.0,0.25,1.0002472974610364,1.0,0.0002472974610363554,4.932194012725727e-05,7.297961333750254e-09,6.682141550512499e-05,powerlaw_gridsearch,3,True,False,False,0.0,1.1915927726202646e-05,0.00014555875873645263,0.00013364283101024999,6.19990358623479e-05,False,targeted_x_nc:3,32000;48000;64000,0.999916440277;0.999854441241;0.999988084072
shiftfree_postcheck,F_at_x1,plateau_0.12,0.01,3,32000.0,64000.0,0.25,-0.0005779254465374089,0.0,-0.0005779254465374089,0.00011525732484823311,3.9852752793513395e-08,0.00015615222433962295,powerlaw_gridsearch,3,True,False,False,0.0,2.7853672011857178e-05,0.00034015812069110307,0.0003123044486792459,0.00014487707393739946,False,targeted_x_nc:3,32000;48000;64000,0.000195281046754;0.000340158120691;2.78536720119e-05
