preferred_fit_method,N_geom_best,N_int_best,A_K_best,A_K_systematic_half_range,A_ratio_best,A_ratio_systematic_half_range,a_nc_over_rc_best,a_nc_over_rc_systematic_half_range,a_star_over_rc_provisional_center,a_star_over_rc_provisional_half_range,branch_mode,ideal_source,uses_local_sst_core,comment
plateau_0.12,32000,32000,0.07964105459488258,0.0068744358901830435,1.000799008157707,0.08638670916069224,1.0003994218823655,0.04177709015913128,1.006744739521932,0.04557885518785698,closest_to_a_nc,"ideal.txt (3:1:1, 183 modes, k_max=250)",True,Quote A_K_best and a_nc_over_rc_best as the cleanest current estimates. Treat a_star_over_rc as provisional until branch sensitivity is reduced.
