knot_id,N_geom,N_int_target,N_int_actual,L_dimless,d_min_dimless,frac,method_name,n_plateau,a_lo,a_hi,a_span,a_span_over_dmin,a_ref,A_ref,A_median,A_std,A_min,A_max,A_median_minus_Areq,rel_dE_median,rel_dE_min,rel_dE_max,rel_dE_thresh,ideal_source,bs_backend
9:1:2,4000,2000,2000,39.026885494643544,0.9996761181404676,0.01,plateau_0.01,0,,,,,,,,,,,,,,,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,2000,2000,39.026885494643544,0.9996761181404676,0.02,plateau_0.02,0,,,,,,,,,,,,,,,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,2000,2000,39.026885494643544,0.9996761181404676,0.04,plateau_0.04,0,,,,,,,,,,,,,,,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,2000,2000,39.026885494643544,0.9996761181404676,0.06,plateau_0.06,0,,,,,,,,,,,,,,,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,2000,2000,39.026885494643544,0.9996761181404676,0.08,plateau_0.08,2,0.06086116518552109,0.07684551801182289,0.015984352826301798,0.01598953154551181,0.07684551801182289,0.2551442856545705,0.1933386325229905,0.061805653131579985,0.1315329793914105,0.2551442856545705,0.11376116097704282,0.0885185496175391,0.05787538598774615,0.11916171324733206,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,2000,2000,39.026885494643544,0.9996761181404676,0.1,plateau_0.10,3,0.06086116518552109,0.09702794253946119,0.0361667773539401,0.03617849491214732,0.07684551801182289,0.2551442856545705,0.2037673120555628,0.050702999328018375,0.1315329793914105,0.2551442856545705,0.12418984050961514,0.10804115682326673,0.05787538598774615,0.11916171324733206,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,2000,2000,39.026885494643544,0.9996761181404676,0.12,plateau_0.12,4,0.06086116518552109,0.11334847346008424,0.052487308274563146,0.05250431346924304,0.09702794253946119,0.2037673120555628,0.18661093119741354,0.04548027674571769,0.1315329793914105,0.2551442856545705,0.10703345965146586,0.10438607648840441,0.05787538598774615,0.11916171324733206,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,2000,2000,39.026885494643544,0.9996761181404676,0.14,plateau_0.14,5,0.06086116518552109,0.13241419017522918,0.07155302498970809,0.07157620722480233,0.09702794253946119,0.2037673120555628,0.16945455033926426,0.04449646174578368,0.1315329793914105,0.2551442856545705,0.08987707879331659,0.10073099615354209,0.05787538598774615,0.11916171324733206,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,2000,2000,39.026885494643544,0.9996761181404676,0.16,plateau_0.16,6,0.06086116518552109,0.15468684512929237,0.09382567994377128,0.09385607822491518,0.11334847346008424,0.16945455033926426,0.15717405519406952,0.04541963191665894,0.12642800761385692,0.2551442856545705,0.07759658364812184,0.09825489375317299,0.05787538598774615,0.11916171324733206,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,4000,4000,39.026885494643544,0.99965838999665,0.01,plateau_0.01,0,,,,,,,,,,,,,,,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,4000,4000,39.026885494643544,0.99965838999665,0.02,plateau_0.02,0,,,,,,,,,,,,,,,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,4000,4000,39.026885494643544,0.99965838999665,0.04,plateau_0.04,2,0.03089235645305902,0.03833063605683874,0.007438279603779723,0.007440821462824565,0.03833063605683874,0.18428602369024735,0.15020918610004438,0.03407683759020297,0.11613234850984142,0.18428602369024735,0.07063171455409671,0.07162863299023171,0.05352216056711076,0.08973510541335267,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,4000,4000,39.026885494643544,0.99965838999665,0.06,plateau_0.06,4,0.03089235645305902,0.059011411579423634,0.028119055126364614,0.028128664159422345,0.04755990896176324,0.14736498430718312,0.13505216964470346,0.026718007401145976,0.11613234850984142,0.18428602369024735,0.055474698098755784,0.07505372419689582,0.05352216056711076,0.08973510541335267,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,4000,4000,39.026885494643544,0.99965838999665,0.08,plateau_0.08,5,0.03089235645305902,0.06573300666464027,0.03484065021158125,0.034852556193419246,0.04755990896176324,0.14736498430718312,0.12273935498222377,0.028212984020758544,0.10513976799365932,0.18428602369024735,0.0431618834362761,0.07127654817218511,0.05352216056711076,0.08973510541335267,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,4000,4000,39.026885494643544,0.99965838999665,0.1,plateau_0.10,7,0.03089235645305902,0.09085021942845725,0.059957862975398235,0.05997835218048754,0.059011411579423634,0.12273935498222377,0.11613234850984142,0.0324501847150077,0.08165096413097594,0.18428602369024735,0.03655487696389374,0.06574207758734436,0.05352216056711076,0.08973510541335267,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,4000,4000,39.026885494643544,0.99965838999665,0.12,plateau_0.12,9,0.03089235645305902,0.11272518824802391,0.0818328317949649,0.08186079626185014,0.06573300666464027,0.10513976799365932,0.11613234850984142,0.03251584046824554,0.07341980309197203,0.18428602369024735,0.03655487696389374,0.06574207758734436,0.05352216056711076,0.1024233385455318,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,4000,4000,39.026885494643544,0.99965838999665,0.14,plateau_0.14,11,0.03089235645305902,0.13986722481786537,0.10897486836480635,0.10901210799138247,0.08156023834609698,0.091931542031101,0.10513976799365932,0.03422929729844546,0.05629382386511044,0.18428602369024735,0.025562296447711644,0.06574207758734436,0.05028933445234728,0.1024233385455318,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,4000,4000,4000,39.026885494643544,0.99965838999665,0.16,plateau_0.16,12,0.03089235645305902,0.1557985646342893,0.12490620818123027,0.12494889197263562,0.09085021942845725,0.08165096413097594,0.10300360963814151,0.03727061404707365,0.04555352539463583,0.18428602369024735,0.023426138092193835,0.06363513566090598,0.04734124494304321,0.1024233385455318,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
9:1:2,8000,2000,2000,39.02688549464354,0.9996496606073441,0.01,plateau_0.01,0,,,,,,,,,,,,,,,0.0001,"ideal.txt (9:1:2, 245 modes, k_max=256)",local_cpp_scan
