knot_id,mode,N_geom,N_int_target,N_int_actual,R_t_over_r_t,L_dimless,d_min_dimless,scan_idx,a_scan_m,a_scan_over_rc,E_scan_J,ideal_source,bs_backend
10:1:1,ideal,4000,2000,2000,nan,42.594800071887086,0.9996151143699955,0,0.06389290227097585,45347235613210.92,6.370138164938567,"ideal.txt (10:1:1, 240 modes, k_max=253)",local_cpp_scan
10:1:1,ideal,4000,2000,2000,nan,42.594800071887086,0.9996151143699955,1,0.06879534632587096,48826687598269.7,5.922320311459526,"ideal.txt (10:1:1, 240 modes, k_max=253)",local_cpp_scan
10:1:1,ideal,4000,2000,2000,nan,42.594800071887086,0.9996151143699955,2,0.07407395043700282,52573114757286.04,5.922320311459526,"ideal.txt (10:1:1, 240 modes, k_max=253)",local_cpp_scan
10:1:1,ideal,4000,2000,2000,nan,42.594800071887086,0.9996151143699955,3,0.07975757702203967,56607001851600.36,5.922320311459526,"ideal.txt (10:1:1, 240 modes, k_max=253)",local_cpp_scan
10:1:1,ideal,4000,2000,2000,nan,42.594800071887086,0.9996151143699955,4,0.08587730308560522,60950405419587.57,5.078047766582327,"ideal.txt (10:1:1, 240 modes, k_max=253)",local_cpp_scan
10:1:1,ideal,4000,2000,2000,nan,42.594800071887086,0.9996151143699955,5,0.09246659014251361,65627074377673.734,5.078047766582327,"ideal.txt (10:1:1, 240 modes, k_max=253)",local_cpp_scan
10:1:1,ideal,4000,2000,2000,nan,42.594800071887086,0.9996151143699955,6,0.09956146717905906,70662579874958.64,5.078047766582327,"ideal.txt (10:1:1, 240 modes, k_max=253)",local_cpp_scan
10:1:1,ideal,4000,2000,2000,nan,42.594800071887086,0.9996151143699955,7,0.1072007276527586,76084455111465.28,4.404016384765912,"ideal.txt (10:1:1, 240 modes, k_max=253)",local_cpp_scan
10:1:1,ideal,4000,2000,2000,nan,42.594800071887086,0.9996151143699955,8,0.1154261416077048,81922345884515.64,4.404016384765912,"ideal.txt (10:1:1, 240 modes, k_max=253)",local_cpp_scan
10:1:1,ideal,4000,2000,2000,nan,42.594800071887086,0.9996151143699955,9,0.12428268406533596,88208172686392.61,4.404016384765912,"ideal.txt (10:1:1, 240 modes, k_max=253)",local_cpp_scan
