a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.003111378037476975,0.06317259472175038,-0.016404876824197293,0.027154098716857155,1,1,1,1,1,1,1,1,1
0.0038380609439774872,0.09477880413274312,0.015201332586795444,0.04187683477333031,1,1,1,1,1,1,1,1,1
0.004734465446580876,0.07582272167824078,-0.003754749867706894,0.03496557324488752,1,1,1,1,1,1,1,1,1
0.005840231145897022,0.06318527382059522,-0.016392197725352456,0.030193561839865754,1,1,1,1,1,1,1,1,1
0.007204255733271412,0.10154680431916664,0.02196933277321897,0.05003566478671382,1,1,1,1,1,1,1,1,1
0.00888685727907132,0.08003264335961714,0.00045517181366946935,0.04151196333433908,1,1,1,1,1,1,1,1,1
0.010962441537693752,0.09521494950463348,0.015637477958685808,0.0515257779589245,0,1,1,1,1,1,1,1,1
0.013522792219288544,0.07604124131135415,-0.0035362302345935265,0.043385347668252285,0,1,1,1,1,1,1,1,1
0.01668112972619069,0.06330711520168533,-0.01627035634426234,0.037758034552472695,0,1,1,1,1,1,1,1,1
0.020577117834074236,0.08650211944771002,0.006924647901762351,0.053616604959701566,0,0,1,1,1,1,1,1,1
0.025383039716583254,0.0830083723231349,0.003430900777187232,0.05436599595900833,0,0,1,1,1,1,1,1,1
0.031311416421338195,0.07828296814560033,-0.001294503400347341,0.05421876908645701,0,0,1,1,1,1,1,1,1
0.03862440469137071,0.07346594041375167,-0.0061115311321960075,0.05379943576567882,0,0,1,1,1,1,1,1,1
0.047645389709873136,0.08176892695561175,0.0021914554096640754,0.06328441569211121,0,0,0,1,1,1,1,1,1
0.05877328540711091,0.078501134666249,-0.0010763368796986722,0.06485995819559079,0,0,0,1,1,1,1,1,1
0.07250017469853778,0.08258236010167792,0.0030048885557302507,0.07296445906885464,0,0,0,0,1,1,1,1,1
0.0894330697171227,0.07851394408325388,-0.0010635274626937946,0.07482978313309313,0,0,0,0,0,1,1,1,1
0.11032075429176917,0.07941566406126441,-0.00016180748468326567,0.08181109782524695,0,0,0,0,0,0,1,1,1
0.1360868956639954,0.07876250000059584,-0.0008149715453518308,0.0883676899468505,0,0,0,0,0,0,0,1,1
0.16787088966490948,0.07785294565111228,-0.0017245258948353909,0.09581408347525808,0,0,0,0,0,0,0,0,0
0.20707824555324908,0.07814833448849537,-0.0014291370574523038,0.1063692969746663,0,0,0,0,0,0,0,0,0
0.2554427385653828,0.07743274373262098,-0.0021447278133266967,0.11794054456629965,0,0,0,0,0,0,0,0,0
0.3151030786041867,0.07633077108577045,-0.003246700460177221,0.13180754474459688,0,0,0,0,0,0,0,0,0
