a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.0037188836035508444,0.06564854447641254,-0.013928927069535135,0.027984157835230165,1,1,1,1,1,1,1,1,1
0.004551232388106341,0.09849831779231943,0.01892084624637176,0.04319590827148953,1,1,1,1,1,1,1,1,1
0.005569874849207539,0.07879817292036917,-0.0007792986255785034,0.03611660510075724,1,1,1,1,1,1,1,1,1
0.0068165066492556865,0.06566465388672048,-0.013912817659227195,0.031224675505888897,1,1,1,1,1,1,1,1,1
0.008342155642142985,0.10553104708320749,0.025953575537259813,0.05179924778931267,1,1,1,1,1,1,1,1,1
0.010209270574882657,0.0831721802907517,0.003594708744804026,0.043054742549787514,0,1,1,1,1,1,1,1,1
0.012494277275842073,0.06864493883610025,-0.010932532709847426,0.03713336772161417,0,1,1,1,1,1,1,1,1
0.01529070696095425,0.08470546095208657,0.0051279894061389,0.047588398469433274,0,1,1,1,1,1,1,1,1
0.01871302470754692,0.06967629338851339,-0.009901178157434284,0.0411007778743881,0,1,1,1,1,1,1,1,1
0.02290131480509439,0.07708544289276875,-0.002492028653178921,0.04742031208888225,0,0,1,1,1,1,1,1,1
0.028027014766379164,0.07901965014059875,-0.0005578214053489211,0.051030029772697494,0,0,1,1,1,1,1,1,1
0.03429993270692468,0.07770318104790554,-0.001874290498042136,0.05287824687754386,0,0,1,1,1,1,1,1,1
0.04197683533213312,0.08428861402054715,0.004711142474599472,0.06056215925197524,0,0,0,1,1,1,1,1,1
0.05137195806058493,0.07722030759761288,-0.002357163948334795,0.05906033632650072,0,0,0,1,1,1,1,1,1
0.0628698674899461,0.08378040851065498,0.0042029369647073045,0.06809968237567894,0,0,0,0,1,1,1,1,1
0.0769412026993774,0.07613482389070458,-0.003442647655243089,0.06640740358791668,0,0,0,0,1,1,1,1,1
0.09416193972054061,0.0801551055729455,0.0005776340269978281,0.07488708819066864,0,0,0,0,0,1,1,1,1
0.11523696772167132,0.07768735788641414,-0.0018901136595335377,0.07845693952283307,0,0,0,0,0,0,1,1,1
0.14102894193872156,0.08034150641452761,0.0007640348685799409,0.08804513200800608,0,0,0,0,0,0,0,0,1
0.17259359437843805,0.0778590156201764,-0.0017184559257712728,0.09356231113938787,0,0,0,0,0,0,0,0,0
0.21122294765149843,0.07866565872301956,-0.0009118128229281125,0.10428918206486659,0,0,0,0,0,0,0,0,0
0.25849820078931834,0.07747846712792532,-0.0020990044180223544,0.11467461165149291,0,0,0,0,0,0,0,0,0
0.31635445179737187,0.07562444562583553,-0.003953025920112138,0.12642866253588625,0,0,0,0,0,0,0,0,0
