a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.0026758469511520815,0.06123327843953996,-0.01834419310640771,0.026495176519233915,1,1,1,1,1,1,1,1,1
0.003323005705785442,0.09184631771861024,0.012268846172662565,0.040822814795759034,1,1,1,1,1,1,1,1,1
0.004126681055479774,0.07347682518608156,-0.00610064635986611,0.03404808888494665,1,1,1,1,1,1,1,1,1
0.00512472684112665,0.11371346483107454,0.03413599328512687,0.05455050101725749,1,1,1,1,1,1,1,1,1
0.006364151928167507,0.04592239558360369,-0.03365507596234398,0.02330091901295374,1,1,1,1,1,1,1,1,1
0.007903334366967723,0.10055726440612447,0.020979792860176802,0.05223976157394076,1,1,1,1,1,1,1,1,1
0.009814771052154725,0.06927029850408671,-0.010307173041860962,0.037969625216143804,1,1,1,1,1,1,1,1,1
0.012188492392379093,0.07381940251949631,-0.0057580690264513595,0.04206016698282619,0,1,1,1,1,1,1,1,1
0.015136302824554273,0.09708053174655001,0.01750306020060234,0.05774234015363452,0,1,1,1,1,1,1,1,1
0.018797046904657395,0.07679110155735983,-0.0027863699885878473,0.048473396912226276,0,1,1,1,1,1,1,1,1
0.02334314901276394,0.074952236172246,-0.004625235373701672,0.049722873321806374,0,0,1,1,1,1,1,1,1
0.02898873469837915,0.08080567023537322,0.0012281986894255442,0.05641092014131426,0,0,1,1,1,1,1,1,1
0.03599971618882753,0.08101072441304152,0.001433252867093851,0.059935061662342616,0,0,1,1,1,1,1,1,1
0.04470631709733066,0.07823633031373212,-0.0013411412322155564,0.06157282181382967,0,0,0,1,1,1,1,1,1
0.055518626255930334,0.0788946755487078,-0.0006827959972398739,0.06616490649479138,0,0,0,1,1,1,1,1,1
0.06894591327295259,0.07896261740095302,-0.0006148541449946532,0.07091389720979921,0,0,0,0,1,1,1,1,1
0.08562061559536048,0.07960580379365291,2.8332247705237235e-05,0.07694822138139812,0,0,0,0,0,1,1,1,1
0.1063281268884778,0.07931791220011626,-0.0002595593458314116,0.08306136515554724,0,0,0,0,0,0,1,1,1
0.1320437897928972,0.07830819328606169,-0.0012692782598859864,0.08943236644183805,0,0,0,0,0,0,0,1,1
0.1639788354511135,0.07821100380058721,-0.001366467745360464,0.09809416377719749,0,0,0,0,0,0,0,0,0
0.20363743359742437,0.0787050823847209,-0.0008723891612267692,0.10945028329976322,0,0,0,0,0,0,0,0,0
0.2528875403222887,0.07719596292161095,-0.0023815086243367256,0.12054536913539823,0,0,0,0,0,0,0,0,0
0.3140488805053673,0.07608038196782904,-0.003497089578118631,0.13508750688930773,0,0,0,0,0,0,0,0,0
